,stop_name,Ward_name
7584,DUNDAS ST WEST AT LISGAR ST,Davenport
7585,FENELON DR AT GRAYDON HALL DR SOUTH SIDE,Don Valley East
7586,JANE ST AT EDDYSTONE AVE,Humber River-Black Creek
7587,MARKHAM RD AT THOMSON CRT,outside_wards
7588,YORK MILLS RD AT YORK RIDGE RD,Don Valley West
7589,GREENWOOD AVE AT IVY AVE,Toronto-Danforth
7590,WESTON RD AT GUNNS RD,York South-Weston
7591,OPPOSITE 230 THE DONWAY WEST,Don Valley East
7592,47 ORFUS RD,Eglinton-Lawrence
7593,BRENYON WAY AT SEWELLS RD,Scarborough-Rouge Park
7594,FOXWELL ST AT BRUTON RD,York South-Weston
7595,MORNINGSIDE AVE AT CINEMART DR,Scarborough-Rouge Park
7596,247 THE WEST MALL,Etobicoke Centre
7597,RATHBURN RD AT KIPLING AVE,Etobicoke Centre
7598,THISTLE DOWN BLVD AT BARKWIN DR EAST SIDE,Etobicoke North
7599,YONGE ST AT NORTH YORK BLVD,Willowdale
7600,CORPORATE DR AT PROGRESS AVE NORTH SIDE,Scarborough-Guildwood
7601,255 DUNCAN MILL RD,Don Valley East
7602,ANGLESEY BLVD AT WIMBLETON RD,Etobicoke Centre
7603,SHEPPARD AVE EAST AT SETTLERS RD,Don Valley North
7604,DUNDAS ST WEST AT OLD OAK DR EAST SIDE,Etobicoke Centre
7605,WARDEN AVE AT BOWATER DR,Scarborough-Agincourt
7606,BLOOR ST WEST AT CHRISTIE ST,University-Rosedale
7607,EGLINTON AVE EAST AT DANFORTH RD,Scarborough Southwest
7608,SCARLETT RD AT BERNICE CRES,York South-Weston
7609,GERVAIS DR AT EGLINTON AVE EAST,Don Valley East
7610,DUFFERIN ST AT KING ST WEST,Parkdale-High Park
7611,SHEPPARD AVE WEST AT DON RIVER BLVD,York Centre
7612,QUEEN ST WEST AT BROCK AVE,Parkdale-High Park
7613,VICTORIA PARK AVE AT SHEPPARD AVE EAST,Scarborough-Agincourt
7614,LITTLES RD AT BIRRELL AVE,Scarborough-Rouge Park
7615,BLOOR ST WEST AT GRENVIEW BLVD SOUTH EAST SIDE,Etobicoke-Lakeshore
7616,DIXON RD AT ROXALINE ST,Etobicoke Centre
7617,ELLESMERE RD AT MORNINGSIDE AVE,Scarborough-Rouge Park
7618,WARDEN AVE AT METROPOLITAN RD,Scarborough Centre
7619,FINCH AVE EAST AT WILFRED AVE,Willowdale
7620,DUFFERIN ST AT CASTLEFIELD AVE,Eglinton-Lawrence
7621,STEELES AVE EAST AT OPPOSITE WALKWAY TO DAIRIS CRES,Scarborough North
7622,PRITCHARD AVE AT BATAVIA AVE WEST SIDE,York South-Weston
7623,CULFORD RD AT WOOLTON CRES NORTH,York South-Weston
7624,ST CLAIR AVE WEST AT WINONA DR,Toronto-St. Paul's
7625,PARLIAMENT ST AT ST JAMES AVE,Toronto Centre
7626,BAYVIEW AVE AT EGLINTON AVE EAST NORTH SIDE,Don Valley West
7627,NEILSON RD AT WALKWAY TO BLACKWATER CRES & KESSACK CRT,Scarborough-Rouge Park
7628,PHARMACY AVE AT PACHINO BLVD,Scarborough Centre
7629,ISLINGTON AVE AT GOLFDOWN DR,Etobicoke North
7630,PHARMACY AVE AT GORDON BAKER RD SOUTH SIDE,Scarborough-Agincourt
7631,CALEDONIA RD AT BENTWORTH AVE,Eglinton-Lawrence
7632,THORNCLIFFE PARK DR AT PAT MOORE DR,Don Valley West
7633,EGLINTON AVE EAST AT DUNFIELD AVE,Toronto-St. Paul's
7634,HULLMAR DR AT BLOOMINGTON CRES (EAST),Humber River-Black Creek
7635,ORFUS RD AT DUFFLAW RD,Eglinton-Lawrence
7636,SUTHERLAND DR AT HANNA RD,Don Valley West
7637,WASHBURN WAY AT GRIFFEN DR,Scarborough North
7638,AMEER AVE AT SULTANA AVE,Eglinton-Lawrence
7639,KENNEDY RD AT REIDMOUNT AVE NORTH SIDE,Scarborough-Agincourt
7640,STEELES AVE WEST AT NORTHWEST GATE EAST SIDE,Humber River-Black Creek
7641,JANE ST AT ST MARKS RD,Parkdale-High Park
7642,WILLOWDALE AVE AT BISHOP AVE,Willowdale
7643,FINCH AVE WEST AT ROMFIELD LANE,Humber River-Black Creek
7644,LESLIE ST AT CORNING RD,Don Valley North
7645,550 FINCH AVE WEST,York Centre
7646,EGLINTON AVE EAST AT RUMSEY RD,Don Valley West
7647,KIPLING AVE AT BROOKMERE RD,Etobicoke North
7648,CORONATION DR AT CHEMICAL CRT,Scarborough-Rouge Park
7649,LONGBOURNE DR AT MARTIN GROVE RD WEST SIDE,Etobicoke North
7650,DUFFERIN ST AT DANE AVE,Eglinton-Lawrence
7651,AVENUE RD AT DAVENPORT RD,University-Rosedale
7652,KEELE ST AT PAXTONIA BLVD,York Centre
7653,STEELES AVE EAST LOOP AT BAYVIEW AVE,outside_wards
7654,CUMMER AVE AT PINEWAY BLVD EAST SIDE,Don Valley North
7655,COXWELL AVE AT DANFORTH AVE,Beaches-East York
7656,BATHURST ST AT LENNOX ST,University-Rosedale
7657,DUFFERIN ST AT FINCH AVE WEST,York Centre
7658,BATHURST ST AT ROBINSON ST,Spadina-Fort York
7659,LAWRENCE AVE EAST AT BLAINE DR EAST SIDE,Don Valley West
7660,WASHBURN WAY AT TAPSCOTT RD,Scarborough North
7661,EGLINTON AVE WEST AT GARDINER RD,Toronto-St. Paul's
7662,QUEEN'S PARK CRES WEST AT HART HOUSE,University-Rosedale
7663,85 DYNAMIC DR,Scarborough North
7664,ROYAL YORK RD AT KINGSGROVE BLVD,Etobicoke-Lakeshore
7665,STEELES AVE EAST AT FIREBRACE RD,Scarborough-Agincourt
7666,WYNFORD DR AT WYNFORD HEIGHTS CRES,Don Valley East
7667,HUMBERLINE DR AT WOODLOT CRES (WEST) EAST SIDE,Etobicoke North
7668,JOHN GARLAND BLVD AT KIPLING AVE WEST SIDE,Etobicoke North
7669,CANMORE BLVD AT CHARCOAL DR (WEST) EAST SIDE,Scarborough-Rouge Park
7670,MIDLAND AVE AT MIDWEST RD (SOUTH),Scarborough Centre
7671,400 EVANS AVE,Etobicoke-Lakeshore
7672,BLOOR ST WEST AT WINDERMERE AVE,Parkdale-High Park
7673,MIDLAND AVE AT MILLBRIDGE GATE,Scarborough Centre
7674,DANFORTH AVE AT VICTORIA PARK AVE,Beaches-East York
7675,DON MILLS RD AT YORK MILLS RD SOUTH SIDE,Don Valley East
7676,ROYWOOD DR AT FENSIDE DR SOUTH SIDE,Don Valley East
7677,LAWRENCE AVE EAST AT MARCOS BLVD,Scarborough Centre
7678,ST CLAIR AVE EAST AT ANDREW AVE,Scarborough Southwest
7679,150 DISCO RD,Etobicoke North
7680,PROGRESS AVE AT MILNER BUSINESS CRT,Scarborough North
7681,DUPONT ST AT DAVENPORT RD,University-Rosedale
7682,SHEFFIELD ST AT COLVILLE RD,York South-Weston
7683,QUEEN ST EAST AT CHURCH ST,Toronto Centre
7684,DAVISVILLE AVE AT YONGE ST,Toronto-St. Paul's
7685,FINCH AVE WEST AT OPPOSITE ALBION MALL,Etobicoke North
7686,ROYAL YORK RD AT DARTMOUTH CRES,Etobicoke-Lakeshore
7687,26 THORNCLIFFE PARK DR AT GRANDSTAND PL,Don Valley West
7688,MORTIMER AVE AT BURLEY AVE EAST SIDE,Toronto-Danforth
7689,SYMINGTON AVE AT DUPONT ST,Davenport
7690,BRADSTOCK RD AT RIVALDA RD,Humber River-Black Creek
7691,GLENCAIRN AVE AT MARLEE AVE,Eglinton-Lawrence
7692,PHARMACY AVE AT ELM BANK RD,Scarborough Centre
7693,GLENCAIRN AVE AT CAPITOL AVE,Eglinton-Lawrence
7694,BAYVIEW AVE AT FINCH AVE EAST,Willowdale
7695,NORTH QUEEN ST AT MANSTOR RD,Etobicoke-Lakeshore
7696,YONGE ST AT SHUTER ST,Toronto Centre
7697,BLOOR ST WEST AT HAVELOCK ST,Davenport
7698,LESLIE ST AT OVERLAND DR,Don Valley West
7699,ST CLAIR AVE EAST AT PLAXTON DR,Beaches-East York
7700,EGLINTON AVE EAST AT SUTHERLAND DR,Don Valley West
7701,KINGSTON RD AT FRANKLIN AVE,Scarborough-Rouge Park
7702,STEELES AVE WEST AT SIGNET DR,Humber River-Black Creek
7703,MORTIMER AVE AT CARLAW AVE EAST SIDE,Toronto-Danforth
7704,LOWER JARVIS ST AT LAKE SHORE BLVD EAST,Spadina-Fort York
7705,STEELES AVE EAST AT BAYVIEW AVE,Willowdale
7706,WARDEN AVE AT BAMBURGH CIR (SOUTH),Scarborough-Agincourt
7707,TOBA DR AT MONTRESSOR DR,Don Valley West
7708,DON MILLS RD AT SENECA HILL DR,Don Valley North
7709,BATHURST ST AT BAYCREST AVE,Eglinton-Lawrence
7710,CALEDONIA RD AT BOWIE AVE NORTH SIDE,Eglinton-Lawrence
7711,1330 MARTIN GROVE RD,Etobicoke North
7712,STEELES AVE WEST AT WALKWAY TO CATHY JEAN CRES,Etobicoke North
7713,MONTRESSOR DR AT TROON CRT,Don Valley West
7714,MILNER AVE AT MCCOWAN RD,Scarborough North
7715,THE WEST MALL AT RATHBURN RD SOUTH SIDE,Etobicoke Centre
7716,BATHURST ST AT BARTON AVE,University-Rosedale
7717,O'CONNOR DR AT HUTTON AVE,Beaches-East York
7718,CARRIER DR AT HUMBER COLLEGE BLVD EAST SIDE,Etobicoke North
7719,MCNICOLL AVE AT BEDLE AVE WEST SIDE,Don Valley North
7720,39 WYNFORD DR,Don Valley East
7721,WILLOWDALE AVE AT PARKVIEW AVE SOUTH SIDE,Willowdale
7722,MARKHAM RD AT STEELES AVE EAST SOUTH SIDE,Scarborough North
7723,VICTORIA PARK AVE AT VAN HORNE AVE,Don Valley North
7724,GLENCAIRN AVE AT LANSDOWNE AVE,Eglinton-Lawrence
7725,KIPLING AVE AT PANORAMA CRT,Etobicoke North
7726,CHURCH ST AT GRATTAN ST,York South-Weston
7727,ELMHURST DR AT CROMARTY DR,Etobicoke North
7728,ALBION RD AT STEINWAY BLVD,Etobicoke North
7729,MT PLEASANT RD AT RANLEIGH AVE NORTH SIDE,Don Valley West
7730,KIPLING AVE AT BURNHAMTHORPE RD,Etobicoke Centre
7731,MIDLAND AVE AT MONTGOMERY AVE,Scarborough-Agincourt
7732,YONGE ST AT SOUDAN AVE,Toronto-St. Paul's
7733,MILL ST AT PARLIAMENT ST,Toronto Centre
7734,150 CULFORD RD,York South-Weston
7735,JANE ST AT ST JOHNS RD,Parkdale-High Park
7736,BROADVIEW AVE AT WOLFREY AVE,Toronto-Danforth
7737,MT PLEASANT RD AT DAVISVILLE AVE,Toronto-St. Paul's
7738,VARNA DR AT RANEE AVE,Eglinton-Lawrence
7739,YONGE ST AT WILSON AVE (YORK MILLS STATION),Eglinton-Lawrence
7740,WOODBINE BEACH LOOP AT LAKE SHORE BLVD EAST,Beaches-East York
7741,BATHURST ST AT CEDARCROFT BLVD SOUTH SIDE,York Centre
7742,KIPLING AVE AT THE QUEENSWAY NORTH SIDE,Etobicoke-Lakeshore
7743,COXWELL AVE AT PLAINS RD,Beaches-East York
7744,NEILSON RD AT OAKMEADOW BLVD (NORTH),Scarborough-Guildwood
7745,REXDALE BLVD AT PRECISION RD,Etobicoke North
7746,CARPENTER RD AT STEELES AVE WEST,York Centre
7747,MIDDLEFIELD RD AT NEWMILL GATE,Scarborough North
7748,GREENWOOD AVE AT TORBRICK RD,Toronto-Danforth
7749,YONGE BLVD AT RIDLEY BLVD,Eglinton-Lawrence
7750,1222 PHARMACY AVE,Scarborough Centre
7751,KIPLING AVE AT BYWOOD DR,Etobicoke Centre
7752,WOODBINE AVE AT O'CONNOR DR,Beaches-East York
7753,PENWORTH RD AT PHARMACY AVE,Scarborough Centre
7754,BROWN'S LINE AT FINSBURY CRES,Etobicoke-Lakeshore
7755,150 DYNAMIC DR,Scarborough North
7756,DON MILLS RD AT SHEPPARD AVE EAST NORTH SIDE,Don Valley North
7757,BIRCHMOUNT RD AT HUNTINGWOOD DR NORTH SIDE,Scarborough-Agincourt
7758,YONGE ST AT BYNG AVE,Willowdale
7759,JUDSON ST AT MAGNIFICENT RD,Etobicoke-Lakeshore
7760,DUFFERIN ST AT HUNTER AVE,Davenport
7761,PROGRESS AVE AT MIDLAND AVE,Scarborough Centre
7762,DUNDAS ST WEST AT GILMOUR AVE,Parkdale-High Park
7763,OPPOSITE 25 ST DENNIS DR,Don Valley East
7764,LAWRENCE AVE EAST AT CHARLOTTETOWN BLVD WEST SIDE,Scarborough-Rouge Park
7765,O'CONNOR DR AT ST CLAIR AVE EAST NORTH SIDE,Beaches-East York
7766,EVANS AVE AT SHELDON AVE WEST SIDE,Etobicoke-Lakeshore
7767,MIDLAND AVE AT ARTILLERY ST,Scarborough-Agincourt
7768,CACTUS AVE AT HOMEWOOD AVE,Willowdale
7769,LAWRENCE AVE EAST AT BELLAMY RD NORTH,Scarborough Centre
7770,BATHURST ST AT GLENCAIRN AVE,Eglinton-Lawrence
7771,MARKHAM RD AT VERNE CRES,Scarborough North
7772,COLLEGE ST AT GRACE ST,University-Rosedale
7773,EAST AVE AT GOLDERS GREEN AVE,Scarborough-Rouge Park
7774,LESMILL RD AT YORK MILLS RD,Don Valley East
7775,DANFORTH AVE AT PATRICIA DR,Beaches-East York
7776,YORKLAND BLVD (NORTH) AT YORKLAND RD EAST SIDE,Don Valley North
7777,DON MILLS RD AT GATEWAY BLVD,Don Valley East
7778,EGLINTON AVE WEST AT GABIAN WAY,York South-Weston
7779,HUNTINGWOOD DR AT CROCKAMHILL DR WEST SIDE,Scarborough North
7780,YONGE ST AT PATRICIA AVE,Willowdale
7781,DUPONT ST AT OSSINGTON AVE WEST SIDE,Davenport
7782,ROGERS RD AT DUFFERIN ST,Davenport
7783,EGLINTON AVE EAST AT PHARMACY AVE EAST SIDE,Scarborough Southwest
7784,CACTUS AVE AT DREWRY AVE NORTH SIDE,Willowdale
7785,CROW TRAIL AT TUNMEAD SQ,Scarborough North
7786,PHARMACY AVE AT SURREY AVE,Scarborough Centre
7787,WESTON RD AT NORTHLAND AVE,York South-Weston
7788,KENNEDY RD AT SHEPPARD AVE EAST,Scarborough-Agincourt
7789,KEELE ST AT WILSON AVE SOUTH SIDE,York Centre
7790,ST PHILLIPS RD AT RIVERVIEW HEIGHTS,Etobicoke North
7791,DRIFTWOOD AVE AT YORKWOODS GATE,Humber River-Black Creek
7792,OPPOSITE 6807 STEELES AVE WEST,outside_wards
7793,MCCOWAN RD AT EGLINTON AVE EAST,Scarborough Southwest
7794,DUNDAS ST WEST AT UNIVERSITY AVE (ST PATRICK STATION),University-Rosedale
7795,STEELES AVE EAST AT BATHURST ST,outside_wards
7796,BATHURST ST AT CLAXTON BLVD SOUTH SIDE,Toronto-St. Paul's
7797,LESLIE ST AT TALWOOD DR (SOUTH),Don Valley East
7798,SHEPPARD AVE EAST AT KINGSTON RD,Scarborough-Rouge Park
7799,VICTORIA PARK AVE AT PEARD RD,Beaches-East York
7800,2825 ISLINGTON AVE,Humber River-Black Creek
7801,MAPLE AVE AT GLEN RD EAST SIDE,University-Rosedale
7802,YORK MILLS RD AT DON MILLS RD,Don Valley East
7803,ISLINGTON AVE AT BARKER AVE,Etobicoke North
7804,STEELES AVE WEST AT STEINWAY BLVD,Etobicoke North
7805,7303 WARDEN AVE,outside_wards
7806,YONGE ST AT LAWRENCE AVE WEST (LAWRENCE STATION),Eglinton-Lawrence
7807,ST CLAIR AVE EAST AT JEANETTE ST,Scarborough Southwest
7808,LESLIE ST AT TALWOOD DR (NORTH),Don Valley West
7809,OLD WESTON RD AT ROGERS RD,Davenport
7810,LAWRENCE AVE EAST AT KENNEDY RD WEST SIDE,Scarborough Centre
7811,AIRPORT RD AT SILVER DART DR,outside_wards
7812,BRENYON WAY AT SEWELLS RD SOUTH SIDE,Scarborough-Rouge Park
7813,EGLINTON AVE EAST AT THERMOS RD,Scarborough Centre
7814,SCARLETT RD AT ELLINS AVE,York South-Weston
7815,OSSINGTON AVE AT SALVADOR ALLENDE CRT SOUTH SIDE,Davenport
7816,MAIN ST AT GERRARD ST EAST,Beaches-East York
7817,GERRARD ST EAST AT NORWOOD RD,Beaches-East York
7818,WOODBINE AVE AT KINGSTON RD,Beaches-East York
7819,ISLINGTON AVE AT RESOURCES RD NORTH SIDE,Etobicoke North
7820,RONCESVALLES AVE AT GARDEN AVE,Parkdale-High Park
7821,SENLAC RD AT ELMHURST AVE,Willowdale
7822,WESTON RD AT JANE ST,York South-Weston
7823,MCCOWAN RD AT OPPOSITE WOODSIDE SQUARE MALL,Scarborough North
7824,MARTIN GROVE RD AT SABINE RD,Etobicoke Centre
7825,HUNTINGWOOD DR AT HARFLEUR RD,Scarborough-Agincourt
7826,GULLIVER RD AT CULFORD RD,York South-Weston
7827,THE BRIDLE PATH AT SUNCREST DR NORTH SIDE,Don Valley West
7828,BRENYON WAY AT WALKWAY TO LOWRY SQ,Scarborough-Rouge Park
7829,SOUTH KINGSWAY AT RIPLEY AVE,Parkdale-High Park
7830,EASTDALE AVE AT GOODWOOD PARK CRES NORTH SIDE,Beaches-East York
7831,PRITCHARD AVE AT MOULD AVE,York South-Weston
7832,CUMMER AVE AT WILLOWDALE AVE,Willowdale
7833,LAWRENCE AVE EAST AT CANLISH RD EAST SIDE,Scarborough Centre
7834,BRIMLEY RD AT FRASERTON GATE,Scarborough Centre
7835,LAWRENCE AVE WEST AT BROOKHAVEN DR WEST SIDE,York South-Weston
7836,BIRCHMOUNT RD AT DULVERTON RD NORTH SIDE,Scarborough Centre
7837,PARKVIEW HILL CRES AT ALDER RD,Beaches-East York
7838,THE WESTWAY AT SUN ROW DR,Etobicoke Centre
7839,PASSMORE AVE AT STATE CROWN BLVD,Scarborough North
7840,EGLINTON AVE WEST AT EDEN VALLEY DR,Etobicoke Centre
7841,LESLIE ST AT LAKE SHORE BLVD EAST,Toronto-Danforth
7842,O'CONNOR DR AT AMSTERDAM AVE WEST SIDE,Beaches-East York
7843,LORD SEATON RD AT THE LINKS RD,Don Valley West
7844,CUMMER AVE AT SNOWCREST AVE (WEST),Don Valley North
7845,TAPSCOTT RD AT BLACKWELL AVE,Scarborough North
7846,WILSON AVE AT BELGRAVE AVE,Eglinton-Lawrence
7847,MARLEE AVE AT STAYNER AVE,Eglinton-Lawrence
7848,JANE ST AT FINCH AVE WEST NORTH SIDE,Humber River-Black Creek
7849,77 PROGRESS AVE,Scarborough Centre
7850,DUNDAS ST WEST AT ACORN AVE,Etobicoke-Lakeshore
7851,YORK MILLS RD AT FENN AVE,Don Valley West
7852,FINCHDENE SQ (NORTH) AT FINCHDENE SQ (WEST) EAST SIDE,Scarborough North
7853,HARBORD ST AT SPADINA AVE,University-Rosedale
7854,LAWRENCE AVE EAST AT BEN STANTON BLVD,Scarborough-Guildwood
7855,PAPE AVE AT COSBURN AVE,Toronto-Danforth
7856,PHARMACY AVE AT ST CLAIR AVE EAST,Scarborough Southwest
7857,LESMILL RD AT VALLEYBROOK DR,Don Valley East
7858,PHARMACY AVE AT ST BEDES RD,Scarborough Southwest
7859,PRINCESS MARGARET BLVD AT DORNOCH DR,Etobicoke Centre
7860,DIXON RD AT KELFIELD ST,Etobicoke North
7861,LAWRENCE AVE WEST AT JEDBURGH RD,Eglinton-Lawrence
7862,KEELE ST AT THE POND RD SOUTH SIDE,Humber River-Black Creek
7863,BURNHAMTHORPE RD AT ROYALAVON CRES WEST SIDE,Etobicoke-Lakeshore
7864,OAKWOOD AVE AT EARLSDALE AVE,Davenport
7865,OPPOSITE 1700 WILSON AVE (SHERIDAN MALL),Humber River-Black Creek
7866,DON MILLS RD AT GRAYDON HALL DR,Don Valley East
7867,LAWSON RD AT IRVINE RD EAST SIDE,Scarborough-Rouge Park
7868,180 CALEDONIA RD,Davenport
7869,HARBORD ST AT OSSINGTON AVE EAST SIDE,University-Rosedale
7870,EGLINTON AVE WEST AT GLENHAVEN ST WEST SIDE,York South-Weston
7871,THE QUEENSWAY AT KIPLING AVE,Etobicoke-Lakeshore
7872,VICTORIA PARK AVE AT LANSING SQ,Don Valley North
7873,ISLINGTON AVE AT EGLINTON AVE WEST,Etobicoke Centre
7874,DUNDAS ST WEST AT ROYAL YORK RD,Etobicoke Centre
7875,COSBURN AVE AT WOODMOUNT AVE,Beaches-East York
7876,NEILSON RD AT ELLESMERE RD,Scarborough-Guildwood
7877,WOODSWORTH RD AT HOPPERTON DR (WEST),Don Valley West
7878,BELLAMY RD NORTH AT BURNVIEW CRES SOUTH SIDE,Scarborough Centre
7879,NORFINCH DR AT STEELES AVE WEST,Humber River-Black Creek
7880,34 MOORE PARK AVE,Willowdale
7881,RATHBURN RD AT RENFORTH DR WEST SIDE,Etobicoke Centre
7882,MIDDLEFIELD RD AT RICHMOND PARK BLVD,Scarborough North
7883,BURNHAMTHORPE RD AT ROYALAVON CRES,Etobicoke-Lakeshore
7884,PHARMACY AVE AT NANCY AVE,Scarborough Southwest
7885,EVANS AVE AT CREMORNE AVE,Etobicoke-Lakeshore
7886,QUEEN ST EAST AT CAROLINE AVE,Toronto-Danforth
7887,BLOOR ST WEST AT HIGH PARK AVE,Parkdale-High Park
7888,LAWRENCE AVE EAST AT WEXFORD BLVD,Scarborough Centre
7889,RATHBURN RD AT MARTIN GROVE RD,Etobicoke Centre
7890,LITTLES RD AT GRAYSON CRES (NORTH),Scarborough-Rouge Park
7891,VICTORIA PARK AVE AT YORK MILLS RD SOUTH SIDE,Don Valley East
7892,SHEPPARD AVE WEST AT SENLAC RD,Willowdale
7893,100 STEELES AVE WEST,outside_wards
7894,NORTH SERVICE RD AT EGLINTON AVE EAST,Scarborough Centre
7895,SPADINA RD AT EGLINTON AVE WEST SOUTH SIDE,Toronto-St. Paul's
7896,MCNICOLL AVE AT WARDEN AVE,Scarborough-Agincourt
7897,FINCH AVE WEST AT KIPLING AVE WEST SIDE,Etobicoke North
7898,TOBA DR AT MONTRESSOR DR EAST SIDE,Don Valley West
7899,CALVINGTON DR AT EXBURY RD,York Centre
7900,COSBURN AVE AT BINSWOOD AVE WEST SIDE,Beaches-East York
7901,WESTON RD AT MAINSHEP RD NORTH SIDE,Humber River-Black Creek
7902,ROGERS RD AT BICKNELL AVE,York South-Weston
7903,YORK MILLS RD AT BANBURY RD (WEST),Don Valley West
7904,DUNCAN MILL RD AT LESMILL RD,Don Valley East
7905,DUNDAS ST WEST AT GLENLAKE AVE,Parkdale-High Park
7906,MORTIMER AVE AT WOODMOUNT AVE,Beaches-East York
7907,MARTIN GROVE RD AT SMITHFIELD PARK,Etobicoke North
7908,O'CONNOR DR AT VICTORIA PARK AVE,Scarborough Southwest
7909,AIRPORT RD AT HIGHWAY 427 (ON RAMP),outside_wards
7910,FINCH AVE EAST AT VICTORIA PARK AVE,Scarborough-Agincourt
7911,JANE ST AT COLBECK ST NORTH SIDE,Parkdale-High Park
7912,HORNER AVE AT KIPLING AVE,Etobicoke-Lakeshore
7913,LESLIE ST AT BANNATYNE DR SOUTH SIDE,Don Valley West
7914,YORK MILLS RD AT SCARSDALE RD,Don Valley East
7915,FINCH AVE WEST AT KIPLING AVE,Etobicoke North
7916,KIPLING AVE AT MOUNT OLIVE DR,Etobicoke North
7917,PAPE AVE AT O'CONNOR DR,Toronto-Danforth
7918,YONGE ST AT RICHMOND ST WEST,Toronto Centre
7919,3015 KENNEDY RD,Scarborough-Agincourt
7920,ISLINGTON AVE AT THE QUEENSWAY,Etobicoke-Lakeshore
7921,LAWRENCE AVE EAST AT BAYVIEW AVE WEST SIDE,Don Valley West
7922,FINCH AVE EAST AT DON MILLS RD,Don Valley North
7923,BIRCHMOUNT RD AT MERRYFIELD DR,Scarborough Centre
7924,KINGSTON RD AT CLAREMORE AVE,Scarborough Southwest
7925,ST DENNIS DR AT DEAUVILLE LANE,Don Valley East
7926,GRANTBROOK ST AT CHARLTON BLVD,Willowdale
7927,SIGNET DR AT FENMAR DR,Humber River-Black Creek
7928,138 OAKDALE RD,Humber River-Black Creek
7929,JANE ST AT SHOREHAM DR,Humber River-Black Creek
7930,MARTIN GROVE RD AT LONGBOURNE DR NORTH SIDE,Etobicoke Centre
7931,DAVENPORT RD AT SYMINGTON AVE WEST SIDE,Davenport
7932,ST CLAIR AVE WEST AT DUFFERIN ST,Davenport
7933,SWEENEY DR AT VICTORIA PARK AVE WEST SIDE,Don Valley East
7934,KEELE ST AT CLEARVIEW HEIGHTS SOUTH SIDE,York South-Weston
7935,LESLIE ST AT ELSA VINEWAY SOUTH SIDE,Don Valley North
7936,CALEDONIA RD AT LESWYN RD,Eglinton-Lawrence
7937,KIPLING AVE AT JUTLAND RD NORTH SIDE,Etobicoke-Lakeshore
7938,BLOOR ST WEST AT INDIAN RD,Parkdale-High Park
7939,ISLINGTON AVE AT ELMHURST DR SOUTH SIDE,Etobicoke North
7940,MARKHAM RD AT SCRANTON RD,Scarborough-Guildwood
7941,CHESSWOOD DR AT CHAMPAGNE DR,York Centre
7942,ROYAL YORK RD AT KING GEORGES RD,Etobicoke-Lakeshore
7943,SHEPPARD AVE EAST AT WASHBURN WAY,Scarborough North
7944,EGLINTON AVE WEST AT NORTHCLIFFE BLVD,Toronto-St. Paul's
7945,YORK MILLS RD AT HARRISON RD,Don Valley West
7946,CONCORDE PL AT CONCORDE PL CUL DE SAC,Don Valley East
7947,HUNTINGWOOD DR AT PHARMACY AVE,Scarborough-Agincourt
7948,SHERBOURNE ST AT KING ST EAST,Toronto Centre
7949,BATHURST ST AT WELLINGTON ST WEST,Spadina-Fort York
7950,CALVINGTON DR AT DALSBY RD,York Centre
7951,GERRARD ST EAST AT LOGAN AVE,Toronto-Danforth
7952,LAWRENCE AVE EAST AT GALLOWAY RD,Scarborough-Guildwood
7953,BLOOR ST WEST AT CLENDENAN AVE,Parkdale-High Park
7954,ISLINGTON AVE AT TITAN RD,Etobicoke-Lakeshore
7955,135 LA ROSE AVE,Etobicoke Centre
7956,SENLAC RD AT FINCH AVE WEST SOUTH SIDE,Willowdale
7957,ISLINGTON AVE AT CORDOVA AVE NORTH SIDE,Etobicoke-Lakeshore
7958,ISLINGTON AVE AT DEERFOOT RD,Etobicoke Centre
7959,250 FINCHDENE SQ,Scarborough North
7960,WINEVA AVE AT QUEEN ST EAST,Beaches-East York
7961,EASTERN AVE AT KNOX AVE,Toronto-Danforth
7962,YONGE BLVD AT FELBRIGG AVE,Eglinton-Lawrence
7963,CLARK AVE WEST AT YORK HILL BLVD,outside_wards
7964,COLLEGE ST AT BROCK AVE,Davenport
7965,KIPLING AVE AT BEAVERBROOK AVE,Etobicoke Centre
7966,MORTIMER AVE AT GREENWOOD AVE,Toronto-Danforth
7967,BIRCHMOUNT RD AT EXFORD DR,Scarborough Centre
7968,BLOOR ST WEST AT FOREST VIEW RD EAST SIDE,Etobicoke Centre
7969,MIDDLEFIELD RD LOOP AT STEELES AVE EAST,outside_wards
7970,ROSELAWN AVE AT BATHURST ST,Eglinton-Lawrence
7971,STAINES RD AT MANTIS RD,Scarborough-Rouge Park
7972,SCARLETT RD AT DIXON RD EAST SIDE,Etobicoke Centre
7973,JANE ST AT HANEY AVE,York South-Weston
7974,WARDEN AVE AT BURN HILL RD,Scarborough Southwest
7975,CALVINGTON DR AT RODING ST,York Centre
7976,QUEENS PLATE DR (WEST) AT TRIPLE CROWN AVE WEST SIDE,Etobicoke North
7977,WILSON AVE AT LADY YORK AVE,York Centre
7978,MILITARY TRAIL AT GLADYS RD,Scarborough-Rouge Park
7979,MCLEVIN AVE AT SEWELLS RD WEST SIDE,Scarborough-Rouge Park
7980,KENNEDY RD AT PERTHSHIRE ST,Scarborough-Agincourt
7981,JONES AVE AT DUNDAS ST EAST,Toronto-Danforth
7982,DONLANDS AVE AT SAMMON AVE,Toronto-Danforth
