169,SCARBOROUGH CENTRE STATION,8
905,EGLINTON AND BRIMLEY,8
85,SHEPPARD AND MEADOWVAL,8
73,ALBION AND CLAIREPORT,8
32,LAWRENCE AND PINE,8
21,KENNEDY STATION,8
37,ISLINGTON AND EGLINTON,8
102,MARKHAM AND FINCH,8
116,MORNINGSIDE AND NEILSO,8
86,MEADOWVALE LOOP,8
960,STEELES AND YONGE,8
34,EGLINTON AND KENNEDY,8
29,DUFFERIN AND COLLEGE,8
165,WESTON AND STEELES,8
25,DON MILLS AND SHEPPARD,8
47,LANSDOWNE AND DUNDAS,8
7,BATHURST AND FINCH,8
112,RENFORTH STATION,8
985,SHEPPARD AND MIDLAND,8
63,OAKWOOD AND EGLINTON,8
52,LAWRENCE AND DUFFERIN,8
165,WILSON AND KEELE,8
15,SHERWAY GARDENS,8
96,WILSON AND CLAYSON,8
98,SHEPPARD YONGE STATION,8
100,OVERLEA AND THORNCLIFF,8
20,MAIN STATION,8
63,OSSINGTON AND DUPONT,8
165,WILSON AND BATHURST,8
95,YORK MILLS AND DON MIL,8
108,DRIFTWOOD AND FINCH,8
30,HIGH PARK STATION,8
900,PEARSON AIRPORT TERMIN,8
57,MIDLAND AND FINCH,8
130,SCARBOROUGH CENTRE STATION,8
36,FINCH AND SENTINEL,8
935,JANE AND EGLINTON,8
47,YORKDALE GO TERMINAL,8
927,HUMBER COLLEGE,8
60,STEELES AND BATHURST,8
90,VAUGHAN AND ST CLAIR,8
29,DUFFERIN AND KING,8
90,VAUGHAN AND OAKWOOD,8
21,BRIMLEY AND STEELES,8
67,PHARMACY AND ELLESMERE,8
44,KIPLING AND EVANS,8
95,ELLESMERE AND MEADOWVA,8
97,YORK MILLS STATION,8
939,SCARBOROUGH TOWN CENTR,8
34,EGLINTON AND PHARMACY,8
60,STEELES AND DUFFERIN,8
7,WILSON AND BATHURST,7
68,WARDEN AND SHEPPARD,7
111,WILLOWRIDGE AND RICHGR,7
120,WILSON STATION,7
86,KINGSTON AND LAWRENCE,7
68,WARDEN AND HUNTINGWOOD,7
85,SHEPPARD AND MORNINGSI,7
85,SHEPPARD AND MIDLAND,7
952,PEARSON AIRPORT TERMIN,7
43,KENNEDY AND ELLESMERE,7
939,FINCH AND BAYVIEW,7
39,MCNICOLL AND VICTORIA,7
116,MORNINGSIDE AND LAWREN,7
939,FINCH AND BIRCHMOUNT,7
41,KEELE AND GULLIVER,7
937,ISLINGTON AND EGLINTON,7
41,KEELE AND FINCH,7
116,MORNINGSIDE AND ELLESM,7
960,WILSON GARAGE,7
85,SHEPPARD AND WARDEN,7
37,ISLINGTON AND STEELES,7
160,BATHURST AND STEELES,7
960,STEELES AND ISLINGTON,7
954,LAWRENCE RT STATION,7
927 HIGHWAY 27,KIPLING STATION,7
960,STEELES AND WESTON,7
320,YONGE AND QUEEN'S QUAY,7
7,BATHURST AND ST CLAIR,7
86,KINGSTON AND GALLOWAY,7
95,YORK MILLS AND BAYVIEW,7
39,KENNEDY AND FINCH,7
165,STEELES AND BARMAC,7
85,SHEPPARD AND BIRCHMOUN,7
14,BATHURST AND ROSELAWN,7
54,LAWRENCE RT STATION,7
102,MARKHAM AND EGLINTON,7
76,EVANS AND ROYAL YORK,7
995,UNIVERSITY OF TORONTO,7
60,YONGE AND CUMMER,7
945,KIPLING AND STEELES,7
75,SHERBOURNE AND GERRARD,7
36,FINCH AND KEELE,7
52,LAWRENCE AND CULFORD,7
36,HUMBERWOOD AND MORNING,7
63,KING AND SHAW,7
76,ROYAL YORK AND EVANS,7
104,SHEPPARD WEST STATION,7
34,EGLINTON AND MT PLEASA,7
927,MARTIN GROVE AND ALBIO,7
29,DUFFERIN AND ROGERS,7
52,LAWRENCE AND LORINDALE,7
63,OAKWOOD AND DAVENPORT,7
63,OAKWOOD AND JESMOND,7
63,OAKWOOD AND ROGERS,7
36,FINCH AND DUFFERIN,7
102,MARKHAM AND LAWRENCE,7
102,MARKHAM AND MAJOR MACK,7
36,FINCH AND BATHURST,7
52,PEARSON AIRPORT,7
900,PEARSON AIRPORT - TERM,7
77,RUNNYMEDE STATION,7
75,SHERBOURNE AND DUNDAS,7
25,OVERLEA AND THORNCLIFF,7
54,LAWRENCE AND STARSPRAY,7
31,COXWELL STATION,7
54,LAWRENCE AND DON MILLS,7
54,LAWRENCE AND BIRCHMOUN,7
110,EVANS AND ISLINGTON,7
24,VICTORIA PARK AND FINC,7
902,MARKHAM AND PROGRESS,7
24,VICTORIA PARK AND EGLI,7
25,FRESHMEADOW AND DON MI,7
131,MCCOWAN AND SHEPPARD,7
25,DON MILLS AND LAWRENCE,7
36,FINCH AND DRIFTWOOD,7
905,MORNINGSIDE AND ELLESM,7
34,EGLINTON AND YONGE,6
29,DUFFERIN AND DUFFERIN,6
34,EGLINTON AND WYNFORD,6
925,EGLINTON GARAGE,6
129,MCCOWAN AND FINCH,6
116,EGLINTON AND MIDLAND,6
89,WESTON AND JANE,6
52,MARTIN GROVE AND TOLLI,6
75,SHERBOURNE AND QUEEN,6
52,LAWRENCE AND YONGE,6
32,JANE AND TRETHEWEY,6
107,PETROLIA AND STEELES,6
984,SHEPPARD AND BATHURST,6
89,WESTON AND LAWRENCE,6
29,EXHIBITION LOOP,6
89,WESTON AND ROGERS,6
85,SHEPPARD STATION,6
116,MORNINGSIDE AND FINCH,6
29,DUFFERIN AND SYLVAN,6
52,DIXON AND KIPLING,6
984,SHEPPARD YONGE STATION,6
86,KINGSTON AND MORNINGSI,6
52,DIXON AND MARTIN GROVE,6
39,BALDOON AND FINCH,6
36,FINCH AND ROMFIELD,6
20,MIDLAND AND ST CLAIR,6
52,JANE AND LAWRENCE,6
925,DON MILLS AND STEELES,6
939,FINCH AND VICTORIA PAR,6
165,JANE AND WILSON,6
59,OAK AND WESTON,6
133,FINCH AND MORNINGSIDE,6
84,SHEPPARD AND YONGE,6
12,KINGSTON AND BRIMLEY,6
35,JANE AND DUNDAS,6
995,YORK MILLS STATION,6
7,BATHURST AND NINA,6
53,STEELES AND MCCOWAN,6
53,STEELES AND VICTORIA P,6
7,BATHURST AND SHEPPARD,6
25,PAPE AND O'CONNOR,6
954,LAWRENCE EAST STATION,6
79,LAWRENCE AND PINE,6
935,JANE AND TRETHEWAY,6
1,YONGE AND YORK MILLS,6
25,DON MILLS AND FINCH,6
54,LAWRENCE AND MCCOWAN,6
79,LAWRENCE AND JANE,6
935,JANE AND WILSON,6
54,LESLIE AND EGLINTON,6
53,PASSMORE AND MORNINGSI,6
41,KEELE AND DUNDAS,6
57,MIDLAND AND SHEPPARD,6
52,WESTWOOD MALL LOOP,6
102,MARKHAM AND NASHDENE,6
52,THE WESTWAY AND ROYAL,6
118,JANE AND WILSON,6
96,JANE AND WILSON,6
75,SHERBOURNE STATION,6
102,MARKHAM AND ELLESMERE,6
62,BROADVIEW STATION,6
16,MCCOWAN AND LAWRENCE,6
90,OAKWOOD AND VAUGHAN,6
39,FINCH AND NEILSON,6
41,KEELE AND SHEPPARD,6
133,NEILSON AND SHEPPARD,6
84,SHEPPARD AND RIVALDA,6
7,BATHURST AND DAVENPORT,6
41,KEELE AND INGRAM,6
39,FINCH AND LESLIE,6
53,MIDLAND AND STEELES,6
53,MORNINGSIDE AND STAINE,6
86,EGLINTON AND CEDAR,6
36,FINCH AND JAYZEL,6
160,BATHURST AND FINCH,6
165,WILSON AND JANE,6
50,MILL ROAD LOOP,6
111,MARTIN GROVE AND EGLIN,6
19,BAY AND BLOOR,6
14,GLENCAIRN AND CALEDONI,6
45,KIPLING AND RATHBURN,6
95,ELLESMERE AND WARDEN,6
32,EGLINTON AND RENFORTH,6
95,ELLESMERE AND VICTORIA,6
37,ISLINGTON AND RATHBURN,6
927,HUMBER COLLEGE BUS TER,6
43,KENNEDY AND SHEPPARD,6
47,YORKDALE MALL,6
36,HUMBERWOOD AND VIEW GR,6
32,EGLINTON AND JANE,6
189,HIGH PARK STATION,6
32,EGLINTON AND MARLEE,6
75,BLOOR AND SHERBOURNE,6
300,EGLINTON AND KENNEDY,6
960,STEELES AND MARTIN GRO,6
960,STEELES AND KIPLING,6
113,DANFORTH AND BIRCHMOUN,6
97,YONGE AND STEELES,6
300,BATHURST STATION,6
34,EGLINTON AND BRENTCLIF,6
165,WILSON AND CLAYSON,6
113,KENNEDY AND EGLINTON,6
97,WILSON GARAGE,6
34,EGLINTON AND ROSEMOUNT,6
129,MAJOR MACKENZIE AND RI,6
86,TORONTO ZOO,6
95,KINGSTON AND RYLANDER,6
32,EGLINTON AND SCARLETT,6
32,EGLINTON AND DUPLEX,5
168,AVON AND WESTON,5
35,JANE AND ALLIANCE,5
12,BINGHAM LOOP,5
35,JANE AND ANNETTE,5
26,DUPONT AND SYMINGTON,5
995,ELLESMERE AND KENNEDY,5
927,HUMBER COLLEGE LOOP,5
161,ROGERS AND CALEDONIA,5
96,ELMHURST AND ISLINGTON,5
54,LAWRENCE AND PHARMACY,5
31,GREENWOOD STATION,5
84,SHEPPARD-YONGE STATION,5
47,LANSDOWNE AND DAVENPOR,5
989,WILSON GARAGE,5
87,WESTLAKE AND LUMSDEN,5
110,ISLINGTON AND LAKESHOR,5
167,DON MILLS STATION,5
36,FINCH AND ARDWICK,5
343,MIDLAND AND STEELES,5
96,HUMBERLINE AND FINCH,5
68,WARDEN AND ELLESMERE,5
54,LAWRENCE AND VICTORIA,5
17,BIRCHMOUNT AND FINCH,5
79,ST CLAIR AND RUNNYMEDE,5
118,WILSON AND JANE,5
67,PHARMACY AND LAWRENCE,5
32,WRIGHT AND GIBSON,5
126,WILSON GARAGE,5
85,SHEPPARD AND DON MILLS,5
121,BAY AND FRONT,5
57,MIDLAND AND LAWRENCE,5
320,YONGE AND BLOOR,5
57,MIDLAND AND ELLESMERE,5
87,COSBURN AND COXWELL,5
100,MILLWOOD AND OVERLEA,5
32,EGLINTON AND GABIAN,5
34,EGLINTON AND BAYVIEW,5
168,DAVENPORT AND OSLER,5
40,DUNDAS AND RUNNYMEDE,5
40,DUNDAS AND KEELE,5
941,KEELE AND WILSON,5
24,VICTORIA PARK AND CONS,5
12,VICTORIA PARK AND DENT,5
35,JANE AND YORK GATE,5
927,MARTIN GROVE AND ROYAL,5
94,WELLESLEY AND SHERBOUR,5
56,DONLANDS AND STRATHMOR,5
935,JANE AND LAWRENCE,5
395,YORK MILLS STATION,5
32,EGLINTON AND GABIAN WA,5
905,MORNINGSIDE AND KINGST,5
320,YONGE AND FINCH,5
25,DON MILLS AND FRESHMEA,5
7,GREENWIN AND BATHURST,5
133,ELLESMERE AND MARKHAM,5
23,REXLEIGH AND ST CLAIR,5
39,FINCH AND TAPSCOTT,5
65,PARLIAMENT AND QUEEN,5
124,WILSON GARAGE,5
53,STEELES AND PASSMORE,5
996,JANE AND WILSON,5
22,COXWELL AND QUEEN,5
47,CALEDONIA AND LAWRENCE,5
53,STEELES AND WOODBINE,5
120,JANE AND SHEPPARD,5
39,FINCH AND VICTORIA PAR,5
85,MEADOWVALE AND SHEPPAR,5
935,JANE AND FINCH,5
44,KIPLING AND NEW TORONT,5
63,OSSINGTON AND LEEDS,5
86,EGLINTON AND DANFORTH,5
106,SENTINEL AND FINCH,5
985,MEADOWVALE LOOP,5
924,VICTORIA PARK AND STEE,5
95,ELLESMERE AND BRIMLEY,5
32,EGLINTON AND ROYAL YOR,5
68,WARDEN AND ST CLAIR,5
89,WILSON GARAGE,5
36,FINCH AND YONGE,5
86,EGLINTON AND MIDLAND,5
84,BRADSTOCK AND RIVALDA,5
134,PROGRESS AND SHEPPARD,5
29,DUFFERIN AND SPRINGHUR,5
929,DUFFERIN AND KING,5
33,BATHURST AND ROSELAWN,5
72,PAPE AND DANFORTH,5
21,BRIMLEY AND SHEPPARD,5
52,LAWRENCE AND ROYAL YOR,5
42,CUMMER AND LESLIE,5
29,PRINCES' GATES,5
129,MCCOWAN AND SHEPPARD,5
63,OAKWOOD AND VAUGHAN,5
36,FINCH AND OAKDALE,5
89,WESTON AND CHURCH,5
984,BRADSTOCK AND WESTON,5
925,FRESHMEADOW AND DON MI,5
32,EGLINTON AND SCOTT,5
43,KENNEDY AND PASSMORE,5
925,PAPE AND COSBURN,5
43,KENNEDY AND PROGRESS,5
984,SHEPPARD AND JANE,5
925,DON MILLS AND OVERLEA,5
43,KENNEDY AND VILLAGE GR,5
925,DON MILLS AND LAWRENCE,5
19,BAY AND FRONT,5
929,DUFFERIN AND WILSON,5
335,PIONEER VILLAGE STATION,5
925,DON MILLS AND FRESHMEA,5
925,DON MILLS AND FINCH,5
43,KENNEDY AND STEELES,5
52,DIXON AND CARLINGVIEW,5
116,MORNINGSIDE AND MCLEVI,5
134,PROGRESS AND MARKHAM,5
52,MORNINGSTAR AND CATALP,5
929,DUFFERIN AND EGLINTON,5
63,OSSINGTON AND COLLEGE,5
165,ORMONT AND WESTON,5
127,OLD WESTON AND ST CLAI,5
41,SENTINEL AND THE POND,5
14,DAVISVILLE STATION,5
69,WARDEN AND ST CLAIR,5
8,BROADVIEW STATION,5
929,SPRINGHURST LOOP,5
29,DUFFERIN AND EGLINTON,5
39,FINCH AND BALDOON,5
116,MORNINGSIDE AND OLD FI,5
69,WARDEN AND DANFORTH,5
109,BATHURST AND NEPTUNE,5
29,DUFFERIN AND CASTLEFIE,5
90,BATHURST AND ST CLAIR,5
47,QUEEN AND LANSDOWNE,5
95,YORK MILLS AND OLD YON,4
125,ANTIBES AND TORRESDALE,4
336,FINCH AND JANE,4
132,SCARBOROUGH CENTRE STATION,4
131,MCLEVIN AND TAPSCOTT,4
94,WELLESLEY AND YONGE,4
13,UNIVERSITY AND ELM,4
339,FINCH AND YONGE,4
95,YORK MILLS AND LESLIE,4
39,FINCH AND BRIMLEY,4
16,DANFORTH AND MIDLAND,4
35,JANE AND WEATHERELL,4
38,ELLESMERE AND MILITARY,4
131,NUGGET AND MARKHAM,4
73,ALBION AND ISLINGTON,4
95,YORK MILLS AND FENSIDE,4
944,KIPLING AND EVANS,4
124,SUNNYBROOK HOSPITAL,4
35,JANE AND HULLMAR,4
939,FINCH AND MIDLAND,4
941,KEELE AND FOUR WINDS,4
320,YONGE AND YORK MILLS,4
75,CASTLE FRANK STATION,4
939,FINCH AND DUFFERIN,4
