,stop_name,Ward_name,zone_type
4527,JOHN GARLAND BLVD AT COLLINGDALE RD (EAST) EAST SIDE,Etobicoke North,Open Space Recreation
4528,SHEPPARD AVE EAST AT PROVOST DR EAST SIDE,Don Valley North,not_defined
4529,QUEEN ST WEST AT ABELL ST,Davenport,not_defined
4530,VAUGHAN RD AT WINONA DR EAST SIDE,Toronto-St. Paul's,Open Space
4531,FINCH AVE EAST AT GASPE RD,Don Valley North,Residential Detached
4532,SHEPPARD AVE EAST AT MARKHAM RD WEST SIDE,Scarborough North,not_defined
4533,BRIMLEY RD AT LAWRENCE AVE EAST,Scarborough Centre,Commercial Residential
4534,JANE ST AT BLOOR ST WEST NORTH SIDE,Parkdale-High Park,Residential
4535,WARDEN AVE AT BOEM AVE,Scarborough Centre,Residential Multiple
4536,KENNEDY RD AT BERTRAND AVE,Scarborough Centre,Residential Detached
4537,BIRCHMOUNT RD AT MODERN AVE,Scarborough Centre,Residential Detached
4538,BAYVIEW AVE AT BAYVIEW MEWS LANE,Don Valley North,not_defined
4539,EGLINTON AVE EAST AT WYNFORD DR,Don Valley East,Residential Apartment
4540,BATHURST ST AT OLIVE AVE,University-Rosedale,Commercial Residential
4541,FINCH AVE EAST AT BRIMLEY RD,Scarborough North,Residential Detached
4542,ISLINGTON AVE AT AMBLESIDE AVE,Etobicoke-Lakeshore,Residential Detached
4543,BANNATYNE DR AT SILVERGROVE RD,Don Valley West,Residential Detached
4544,WESTON RD AT VEROBEACH BLVD,Humber River-Black Creek,Commercial Residential
4545,ATKINSON AVE AT CAMPBELL CRES,outside_wards,not_defined
4546,HUMBER COLLEGE BLVD AT HIGHWAY 27 WEST SIDE,Etobicoke North,Residential Townhouse
4547,YONGE ST AT COLLEGE ST (COLLEGE STATION),Toronto Centre,Commercial Residential
4548,BAYVIEW AVE AT HEATHCOTE AVE,Don Valley West,Residential Detached
4549,ELLESMERE RD AT CLAUDIUS GATE,Scarborough Centre,Residential Detached
4550,SHEPPARD AVE EAST AT MEADOWVALE RD EAST SIDE,Scarborough-Rouge Park,Residential Semi-Detached
4551,FINCH AVE EAST AT PAGE AVE,Don Valley North,Residential Detached
4552,BRIMLEY RD AT MCNICOLL AVE,Scarborough North,Open Space Natural
4553,DONLANDS AVE AT PLAINS RD,Toronto-Danforth,Residential Semi-Detached
4554,KEELE ST AT FALSTAFF AVE SOUTH SIDE,York South-Weston,Residential Multiple
4555,SPADINA AVE AT SUSSEX AVE,University-Rosedale,not_defined
4556,ISLAND RD AT PORT UNION RD,Scarborough-Rouge Park,not_defined
4557,DIXON RD AT RIVERVIEW HEIGHTS WEST SIDE,Etobicoke North,not_defined
4558,MARLEE AVE AT GLENCAIRN AVE,Eglinton-Lawrence,Commercial Residential
4559,DENTON AVE AT MACEY AVE,Scarborough Southwest,Residential Apartment
4560,ST CLAIR AVE EAST AT BIRCHMOUNT RD EAST SIDE,Scarborough Southwest,Commercial Residential
4561,PARK ST AT KENNEDY RD,Scarborough Southwest,Residential Detached
4562,COXWELL AVE AT ROBBINS AVE,Beaches-East York,Residential
4563,WILSON AVE AT DUFFERIN ST,York Centre,Commercial Residential
4564,RANGOON RD AT HAGERSVILLE CRT,Etobicoke Centre,Residential Detached
4565,LAWRENCE AVE EAST AT BRIMLEY RD WEST SIDE,Scarborough Centre,Utility and Transportation
4566,CHERRY ST AT UNWIN AVE,Toronto-Danforth,Employment Industrial Office
4567,ISLINGTON AVE AT GREAT OAK DR,Etobicoke Centre,Residential Detached
4568,SHERBOURNE ST AT KING ST EAST,Toronto Centre,Commercial Residential
4569,BAY ST AT DUNDAS ST WEST,Toronto Centre,not_defined
4570,KINGSTON RD AT GLEN EVEREST RD,Scarborough Southwest,Institutional
4571,SHEPPARD AVE EAST AT BIRCHMOUNT RD,Scarborough-Agincourt,Residential Apartment Commercial
4572,COLLEGE ST AT QUEEN'S PARK (QUEEN'S PARK STATION),University-Rosedale,not_defined
4573,EVANS AVE AT SHELDON AVE,Etobicoke-Lakeshore,Residential Multiple
4574,FINCH AVE EAST AT WARDEN AVE,Scarborough-Agincourt,not_defined
4575,ISLINGTON AVE AT NEW TORONTO ST SOUTH SIDE,Etobicoke-Lakeshore,not_defined
4576,BATHURST ST AT BLOOR ST WEST,University-Rosedale,Commercial Residential
4577,UNDERHILL DR AT KELLYTHORNE DR,Don Valley East,Residential Detached
4578,BAY ST AT BLOOR ST WEST (BAY STATION),University-Rosedale,Commercial Residential
4579,OLD WESTON RD AT ROCKWELL AVE,Davenport,Residential
4580,ARROW RD AT LIDO RD SOUTH SIDE,Humber River-Black Creek,Employment Heavy Industrial
4581,ISLINGTON AVE AT FINCH AVE WEST,Humber River-Black Creek,Open Space Natural
4582,1816 LAKE SHORE BLVD EAST,Beaches-East York,Residential
4583,BELFIELD RD AT KIPLING AVE WEST SIDE,Etobicoke North,Employment Industrial
4584,LAWRENCE AVE WEST AT ROXALINE ST,Etobicoke Centre,not_defined
4585,GRENOBLE DR AT SPANBRIDGE RD,Don Valley East,Open Space Recreation
4586,PENWORTH RD AT CROSLAND DR,Scarborough Centre,Residential Detached
4587,NEILSON RD AT MCLEVIN AVE,Scarborough North,not_defined
4588,BIRCHMOUNT RD AT CROUSE RD,Scarborough Centre,Employment Industrial
4589,EGLINTON AVE EAST AT BIRCHMOUNT RD,Scarborough Centre,not_defined
4590,WARDEN AVE AT 16TH AVE,outside_wards,not_defined
4591,MIDLAND AVE AT MCNICOLL AVE,Scarborough-Agincourt,not_defined
4592,KENNEDY RD AT CRAIGLEE DR,Scarborough Southwest,Commercial Local
4593,WESTON RD AT STEELES AVE WEST,Humber River-Black Creek,not_defined
4594,ST CLAIR AVE EAST AT KINGSTON RD,Scarborough Southwest,Commercial Residential
4595,MARKHAM RD AT PRINCESS ST,outside_wards,not_defined
4596,MORTIMER AVE AT WOODBINE AVE WEST SIDE,Beaches-East York,Residential Apartment
4597,STEELES AVE WEST AT KIPLING AVE,Etobicoke North,Residential Detached
4598,BATHURST ST AT BRIAR HILL AVE,Eglinton-Lawrence,Residential
4599,LAWRENCE AVE EAST AT MOSSBANK DR WEST SIDE,Scarborough-Guildwood,Residential Detached
4600,ORIOLE PKWY AT TRANMER AVE,Toronto-St. Paul's,Residential Detached
4601,FINCH AVE WEST AT DUFFERIN ST,York Centre,Open Space Recreation
4602,AVENUE RD AT HEATH ST WEST,Toronto-St. Paul's,Residential
4603,GREENWOOD AVE AT QUEEN ST EAST,Toronto-Danforth,Commercial Residential
4604,DAWES RD AT BETH ST,Beaches-East York,Residential Detached
4605,OPPOSITE 350 STEELES AVE WEST,Willowdale,Residential Multiple
4606,DUNDAS ST EAST AT PARLIAMENT ST,Toronto Centre,Commercial Residential
4607,HUNTINGWOOD DR AT DAVISBROOK BLVD,Scarborough-Agincourt,Residential Detached
4608,ELMHURST DR AT DRUMHELLER RD SOUTH SIDE,Etobicoke North,Residential Detached
4609,ORTON PARK RD AT NORTHFIELD RD,Scarborough-Guildwood,not_defined
4610,SHEPPARD AVE EAST AT TWYN RIVERS DR NORTH SIDE,Scarborough-Rouge Park,Institutional Place of Worship
4611,BIRCHMOUNT RD AT ROLARK DR,Scarborough Centre,Employment Industrial
4612,SHEPPARD AVE WEST AT FAYWOOD BLVD,York Centre,Residential Detached
4613,LESLIE ST AT OVERLAND DR,Don Valley East,Residential Detached
4614,SIGNET DR AT STEELES AVE WEST,Humber River-Black Creek,not_defined
4615,REDDINS RD AT CROSLAND DR,Scarborough Centre,Residential Detached
4616,MORTIMER AVE AT GLEBEMOUNT AVE,Beaches-East York,Residential Semi-Detached
4617,3450 MIDLAND AVE,Scarborough-Agincourt,Utility and Transportation
4618,JANE ST AT ST CLAIR AVE WEST NORTH SIDE,York South-Weston,Residential Multiple
4619,ELLESMERE RD AT MILITARY TRAIL (WEST),Scarborough-Guildwood,Utility and Transportation
4620,WILSON AVE AT WENDELL AVE,Humber River-Black Creek,not_defined
4621,YORKLAND BLVD (NORTH) AT CONSUMERS RD,Don Valley North,not_defined
4622,OSSINGTON AVE AT DEWSON ST,University-Rosedale,Residential
4623,JANE ST AT TROUTBROOKE DR,Humber River-Black Creek,Open Space Golf Course
4624,THE EAST MALL AT VALHALLA INN RD NORTH SIDE,Etobicoke Centre,Open Space Recreation
4625,MIDDLEFIELD RD AT FINCH AVE EAST,Scarborough North,Commercial Residential
4626,KINGSTON RD AT BIRCHMOUNT RD EAST SIDE,Scarborough Southwest,Residential Multiple
4627,QUEENS PLATE DR AT HIGHWAY 27,Etobicoke North,not_defined
4628,DUPONT ST AT OSSINGTON AVE,Davenport,not_defined
4629,AVENUE RD AT BALMORAL AVE,Toronto-St. Paul's,Residential
4630,DRIFTWOOD AVE AT COBBLER CRES (SOUTH),Humber River-Black Creek,Residential Detached
4631,SPADINA RD AT HAWARDEN CRES NORTH SIDE,Toronto-St. Paul's,not_defined
4632,PRINCESS MARGARET BLVD AT CRAMOND CRT,Etobicoke Centre,Residential Detached
4633,DUFFERIN ST AT GORDON ST,Davenport,Residential
4634,GERRARD ST EAST AT GOLFVIEW AVE,Beaches-East York,Residential
4635,MILNER AVE AT CINEMART DR,Scarborough-Rouge Park,not_defined
4636,ROGERS RD AT NORTHCLIFFE BLVD,Davenport,Residential Multiple
4637,73 FIFESHIRE RD,Don Valley West,Residential Detached
4638,MCCOWAN RD AT CREE AVE,Scarborough Southwest,Residential Detached
4639,KINGSTON RD AT COLUMBINE AVE,Beaches-East York,Residential
4640,DUNDAS ST WEST AT PRINCE EDWARD DR NORTH,Etobicoke Centre,not_defined
4641,STEELES AVE WEST AT ALNESS ST EAST SIDE,York Centre,not_defined
4642,COSBURN AVE AT COXWELL AVE,Toronto-Danforth,Residential Townhouse
4643,DUFFERIN ST AT BRIAR HILL AVE,Eglinton-Lawrence,not_defined
4644,ISLINGTON AVE AT EVANS AVE SOUTH SIDE,Etobicoke-Lakeshore,Employment Industrial
4645,PAPE AVE AT DANFORTH AVE,Toronto-Danforth,Commercial Residential
4646,FISHERVILLE RD AT BATHURST ST WEST SIDE,York Centre,Residential Apartment Commercial
4647,MARKHAM RD AT PARKWAY AVE,outside_wards,not_defined
4648,MT PLEASANT RD AT LAWRENCE CRES,Don Valley West,Residential Detached
4649,EAST AVE AT ISLAND RD,Scarborough-Rouge Park,not_defined
4650,RAILSIDE RD (EAST) AT LAWRENCE AVE EAST,Don Valley East,not_defined
4651,KINGSTON RD AT DEEP DENE DR,Scarborough-Rouge Park,Residential Detached
4652,PRINCE EDWARD DR SOUTH AT EDWALTER AVE,Etobicoke-Lakeshore,Residential Detached
4653,BLOOR ST WEST AT EAGLE RD EAST SIDE,Etobicoke-Lakeshore,not_defined
4654,SHEPPARD AVE WEST AT CHESSWOOD DR,York Centre,not_defined
4655,EGLINTON AVE WEST AT LLOYD MANOR RD,Etobicoke Centre,Commercial Local
4656,YONGE ST AT GLENFOREST RD NORTH SIDE,Don Valley West,Commercial Residential
4657,DUNDAS ST WEST AT SPADINA AVE,Spadina-Fort York,Commercial Residential
4658,BURNHAMTHORPE RD AT HOLLOWAY RD,Etobicoke-Lakeshore,Residential Detached
4659,LAWRENCE AVE EAST AT GOLDBERRY SQ,Scarborough-Rouge Park,Residential Detached
4660,MEADOWVALE RD AT SHEPPARD AVE EAST NORTH SIDE,Scarborough-Rouge Park,Residential Detached
4661,YONGE ST AT HILLCREST AVE (MEL LASTMAN SQUARE),Willowdale,not_defined
4662,WARDEN AVE AT BRIDLETOWNE CIR (NORTH),Scarborough-Agincourt,Residential Apartment
4663,COXWELL AVE AT DANFORTH AVE,Toronto-Danforth,Commercial Residential
4664,ARLETA AVE AT MEDAL LANE,Humber River-Black Creek,Residential Multiple
4665,BATHURST ST AT SHEPPARD AVE WEST,York Centre,not_defined
4666,VICTORIA PARK AVE AT STEELES AVE EAST SOUTH SIDE,Don Valley North,not_defined
4667,1450 SHEPPARD AVE WEST,York Centre,not_defined
4668,1515 ALBION RD (ALBION LIBRARY),Etobicoke North,not_defined
4669,KENNEDY RD AT MCNICOLL AVE,Scarborough-Agincourt,Employment Industrial
4670,STEELES AVE EAST AT FAIRWAY HEIGHTS DR,outside_wards,not_defined
4671,BLOOR ST EAST AT CASTLE FRANK RD,University-Rosedale,Open Space
4672,YORK MILLS RD AT FENSIDE DR,Don Valley East,Residential Apartment
4673,YORK MILLS RD AT OLD YORK MILLS RD,Don Valley West,Commercial Residential
4674,20 NORELCO DR,Humber River-Black Creek,Employment Heavy Industrial
4675,NORTH QUEEN ST AT THE EAST MALL EAST SIDE,Etobicoke-Lakeshore,Utility and Transportation
4676,SHEPPARD AVE WEST AT TUSCAN GATE,York Centre,not_defined
4677,61 MAYBROOK DR,Scarborough North,Employment Heavy Industrial
4678,1859 KINGSTON RD,Scarborough Southwest,Residential Detached
4679,MCCOWAN RD AT COMMANDER BLVD,Scarborough North,Employment Industrial
4680,BAYVIEW AVE AT YORK RD SOUTH SIDE,Don Valley West,Residential Detached
4681,849 BROADVIEW AVE,Toronto-Danforth,Commercial Residential
4682,KEELE ST AT COLVILLE RD,York South-Weston,Residential Multiple
4683,BATHURST ST AT NASSAU ST (TORONTO WESTERN HOSPITAL),University-Rosedale,not_defined
4684,9275 MARKHAM RD,outside_wards,not_defined
4685,SPADINA AVE AT QUEENS QUAY WEST NORTH SIDE,Spadina-Fort York,not_defined
4686,SHEPPARD AVE WEST AT GODDARD ST,York Centre,not_defined
4687,RATHBURN RD AT THE WYND,Etobicoke Centre,Residential Detached
4688,LAWRENCE AVE WEST AT LEDBURY ST,Eglinton-Lawrence,Residential Detached
4689,38 THORNCLIFFE PARK DR,Don Valley West,Residential Apartment
4690,GATEWAY BLVD AT SUNNY GLENWAY (WEST) WEST SIDE,Don Valley East,not_defined
4691,THE QUEENSWAY AT CULNAN AVE,Etobicoke-Lakeshore,not_defined
4692,MABELLE AVE AT DUNDAS ST WEST,Etobicoke-Lakeshore,not_defined
4693,COXWELL AVE AT EARL HAIG AVE,Toronto-Danforth,Residential
4694,AVENUE RD AT BROOKE AVE,Eglinton-Lawrence,Commercial Residential
4695,DUFFERIN ST AT ASCOT AVE,Davenport,Residential
4696,YONGE ST AT CHURCHILL AVE,Willowdale,not_defined
4697,ROYAL YORK RD AT ALLANHURST DR SOUTH SIDE,Etobicoke Centre,Open Space Recreation
4698,PARKETTE PL AT BIRCHMOUNT RD,Scarborough Southwest,not_defined
4699,ROGERS RD AT CALEDONIA RD,Davenport,Residential Multiple
4700,ALBION RD AT RIVERDALE DR,Etobicoke North,not_defined
4701,GLENCAIRN AVE AT CAPITOL AVE,Eglinton-Lawrence,Residential Detached
4702,LAWRENCE AVE WEST AT BATHURST ST WEST SIDE,Eglinton-Lawrence,Commercial Residential
4703,MCNICOLL AVE AT BOXDENE AVE,Scarborough North,Utility and Transportation
4704,NEW WESTMINSTER DR AT BEVERLEY GLEN BLVD,outside_wards,not_defined
4705,HUMBER COLLEGE AT FINCH AVE WEST NORTH SIDE,Etobicoke North,Employment Industrial
4706,WELLAND AVE AT HEATH ST EAST,University-Rosedale,Residential Detached
4707,BAYVIEW AVE AT DAWLISH AVE SOUTH SIDE,Don Valley West,Residential Detached
4708,QUEEN ST WEST AT YONGE ST (QUEEN STATION),Toronto Centre,Commercial Residential
4709,CALEDONIA RD AT EGLINTON AVE WEST,Eglinton-Lawrence,Commercial Residential
4710,LAWRENCE AVE EAST AT GALLOWAY RD,Scarborough-Guildwood,Residential Apartment Commercial
4711,BROADVIEW AVE AT TORRENS AVE SOUTH SIDE,Toronto-Danforth,Residential Detached
4712,DUFFERIN GATE LOOP,Parkdale-High Park,Residential
4713,GLEN RD AT ELM AVE,University-Rosedale,Residential Detached
4714,OPPOSITE 60 BELFIELD RD EAST SIDE,Etobicoke North,Employment Industrial
4715,THIRTIETH ST AT AKRON RD,Etobicoke-Lakeshore,Employment Industrial
4716,BEDFORD RD AT TRANBY AVE NORTH SIDE,University-Rosedale,Residential
4717,NEILSON RD AT SILVERBELL GROVE SOUTH SIDE,Scarborough North,Residential Semi-Detached
4718,PHARMACY AVE AT SHERWOOD AVE SOUTH SIDE,Scarborough Centre,not_defined
4719,MCCOWAN RD AT SANDHURST CIR (SOUTH),Scarborough North,Residential Semi-Detached
4720,PARLIAMENT ST AT KING ST EAST,Toronto Centre,Commercial Residential
4721,LAWRENCE AVE WEST AT SHERMOUNT AVE EAST SIDE,Eglinton-Lawrence,Residential Detached
4722,SHEPPARD AVE WEST AT DON RIVER BLVD WEST SIDE,York Centre,Open Space Natural
4723,SHEPPARD AVE WEST AT TUSCAN GATE,York Centre,Employment Industrial
4724,715 MILNER AVE (HONDA PLANT-WEST ENTRANCE),Scarborough-Rouge Park,not_defined
4725,BRIMLEY RD AT WENLOCK GATE,Scarborough North,Commercial Local
4726,OPPOSITE 3200 PHARMACY AVE AT WALKWAY TO DEERBROOK TRAIL,Scarborough-Agincourt,Residential Detached
4727,DUFFERIN ST AT LIBERTY ST,Parkdale-High Park,Residential
4728,BATHURST ST AT ALCINA AVE,Toronto-St. Paul's,Commercial Residential
4729,KIPLING AVE AT BEAVERBROOK AVE,Etobicoke Centre,Residential Detached
4730,STEELES AVE WEST AT IRONDALE DR,Humber River-Black Creek,not_defined
4731,LAWRENCE AVE WEST AT GLEN RUSH BLVD,Eglinton-Lawrence,Residential Multiple
4732,ROYAL YORK RD AT NORSEMAN ST NORTH SIDE,Etobicoke-Lakeshore,Residential Detached
4733,ST CLAIR AVE WEST AT LANSDOWNE AVE,Davenport,not_defined
4734,ST CLAIR AVE WEST AT EARLSCOURT AVE,Davenport,not_defined
4735,MARKHAM RD AT BRIMORTON DR,Scarborough-Guildwood,Residential Apartment Commercial
4736,COSBURN AVE AT LOGAN AVE,Toronto-Danforth,Residential Apartment
4737,THE WESTWAY AT MARTIN GROVE RD,Etobicoke Centre,Commercial Local
4738,MARLEE AVE AT DELL PARK AVE,Eglinton-Lawrence,Residential Detached
4739,LAWRENCE AVE WEST AT ENGLEMOUNT AVE EAST SIDE,Eglinton-Lawrence,Residential Detached
4740,ROGERS RD AT SCOTT RD,York South-Weston,Commercial Residential
4741,SPADINA AVE AT WILLCOCKS ST,University-Rosedale,not_defined
4742,GARNETT JANES RD AT COIN ST,Etobicoke-Lakeshore,Open Space Recreation
4743,MORTIMER AVE AT ROOSEVELT RD,Toronto-Danforth,Residential Detached
4744,MORNINGSIDE AVE AT OLD FINCH AVE,Scarborough-Rouge Park,Residential Semi-Detached
4745,DANFORTH RD AT HUBERT AVE,Scarborough Southwest,Commercial Residential
4746,DUPONT ST AT HOWLAND AVE,University-Rosedale,Residential
4747,OPPOSITE 601 MILNER AVE,Scarborough North,Residential Semi-Detached
4748,REXDALE BLVD AT KIPLING AVE,Etobicoke North,Employment Industrial
4749,KENNEDY RD AT HAVENDALE RD,Scarborough-Agincourt,Residential Detached
4750,THE QUEENSWAY AT NORTH QUEEN ST,Etobicoke-Lakeshore,not_defined
4751,LAWRENCE AVE WEST AT PIMLICO RD,York South-Weston,Open Space Recreation
4752,ARROW RD AT SHEPPARD AVE WEST NORTH SIDE,Humber River-Black Creek,not_defined
4753,HUNTINGWOOD DR AT COMMANDER BLVD,Scarborough North,not_defined
4754,BRIDGELAND AVE AT DUFFERIN ST WEST SIDE,Eglinton-Lawrence,Utility and Transportation
4755,LAWRENCE AVE EAST AT PAULANDER AVE,Scarborough-Rouge Park,Residential Detached
4756,SHEPPARD AVE EAST AT MCCOWAN RD,Scarborough North,Residential Multiple
4757,BATHURST ST AT RANEE AVE,Eglinton-Lawrence,Commercial Residential
4758,WARDEN AVE AT ARKONA DR,Scarborough-Agincourt,Residential Detached
4759,BRIMLEY RD AT COMRIE TER (NORTH),Scarborough Southwest,not_defined
4760,78 GULLIVER RD AT OPPOSITE GULLIVER PARK,York South-Weston,Residential Multiple
4761,BLOOR ST WEST AT ISLINGTON AVE,Etobicoke-Lakeshore,not_defined
4762,2121 KINGSTON RD,Scarborough Southwest,Utility and Transportation
4763,WILSON AVE AT BELGRAVE AVE WEST SIDE,Eglinton-Lawrence,not_defined
4764,SHEPPARD AVE WEST AT LAURA RD EAST SIDE,Humber River-Black Creek,Open Space Golf Course
4765,ROGERS RD AT NAIRN AVE,Davenport,Residential Multiple
4766,RATHBURN RD AT LLOYD MANOR RD WEST SIDE,Etobicoke Centre,Utility and Transportation
4767,PAPE AVE AT MINTON PL,Toronto-Danforth,Residential Detached
4768,UNDERHILL DR AT CASSANDRA BLVD (NORTH),Don Valley East,Residential Detached
4769,FINCH AVE EAST AT ALEXMUIR BLVD,Scarborough North,Residential Detached
4770,MCNICOLL AVE AT CLEADON RD,Scarborough North,Utility and Transportation
4771,MILNER AVE AT PROGRESS AVE,Scarborough North,Residential Multiple
4772,DIXON RD AT SKYWAY AVE,Etobicoke North,Employment Industrial Office
4773,CALEDONIA RD AT NORMAN AVE,Davenport,Residential
4774,O'CONNOR DR AT SUNRISE AVE,Beaches-East York,not_defined
4775,MCCOWAN RD AT CASTLEMORE AVE,outside_wards,not_defined
4776,WALSH AVE AT WESTON RD,Humber River-Black Creek,not_defined
4777,1710 MIDLAND AVE,Scarborough Centre,Employment Industrial
4778,LAWRENCE AVE EAST AT GREENLAND RD EAST SIDE,Don Valley East,Residential Detached
4779,O'CONNOR DR AT COXWELL AVE,Toronto-Danforth,Commercial Residential
4780,WESTON RD AT CORONADO CRT,Humber River-Black Creek,Residential Multiple
4781,WARDEN AVE AT BRIDLETOWNE CIR (SOUTH),Scarborough-Agincourt,Commercial Local
4782,SHEPPARD AVE EAST AT MEADOWVALE RD,Scarborough-Rouge Park,Commercial Residential
4783,PASSMORE AVE AT KENNEDY RD,Scarborough-Agincourt,not_defined
4784,HORNER AVE AT SHELDON AVE,Etobicoke-Lakeshore,Employment Industrial
4785,LLOYD MANOR RD AT NORTH HEIGHTS RD,Etobicoke Centre,Residential Detached
4786,VAN STASSEN BLVD AT SKYLARK RD,Parkdale-High Park,Residential Semi-Detached
4787,OPPOSITE 1000 NEW WESTMINSTER DR,outside_wards,not_defined
4788,EAST AVE AT KIRKDENE DR,Scarborough-Rouge Park,Open Space Recreation
4789,MT PLEASANT RD AT WANLESS AVE,Don Valley West,Residential
4790,BROADVIEW AVE AT GERRARD ST EAST,Toronto-Danforth,Commercial Residential
4791,YONGE ST AT SHEPPARD AVE WEST (SHEPPARD STATION),Willowdale,not_defined
4792,DYNAMIC DR AT PASSMORE AVE,Scarborough North,Employment Industrial
4793,YONGE ST AT FINCH AVE EAST,Willowdale,not_defined
4794,SHEPPARD AVE EAST AT ECOPARK GATE EAST SIDE,Scarborough-Rouge Park,not_defined
4795,DUNDAS ST WEST AT GLENLAKE AVE NORTH SIDE,Parkdale-High Park,not_defined
4796,EGLINTON AVE WEST AT RUSSELL RD,Etobicoke Centre,Residential Detached
4797,KIPLING AVE AT ALBION RD SOUTH SIDE,Etobicoke North,Open Space Recreation
4798,KENNEDY RD AT SHROPSHIRE DR NORTH SIDE,Scarborough Centre,not_defined
4799,MARKHAM RD AT STEVENWOOD RD NORTH SIDE,Scarborough-Guildwood,Residential Apartment
4800,THREE VALLEYS DR AT LAURENTIDE DR,Don Valley East,not_defined
4801,VICTORIA PARK AVE AT OLD SHEPPARD AVE,Don Valley North,not_defined
4802,3008 KENNEDY RD,Scarborough-Agincourt,Residential Detached
4803,140 PLEASANT VIEW DR,Don Valley North,Residential Detached
4804,LYNEDOCK CRES AT FENSIDE DR EAST SIDE,Don Valley East,Residential Multiple
4805,LESLIE ST AT FINCH AVE EAST,Don Valley North,Residential Multiple
4806,MORNINGSIDE AVE AT HALFWAY AVE,Scarborough-Rouge Park,Open Space
4807,JANE ST AT HANLEY ST,Parkdale-High Park,not_defined
4808,WARDEN LOOP AT STEELES AVE EAST,outside_wards,not_defined
4809,DRIFTWOOD AVE AT JANE ST EAST SIDE,Humber River-Black Creek,Open Space Recreation
