,stop_name,SCHOOL_TYPE_DESC,dist
647,JOHN GARLAND BLVD AT JAMESTOWN CRES (EAST) EAST SIDE,English Public,0.0011373835710136492
648,DON MILLS RD AT GODSTONE RD,English Public,0.0005280645213780836
649,BATHURST ST AT SOUTHBOURNE AVE,Private,0.002914473364094628
650,LESLIE ST AT DENLOW BLVD,Private,0.003828062263728279
651,STEELES AVE EAST AT BIRCHMOUNT RD,English Public,0.006014074914354516
652,WILSON AVE AT YONGE BLVD,English Separate,0.0040775683086151735
653,WARDEN AVE AT IONSON BLVD,English Public,0.006612977824790318
654,ISLINGTON AVE AT FAIRWAY RD,Private,0.007087625222698311
655,SHEPPARD AVE WEST AT ARROW RD WEST SIDE,English Separate,0.008748935623976821
656,WILSON AVE AT FAYWOOD BLVD,Private,0.0017034086213144443
657,OSSINGTON AVE AT HEPBOURNE ST,English Public,0.00341016282909389
658,IRONSIDE CRES AT MCNICOLL AVE NORTH SIDE,English Public,0.013507345220614302
659,VICTORIA PARK AVE AT SLOANE AVE,English Public,0.00440017484609369
660,MCNICOLL AVE AT MYERS LANE,English Public,0.002897885776596746
661,SHEPPARD AVE EAST AT SHAUGHNESSY BLVD,English Separate,0.002812395927007819
662,ISLINGTON AVE AT ROWNTREE MILL RD SOUTH SIDE,English Separate,0.0022688050027267633
663,CHURCH ST AT PINE ST,English Public,0.0026201252044952134
664,1420 KENNEDY RD,Private,0.006803484368166987
665,MARLEE AVE AT STAYNER AVE,English Separate,0.0029945964122943956
666,KEELE ST AT ANNETTE ST,Private,0.000443917794968925
667,3200 PHARMACY AVE,English Separate,0.0008975572330214438
668,BRIMLEY RD AT PROGRESS AVE,English Separate,0.007753282330060401
669,JANE ST AT WEATHERELL ST SOUTH SIDE,English Separate,0.0007160753660336292
670,PHARMACY AVE AT LAWRENCE AVE EAST,English Public,0.0033233428742782223
671,WILSON AVE AT RIDLEY BLVD,Private,0.0017429468972261822
672,WALSH AVE AT WESTON RD EAST SIDE,English Separate,0.004372632326692225
673,QUEEN ST EAST AT GREENWOOD AVE,English Public,0.003662743357103113
674,KINGSTON RD AT BIRCHCLIFF AVE,English Public,0.0009957907914731109
675,NORFINCH DR AT STEELES AVE WEST SOUTH SIDE,English Public,0.005146010155585097
676,OPPOSITE 100 ANTIBES DR,Private,0.004971079039982523
677,VICTORIA PARK AVE AT HARE GATE,English Public,0.0030805095458663894
678,DUNDAS ST WEST AT SORAUREN AVE,French Public,0.003958312857789813
679,ROGERS RD AT DUFFERIN ST,English Separate,0.005516452161541806
680,PAPE AVE AT RIVERCOURT BLVD,English Public,0.004816893512935278
681,PARLIAMENT ST AT CARLTON ST,English Public,0.003419531382536511
682,LAWRENCE AVE WEST AT CHATSWORTH DR,English Public,0.0012756033692204161
683,WESTON RD AT FINCH AVE WEST SOUTH SIDE,English Public,0.00410365123937351
684,GERRARD ST EAST AT GLENMOUNT PARK RD,Private,0.005451947409234858
685,WARDEN AVE AT LOWCREST BLVD,English Public,0.0021017493886537715
686,WILSON AVE AT CLAYSON RD,English Public,0.007664409539701479
687,LAWRENCE AVE EAST AT FERN MEADOW RD,English Separate,0.005286849684975942
688,CUMMER AVE AT SILVERVIEW DR,English Public,0.002251204079318425
689,250 NORFINCH DR,English Public,0.005467702407358731
690,DUNDAS ST WEST AT SPADINA AVE,English Public,0.0033627779542487156
691,MIDLAND AVE AT EGLINTON AVE EAST,English Separate,0.003217219373698669
692,DUNDAS ST WEST AT ISLINGTON AVE,English Public,0.004199411134330197
693,CARLAW AVE AT COMMISSIONERS ST NORTH SIDE,English Public,0.008413691711247917
694,BAYVIEW AVE AT RUTH AVE,Private,0.0025680322358411375
695,STEELES AVE EAST AT FERRIER ST,English Separate,0.005216506607523746
696,YONGE ST AT MERTON ST NORTH SIDE,Private,0.0021673144289662987
697,PARLIAMENT ST AT KING ST EAST,Private,0.0028937503298901864
698,RONCESVALLES AVE AT BOUSTEAD AVE NORTH SIDE,Private,0.000990502433392247
699,HARBORD ST AT OSSINGTON AVE,English Public,0.00211134634927087
700,SPADINA RD AT DUPONT ST (DUPONT STATION),Private,0.0025067689961469305
701,166 NORFINCH DR,English Separate,0.005814396860985203
702,GREENWOOD AVE AT QUEEN ST EAST NORTH SIDE,English Public,0.0036894352830774907
703,1150 FINCH AVE WEST,Private,0.0077051141203022715
704,ALBION RD AT HUMBERLINE DR EAST SIDE,English Separate,0.017192177245030995
705,LAKE SHORE BLVD WEST AT TWENTY EIGHTH ST,English Public,0.002825689649143646
706,1290 DANFORTH RD,French Separate,0.0052601130003136435
707,100 NORFINCH DR,English Separate,0.0026184423909886624
708,MCCOWAN RD AT MIDDLEFIELD RD,English Separate,0.005492831907264511
709,BATHURST ST AT LYONSGATE DR,Private,0.0012502806817605266
710,WESTHUMBER BLVD AT MARTIN GROVE RD EAST SIDE,English Public,0.00489004250271454
711,SHEPPARD AVE EAST AT BAY MILLS BLVD,English Separate,0.002215317215628503
712,EGLINTON AVE WEST AT OLD FOREST HILL RD EAST SIDE,Private,0.001918737629642275
713,STEELES AVE EAST AT KENNEDY RD WEST SIDE,Private,0.002671939780156232
714,MCLEVIN AVE AT GREENSPIRE RD,Private,0.004204448093867615
715,BELLAMY RD NORTH AT EGLINTON AVE EAST NORTH SIDE - EGLINTON GO STATION,English Public,0.006631566402922477
716,VAUGHAN RD AT HUMEWOOD DR,English Public,0.0022263377159918896
717,STEELES AVE WEST AT ROSSDEAN DR,English Public,0.013649453414440706
718,CHRISTIE ST AT YARMOUTH RD SOUTH SIDE,English Public,0.0021313341294867086
719,ISLINGTON AVE AT THE KINGSWAY,English Public,0.008039865195386168
720,MARKHAM RD AT 16TH AVE,English Public,0.06712973360942338
721,1051 MARTIN GROVE RD @ HIGHWAY 409,Private,0.006185186790404712
722,UPPER CANADA DR AT NORMANDALE CRES (WEST),English Public,0.0033795241753205602
723,MORNINGSIDE AVE AT HALFWAY AVE,English Public,0.005585155321323397
724,SHEPPARD AVE WEST AT MIN AVE,English Separate,0.003628666183832957
725,LESLIE ST AT SHEPPARD AVE EAST,English Public,0.010865041088168758
726,LAKE SHORE BLVD WEST AT TENTH ST,English Separate,0.0010252136857143415
727,MCNICOLL AVE AT MORBANK DR,English Separate,0.00770062033962722
728,QUEEN ST EAST AT SARAH ASHBRIDGE AVE,English Public,0.006602442841779581
729,BATHURST ST AT ELLERSLIE AVE NORTH SIDE,Private,0.0031932216973939607
730,PARLIAMENT ST AT ADELAIDE ST EAST,Private,0.0017446879889044299
731,CARLINGVIEW DR AT WORCESTER RD SOUTH SIDE,Private,0.023319221561846532
732,1245 DUPONT ST,English Separate,0.004038130334699936
733,YONGE ST AT ELMWOOD AVE,English Public,0.002745103371349464
734,ST CLAIR AVE EAST AT MAYBOURNE AVE,English Separate,0.000865471643289247
735,GERRARD ST EAST AT KINGSMOUNT PARK RD,English Public,0.004214263787664151
736,FINCH AVE WEST AT KISKADEE DR,English Public,0.00452031546767423
737,BATHURST ST AT MCALLISTER RD NORTH SIDE,Private,0.00470846047782348
738,700 ARROW RD,Private,0.004223416811092587
739,SHERBOURNE ST AT MAPLE AVE,Private,0.002211205950062253
740,636 FINCH AVE EAST (PLAZA),English Public,0.008132756109068313
741,CURITY AVE AT CRANFIELD RD,English Public,0.0048505330914494285
742,MOORE AVE AT LUMLEY AVE,Private,0.006850734716380434
743,KEELE ST AT GLENLAKE AVE,English Public,0.000996398934018363
744,DUFFERIN ST AT PRESTON RD SOUTH SIDE,English Separate,0.0029624608548870723
745,DREWRY AVE AT FAIRCHILD AVE,English Public,0.0010926011281442846
746,THE DONWAY EAST AT WINGREEN CRT SOUTH SIDE,English Public,0.003107349028068866
747,EGLINTON AVE EAST AT KINGSTON RD WEST SIDE,English Public,0.0032405269259618307
748,80 COSBURN AVE,English Public,0.0016434224124398092
749,COSBURN AVE AT GLEBEMOUNT AVE,English Public,0.0036014072968238663
750,ST CLAIR AVE EAST AT WELLAND AVE,English Public,0.004132400944731631
751,44 KODIAK CRES,English Public,0.006333174313997527
752,CHRISTIE ST AT DUPONT ST,English Public,0.003578958101724323
753,VARNA DR AT RANEE AVE SOUTH SIDE,English Public,0.0033461744577739858
754,SPADINA AVE AT SULLIVAN ST NORTH SIDE,English Public,0.002541710282177383
755,KENNEDY RD AT LOVERING RD,English Public,0.004787176900495188
756,BLOOR ST WEST AT THE EAST MALL,English Public,0.001452772792230014
757,GREENWOOD AVE AT GERRARD ST EAST,English Public,0.005683354233289541
758,HUMBERLINE DR AT CLAIREVILLE DR (NORTH),English Separate,0.017465098348245646
759,DOVERCOURT RD AT HALLAM ST,English Public,0.003989105984767406
760,GATEWAY BLVD AT SUNNY GLENWAY (WEST),English Public,0.0012100284918213162
761,QUEENS QUAY WEST AT DAN LECKIE WAY WEST SIDE,English Public,0.0007514883402422331
762,OPPOSITE 2900 WARDEN AVE (BRIDLEWOOD MALL),English Public,0.0028684934833470076
763,NORFINCH DR AT WALKWAY TO SHOREHAM DR,English Separate,0.005617069732669823
764,LAKE SHORE BLVD WEST AT MILES RD,English Public,0.0056731619271938845
765,QUEEN ST EAST AT PARLIAMENT ST,Private,0.0004571031696275841
766,QUEEN ST EAST AT RIVER ST,English Public,0.00400465926964002
767,WESTON RD AT CHURCH ST,English Separate,0.004846577622171522
768,PLEASANT BLVD AT AVOCA AVE,English Public,0.0027529377755151365
769,SENLAC RD AT SHEPPARD AVE WEST,English Public,0.00520257754491937
770,DON MILLS RD AT THE DONWAY EAST (NORTH),Private,0.0031404940144004155
771,PAPE AVE AT FLOYD AVE,English Public,0.0029648594717128517
772,ELLESMERE RD AT BIRCHMOUNT RD,Private,0.0034661527613873483
773,CALVINGTON DR AT DALRAITH RD EAST SIDE,English Separate,0.0036872317719136133
774,53 ST REGIS CRES (SOUTH),English Separate,0.0067581785895098855
775,ISLINGTON AVE AT AYLESBURY RD,English Public,0.006620985319866569
776,COXWELL AVE AT SAMMON AVE,English Public,0.0019730683136510558
777,BARBER GREENE RD AT DON MILLS RD WEST SIDE,Private,0.003455435065686139
778,GLENCAIRN AVE AT DALEMOUNT AVE,English Public,0.003538330091337178
779,ISLINGTON AVE AT FAIRWAY RD NORTH SIDE,Private,0.006911911441481901
780,BRIMLEY RD AT FINCH AVE EAST,Private,0.0015116268866089016
781,1919 ALBION RD,English Separate,0.015282852434699422
782,SHEPPARD AVE WEST AT RIVALDA RD,English Separate,0.0071146130396233034
783,BATHURST ST AT LAWRENCE AVE WEST,Private,0.0010106720994058427
784,DANFORTH AVE AT SIBLEY AVE,Private,0.006200283721453753
785,DUNDAS ST WEST AT WILLARD AVE WEST SIDE,English Public,0.002470914974063889
786,OPPOSITE 15 FENMAR DR,Private,0.006970751435245768
787,MIDDLEFIELD RD AT MCNICOLL AVE,English Public,0.005432925688984436
788,LAWRENCE AVE EAST AT HOWDEN RD,Private,0.007092898792729131
789,DON MILLS RD AT GOODVIEW RD,English Public,0.00229749100581913
790,BRIMLEY RD SOUTH AT KINGSTON RD SOUTH SIDE,English Separate,0.0029317527752638194
791,HUNTINGWOOD DR AT BRIMLEY RD,English Public,0.0037401121899548464
792,SCARBOROUGH GOLF CLUB RD AT BRIMORTON DR,English Public,0.006011263111790439
793,MIDLAND AVE AT KILCULLEN CASTLE GATE SOUTH SIDE,English Separate,0.0021416462237027864
794,MILLWOOD RD AT VILLAGE STATION RD,English Public,0.006320139948009655
795,YONGE BLVD AT ESGORE DR SOUTH SIDE,English Separate,0.003693758570870839
796,MCCOWAN RD AT BRIMORTON DR,English Public,0.005167261601529579
797,MARTIN GROVE RD AT EGLINTON AVE WEST NORTH SIDE,English Public,0.002848170405753031
798,EGLINTON AVE EAST AT BRUCE PARK AVE,English Public,0.006193782846501569
799,KIPLING AVE AT FARR AVE NORTH SIDE,English Separate,0.0005946754800351664
800,BAYVIEW AVE AT HEATHCOTE AVE,Private,0.005556074136668966
801,LAWRENCE AVE WEST AT DUVAL DR,English Public,0.006295028963555921
802,1050 MCNICOLL AVE,Private,0.0003913876403844991
803,KENNEDY RD AT PURCELL SQ SOUTH SIDE,English Separate,0.0013573369268282994
804,THE QUEENSWAY AT SMITH CRES,Private,0.0030079852716255336
805,BALDOON RD AT CROW TRAIL,English Public,0.003037074891495446
806,WILSON HEIGHTS BLVD AT CLIFTON AVE,English Public,0.005347779263535947
807,WOODBINE AVE AT GERRARD ST EAST,English Public,0.005909534237429497
808,SHEPPARD AVE WEST AT LAURA RD,English Public,0.004418909290646214
809,DANFORTH AVE AT LINNSMORE CRES,English Separate,0.004243488566245177
810,LAKE SHORE BLVD WEST AT THIRD ST,English Public,0.0019458631198323827
811,STEELES AVE EAST AT BRIMLEY RD,English Public,0.004937525110079045
812,YORK MILLS RD AT BAYVIEW AVE WEST SIDE,Private,0.006573056502933679
813,DANFORTH RD AT WARDEN AVE,English Public,0.003445210135912004
814,230 IAN MACDONALD BLVD,University,0.005441776754121164
815,WINDERMERE AVE AT COE HILL DR,English Public,0.0034977106225211572
816,GLENORCHY RD AT SAINTFIELD AVE SOUTH SIDE,English Public,0.0019704854419403195
817,EGLINTON AVE WEST AT ELMSTHORPE AVE,English Public,0.0019475220411144306
818,WILLOWDALE AVE AT CENTRE AVE,Private,0.0031452387313555255
819,SHEPPARD AVE EAST AT BIRCHMOUNT RD,English Public,0.004254408236632569
820,WILMINGTON AVE AT CODSELL AVE,Private,0.004247767854926484
821,MARKHAM RD AT KINGSTON RD,English Separate,0.0030128521578483484
822,HUMBER COLLEGE BLVD AT FINCH AVE WEST SOUTH SIDE,None,0.005616473072741093
823,BIRCHMOUNT RD AT DENISON ST,Private,0.01677857480605564
824,MARKHAM RD AT MCNICOLL AVE,English Public,0.015565518624546741
825,WILLOWDALE AVE AT SILVERVIEW DR,English Public,0.0023702338276552944
826,ROCKCLIFFE BLVD AT CAESAR AVE NORTH SIDE,English Public,0.0024264619222269077
827,ISLINGTON AVE AT AVIEMORE DR,English Public,0.004424484905690891
828,CHESSWOOD DR AT VANLEY CRES (SOUTH),Private,0.0013752643050360463
829,FAYWOOD BLVD AT CLANTON PARK RD,Private,0.0018660562672033483
830,HORNER AVE AT BETA ST,English Public,0.008894053212357596
831,SHEPPARD AVE EAST AT VANDORF ST,English Separate,0.004811211568078901
832,LAWRENCE AVE EAST AT BLAINE DR,English Separate,0.0035242543342105643
833,RATHBURN RD AT IVYBRIDGE DR WEST SIDE,English Public,0.003623954547637408
834,SHAW ST AT KING ST WEST NORTH SIDE,English Public,0.005263148470537262
835,YONGE ST AT ST CLAIR AVE EAST,Private,0.00183114203844076
836,JANE ST AT WESTON RD,English Public,0.00306203308630653
837,AVENUE RD AT LAWRENCE AVE WEST,Private,0.0023482628188288574
838,DUNDAS ST WEST AT SHERIDAN AVE,English Public,0.0031198391913362955
839,VAUGHAN RD AT LOUISE AVE,Private,0.0026547191113784705
840,EGLINTON AVE WEST AT LITTLE BLVD,English Public,0.0038644534159394416
841,KING ST EAST AT PARLIAMENT ST,Private,0.002722262693036893
842,YONGE ST AT GLENGROVE AVE EAST,Private,0.003316364841457252
843,PARKSIDE DR AT HIGH PARK BLVD,Private,0.0037781811500055395
844,THORNCLIFFE PARK DR AT PAT MOORE DR SOUTH SIDE,English Public,0.0033540440488556123
845,DONLANDS AVE AT MILLWOOD RD,English Public,0.0053201648377879445
846,WESTON RD AT CRAYDON AVE,English Public,0.0010469922954297844
847,ROYAL YORK RD AT TREHORNE DR SOUTH SIDE,English Public,0.0012494247807603007
848,SENLAC RD AT ELMHURST AVE SOUTH SIDE,Private,0.005096310154652215
849,KING ST WEST AT DOWLING AVE,English Public,0.0033985680246543435
850,FINCH AVE WEST AT HIGHWAY 27 WEST SIDE,None,0.00559377192893018
851,90 COMMANDER BLVD,English Separate,0.006562143661915681
852,VICTORIA PARK AVE AT LAWRENCE AVE EAST,English Public,0.005042492351163896
853,LESLIE ST AT RIPPLETON RD,English Public,0.002809654591745717
854,COLLEGE ST AT BATHURST ST,English Public,0.0019553238763333086
855,THE QUEENSWAY AT THE EAST MALL,English Public,0.006970861851034106
856,AVENUE RD AT BOSWELL AVE,Private,0.002987182530596913
857,DAWES RD AT DENTONIA PARK AVE,Private,0.0016116379411022402
858,BELFIELD RD AT MCCULLOCH AVE,Private,0.006166480435863082
859,CORPORATE DR AT LEE CENTRE DR (WEST),Private,0.0014060744193576179
860,BAY ST AT QUEEN ST WEST,English Public,0.003863298111294349
861,TEAK AVE AT CARNFORTH RD,Private,0.0032050016716798474
862,KINGSTON RD AT MANSE RD,English Public,0.008089234437909067
863,BAY ST AT GROSVENOR ST,Private,0.0018479258310006735
864,O'CONNOR DR AT DERWYN RD,English Public,0.003657803388106122
865,DUFFERIN ST AT LAWRENCE AVE WEST NORTH SIDE,Private,0.0029042529434739066
866,DUNDAS ST WEST AT DOVERCOURT RD,English Public,0.004051427691209581
867,MARTIN GROVE RD AT BETHRIDGE RD NORTH SIDE,Private,0.0026280473125734434
868,KINGSTON RD AT BELLAMY RD SOUTH,English Public,0.0011468366670576984
869,333 RATHBURN RD AT WALKWAY TO ALANMEADE CRES,English Public,0.006051142977773895
870,ROYWOOD DR AT MARBURY CRES (EAST),English Public,0.0024999146619481337
871,WARDEN AVE AT CASS AVE,English Public,0.002429353853147042
872,VICTORIA PARK AVE AT AMSTERDAM AVE,English Public,0.0024792763333966604
873,SHEPPARD AVE EAST AT BAYVIEW AVE EAST SIDE (BAYVIEW STATION),English Separate,0.004240173907238978
874,KIPLING AVE AT EVANS AVE NORTH SIDE,Private,0.010236788400646167
875,MT PLEASANT RD AT ROSLIN AVE,English Public,0.003251515790781681
876,ISLINGTON AVE AT REXDALE BLVD SOUTH SIDE,Private,0.004055628422115997
877,QUEENS PLATE DR WEST AT JANDA CRT,None,0.007101027246182425
878,BARKDENE HILLS AT BROOKLAWN AVE,English Public,0.004284403896470318
879,68 RAILSIDE RD,Private,0.0018748893752185667
880,SHEPPARD AVE EAST AT WALKWAY TO BURROWS HALL BLVD,English Public,0.004857157609196365
881,DUPONT ST AT SPADINA RD (DUPONT STATION) WEST SIDE,Private,0.002369225216891398
882,MAPLE LEAF DR AT JANE ST,English Public,0.005237394085159878
883,MARKHAM RD AT MILNER AVE,English Public,0.009034252116814192
884,FINCH AVE EAST AT MIDDLEFIELD RD,Private,0.005788296092011306
885,KINGSTON RD AT BRINLOOR BLVD,English Public,0.003230656152473189
886,DAVEAN DR AT WOODSWORTH RD WEST SIDE,English Public,0.005745490720161271
887,ROYALCREST RD AT LEADING RD EAST SIDE,English Separate,0.0023677067909847844
888,EGLINTON AVE WEST AT MARLEE AVE,English Public,0.004378238121546609
889,BLOOR ST WEST AT MAPLEDAWN RD,English Separate,0.0008210548646848625
890,LAWRENCE AVE WEST AT GOOD SHEPHERD CRT,English Separate,0.0030716005740109445
891,SPADINA RD AT DAVENPORT RD,Private,0.0008961815389420015
892,EGLINTON AVE EAST AT IONVIEW RD,Private,0.004253502063008931
893,COSBURN AVE AT WOODBINE AVE,English Separate,0.0026234020646014673
894,JANE ST AT ST CLAIR AVE WEST,English Public,0.001896549725452977
895,BELFIELD RD AT MARTIN GROVE RD,Private,0.0044254224283511055
896,CARLINGVIEW DR AT DIXON RD,Private,0.02504784162838765
897,VICTORIA PARK AVE AT DEANVAR AVE SOUTH SIDE,English Public,0.004330518438916487
898,SCARLETT RD AT EGLINTON AVE WEST,English Public,0.00685663258873582
899,GERRARD ST EAST AT CLONMORE DR,Private,0.005228416347118288
900,PHARMACY AVE AT DEWEY DR,English Public,0.0016876109925975005
901,CHURCH ST AT UPHILL AVE,English Public,0.0025921116116807037
902,SHEPPARD AVE WEST AT MAGELLAN DR,English Separate,0.004267438415363686
903,COLLEGE ST AT MCCAUL ST,English Public,0.0015238812574311107
904,WOODBINE AVE AT EASTWOOD RD,English Public,0.002425794562181153
905,EGLINTON AVE EAST AT SUTHERLAND DR,English Public,0.002956706847120895
906,BRIMLEY RD AT STEELES AVE EAST NORTH SIDE,English Public,0.005110348385787147
907,STEELES AVE EAST AT WALKWAY TO SCOVILLE SQ,English Public,0.003422902686214142
908,KENNEDY RD AT LAWRENCE AVE EAST,English Public,0.0038703633077303064
909,WARDEN AVE AT MINFORD AVE NORTH SIDE,English Public,0.0025628005609610706
910,111 CACTUS AVE,English Public,0.0019777421635075927
911,VICTORIA PARK AVE AT SWANWICK AVE,English Public,0.0018177022699245708
912,DANFORTH AVE AT GREENWOOD AVE,English Public,0.002203286794703518
913,GUILDWOOD PKWY AT PRINCE PHILLIP BLVD,English Separate,0.0048664453882587425
914,DONLANDS AVE AT WOLVERTON AVE,English Public,0.005026382288989812
915,WARDEN AVE AT STEELES AVE EAST,English Public,0.006536992021931248
916,CALEDONIA RD AT CARTWRIGHT AVE,Private,0.005645856021817913
917,MORNINGSIDE AVE AT MILNER AVE,Private,0.002327484523384488
918,PRITCHARD AVE AT JANE ST EAST SIDE,English Public,0.001312041950287971
919,BAYVIEW AVE AT BYNG AVE NORTH SIDE,English Public,0.0039415411135355575
920,MAPLE LEAF DR AT ROADWAY TO 290-300 QUEENS DR APARTMENTS,English Separate,0.00638932475479357
921,DUNDAS ST WEST AT HURON ST,English Public,0.0024274002971718823
922,BINGHAM LOOP,English Separate,0.0030140184400480816
923,PHARMACY AVE AT STELLARTON RD,English Separate,0.003699738138339195
924,LAWRENCE AVE EAST AT MCCOWAN RD,Private,0.004339724465968674
925,VAUGHAN RD AT MAPLEWOOD AVE SOUTH SIDE,Private,0.003911327492719949
926,ELLESMERE RD AT DUNDALK DR WEST SIDE,English Public,0.003592995476320233
927,KENNEDY RD AT CORNWALLIS DR SOUTH SIDE,English Public,0.004155528508085126
928,OPPOSITE 2791 VICTORIA PARK AVE,English Separate,0.0014720560186850995
929,MORNINGSTAR DR AT COLLETT RD,English Separate,0.035570542364499066
930,LAWRENCE AVE WEST AT VIA BAGNATO,English Separate,0.0014950731904657443
931,LAMBTON AVE AT GUESTVILLE AVE,English Separate,0.0008582471428755914
932,MT PLEASANT RD AT LAWRENCE CRES,English Public,0.005336410824803254
933,LAWRENCE AVE WEST AT MARLEE AVE WEST SIDE,English Separate,0.004843545852755988
934,YONGE ST AT IRWIN AVE,Private,0.001983583361358295
935,ST CLAIR AVE WEST AT AVENUE RD EAST SIDE,English Public,0.0018051127782666588
936,ROYAL YORK RD AT CASTLEBAR RD SOUTH SIDE,English Public,0.0019096242190855468
937,ROSELAWN AVE AT CHAPLIN CRES,English Public,0.0037883061068589526
938,COSBURN AVE AT TODMORDEN LANE,English Public,0.0034291614507881672
939,MARKHAM RD AT HIGHGLEN AVE,English Public,0.029700051092981482
940,ORMSKIRK AVE AT RIPLEY AVE EAST SIDE,English Public,0.004590952742583355
941,CARLAW AVE AT DUNDAS ST EAST,English Public,0.004725933787904224
942,WARDEN AVE AT WALKWAY TO SEAGRAVE CRES,English Public,0.004038961283657433
943,DIXON RD AT CHETTA PL,English Public,0.002031095418537761
944,BIRCHMOUNT RD AT CANADIAN RD,Private,0.003373059528949365
945,LESLIE ST AT EGLINTON AVE EAST,Private,0.012624787309585456
946,44 MILNER AVE,English Public,0.002504836274884069
947,BAYVIEW AVE AT BYNG AVE SOUTH SIDE,English Public,0.004059455277950724
948,YORK MILLS RD AT BANBURY RD (EAST),French Public,0.006339634120557657
949,BRIMLEY RD AT WALKWAY TO GOLDHAWK TRAIL,English Public,0.004530618811855915
950,ALBION RD AT BEAUMONDE HEIGHTS PARK WEST SIDE,English Public,0.004051874256665824
951,RUNNYMEDE RD AT GLENWOOD AVE,English Public,0.001749053581784275
952,3636 WESTON RD,English Public,0.011514850255025424
953,GARY DR AT LANGSIDE AVE,English Public,0.0007937736818700327
954,SUMMERHILL AVE AT MACLENNAN AVE,English Public,0.0015956614321922737
955,BIRCHMOUNT RD AT RALEIGH AVE,English Public,0.005582519847745245
956,LESMILL RD AT YORK MILLS RD NORTH SIDE,Private,0.0039594774026231955
957,ERINGATE DR AT SANCTBURY PL,English Separate,0.004022360500501155
958,MARKLAND DR (WEST) AT BLOOR ST WEST NORTH SIDE,English Public,0.005011731340907605
959,YORK MILLS RD AT BAYVIEW AVE,Private,0.00643943069606065
960,MACLENNAN AVE AT DOUGLAS DR,English Public,0.0024182446880880214
961,ANNETTE ST AT DURIE ST,English Separate,0.0036910854589791422
962,STEELES AVE WEST AT PETROLIA RD,Private,0.004688299018216372
963,KEELE ST AT SIR WILLIAM HEARST AVE,English Separate,0.006554226230023998
964,KINGSTON RD AT BIRCHCLIFF AVE,English Public,0.0009830856508701263
965,PHARMACY AVE AT COMSTOCK RD,English Public,0.003066958250343859
966,TAPSCOTT RD AT LIGHTHALL CRES NORTH SIDE,English Public,0.00398366357172102
967,ST CLAIR AVE WEST AT BATHURST ST,Private,0.001960549933449858
968,GLENCAIRN AVE AT GLENMOUNT AVE,Private,0.002523677306679035
969,NUGGET AVE AT MARKHAM RD WEST SIDE,Private,0.0005533274991559724
970,THE BRIDLE WALK AT MAJOR MACKENZIE DR EAST,Private,0.07644746357866701
971,BLOOR ST WEST AT BRUNSWICK AVE,Private,0.003264417521032008
972,JANE ST AT YEWTREE BLVD NORTH SIDE,English Separate,0.002383403494407116
973,MORTIMER AVE AT WOODYCREST AVE,None,0.004666558811437147
974,CHAPLIN CRES AT ORIOLE PKWY,Private,0.006046138512801901
975,SOUTHWOOD DR AT WILLIAMSON RD,English Public,0.0010663765137590747
976,NUGGET AVE AT MCCOWAN RD,Private,0.0010760585512942628
977,FINCH AVE EAST AT BIRCHMOUNT RD,English Separate,0.003864049485793713
978,COXWELL AVE AT SPRINGDALE BLVD,English Public,0.0034542127090008727
979,QUEENS QUAY/FERRY DOCKS STATION,Private,0.008737857805876575
980,MCNICOLL AVE AT BOXDENE AVE,English Separate,0.003372381546580245
981,FLEMINGTON RD AT BLOSSOMFIELD DR NORTH SIDE,English Public,0.0033230616981393757
982,COSBURN AVE AT ROOSEVELT RD EAST SIDE,English Public,0.0006041070961623085
983,THE WESTWAY AT MARTIN GROVE RD EAST SIDE,English Public,0.00334220970079637
984,ISLINGTON AVE AT BEAUMONDE HEIGHTS DR NORTH SIDE,English Public,0.007064769634366972
985,MARTIN GROVE RD AT SILVERSTONE DR,English Public,0.0027315531559520484
986,MARKHAM RD AT PROGRESS AVE,Private,0.005227391038770747
987,EGLINTON AVE EAST AT ROSEMOUNT DR,English Public,0.006501874497250743
988,FAYWOOD BLVD AT ALMORE AVE,Private,0.0006319239119752177
989,JESMOND AVE AT CEDRIC AVE,English Public,0.0012705248242346333
990,MORTIMER AVE AT WOODYCREST AVE,English Separate,0.004860890676715015
991,COLLEGE ST AT BATHURST ST,English Public,0.0016166704024816513
992,KIPLING AVE AT NORTH HEIGHTS RD,English Separate,0.004239223653911009
993,WESTON RD AT HABITANT DR,English Public,0.0031410862535283133
994,OPPOSITE 2001 EGLINTON AVE EAST,Private,0.00217443288012679
995,STEELES AVE EAST AT WALKWAY TO JOYCEDALE ST,English Public,0.012319045199240677
996,4325 MCCOWAN RD (MILLIKEN PARK REC CENTRE),English Public,0.005190333721451154
997,THE EAST MALL AT YARN RD,English Public,0.0027033899240208573
998,VAUGHAN RD AT OAKWOOD AVE EAST SIDE,Private,0.0009252127866714134
999,DANFORTH AVE AT MONARCH PARK AVE,English Separate,0.00440083022699585
1000,NORELCO DR AT ORMONT DR,English Public,0.008559514783851342
1001,DAVENPORT RD AT OSSINGTON AVE EAST SIDE,English Public,0.0023788839136418857
1002,AIRPORT RD AT DERRY RD EAST NORTH SIDE,English Separate,0.03425781438135525
1003,SENTINEL RD AT FOUNTAINHEAD RD NORTH SIDE,English Separate,0.003349821232246011
1004,KING ST EAST AT ONTARIO ST,English Public,0.00231127469697005
