,stop_name,FTH_FAITH,dist
7728,ALBION RD AT STEINWAY BLVD,Christian,5233000.662182911
7729,MT PLEASANT RD AT RANLEIGH AVE NORTH SIDE,Christian,5233000.741543445
7730,KIPLING AVE AT BURNHAMTHORPE RD,Christian,5233000.779205786
7731,MIDLAND AVE AT MONTGOMERY AVE,Christian,5233000.712638655
7732,YONGE ST AT SOUDAN AVE,Christian,5233000.765638849
7733,MILL ST AT PARLIAMENT ST,Christian,5233000.826883462
7734,150 CULFORD RD,Christian,5233000.740961493
7735,JANE ST AT ST JOHNS RD,Christian,5233000.781826287
7736,BROADVIEW AVE AT WOLFREY AVE,Christian,5233000.805177596
7737,MT PLEASANT RD AT DAVISVILLE AVE,Christian,5233000.7718828935
7738,VARNA DR AT RANEE AVE,Christian,5233000.734286869
7739,YONGE ST AT WILSON AVE (YORK MILLS STATION),Christian,5233000.724353658
7740,WOODBINE BEACH LOOP AT LAKE SHORE BLVD EAST,Christian,5233000.828256472
7741,BATHURST ST AT CEDARCROFT BLVD SOUTH SIDE,Christian,5233000.676326318
7742,KIPLING AVE AT THE QUEENSWAY NORTH SIDE,Christian,5233000.81128994
7743,COXWELL AVE AT PLAINS RD,Christian,5233000.79192489
7744,NEILSON RD AT OAKMEADOW BLVD (NORTH),Christian,5233000.730305796
7745,REXDALE BLVD AT PRECISION RD,Christian,5233000.703800981
7746,CARPENTER RD AT STEELES AVE WEST,Christian,5233000.667773345
7747,MIDDLEFIELD RD AT NEWMILL GATE,Christian,5233000.684528351
7748,GREENWOOD AVE AT TORBRICK RD,Christian,5233000.810301623
7749,YONGE BLVD AT RIDLEY BLVD,Christian,5233000.729847133
7750,1222 PHARMACY AVE,Christian,5233000.746842625
7751,KIPLING AVE AT BYWOOD DR,Christian,5233000.772775244
7752,WOODBINE AVE AT O'CONNOR DR,Christian,5233000.790337641
7753,PENWORTH RD AT PHARMACY AVE,Christian,5233000.729336397
7754,BROWN'S LINE AT FINSBURY CRES,Christian,5233000.822863841
7755,150 DYNAMIC DR,Christian,5233000.684263291
7756,DON MILLS RD AT SHEPPARD AVE EAST NORTH SIDE,Christian,5233000.7097659465
7757,BIRCHMOUNT RD AT HUNTINGWOOD DR NORTH SIDE,Christian,5233000.707130631
7758,YONGE ST AT BYNG AVE,Christian,5233000.691261417
7759,JUDSON ST AT MAGNIFICENT RD,Christian,5233000.823281888
7760,DUFFERIN ST AT HUNTER AVE,Christian,5233000.761047477
7761,PROGRESS AVE AT MIDLAND AVE,Christian,5233000.731981549
7762,DUNDAS ST WEST AT GILMOUR AVE,Christian,5233000.781254556
7763,OPPOSITE 25 ST DENNIS DR,Christian,5233000.769180047
7764,LAWRENCE AVE EAST AT CHARLOTTETOWN BLVD WEST SIDE,Christian,5233000.761348893
7765,O'CONNOR DR AT ST CLAIR AVE EAST NORTH SIDE,Christian,5233000.786390306
7766,EVANS AVE AT SHELDON AVE WEST SIDE,Christian,5233000.815756798
7767,MIDLAND AVE AT ARTILLERY ST,Christian,5233000.682787755
7768,CACTUS AVE AT HOMEWOOD AVE,Christian,5233000.675328068
7769,LAWRENCE AVE EAST AT BELLAMY RD NORTH,Christian,5233000.756827826
7770,BATHURST ST AT GLENCAIRN AVE,Christian,5233000.749404181
7771,MARKHAM RD AT VERNE CRES,Christian,5233000.7187399985
7772,COLLEGE ST AT GRACE ST,Christian,5233000.808231571
7773,EAST AVE AT GOLDERS GREEN AVE,Christian,5233000.757634072
7774,LESMILL RD AT YORK MILLS RD,Christian,5233000.7285679905
7775,DANFORTH AVE AT PATRICIA DR,Christian,5233000.805987087
7776,YORKLAND BLVD (NORTH) AT YORKLAND RD EAST SIDE,Christian,5233000.715501547
7777,DON MILLS RD AT GATEWAY BLVD,Christian,5233000.771639786
7778,EGLINTON AVE WEST AT GABIAN WAY,Christian,5233000.758978088
7779,HUNTINGWOOD DR AT CROCKAMHILL DR WEST SIDE,Christian,5233000.706090164
7780,YONGE ST AT PATRICIA AVE,Christian,5233000.677429535
7781,DUPONT ST AT OSSINGTON AVE WEST SIDE,Christian,5233000.789685974
7782,ROGERS RD AT DUFFERIN ST,Christian,5233000.770723689
7783,EGLINTON AVE EAST AT PHARMACY AVE EAST SIDE,Christian,5233000.771407801
7784,CACTUS AVE AT DREWRY AVE NORTH SIDE,Christian,5233000.679140326
7785,CROW TRAIL AT TUNMEAD SQ,Christian,5233000.706371212
7786,PHARMACY AVE AT SURREY AVE,Christian,5233000.758792701
7787,WESTON RD AT NORTHLAND AVE,Christian,5233000.769589662
7788,KENNEDY RD AT SHEPPARD AVE EAST,Christian,5233000.718312113
7789,KEELE ST AT WILSON AVE SOUTH SIDE,Christian,5233000.722109435
7790,ST PHILLIPS RD AT RIVERVIEW HEIGHTS,Christian,5233000.730888111
7791,DRIFTWOOD AVE AT YORKWOODS GATE,Christian,5233000.689232027
7792,OPPOSITE 6807 STEELES AVE WEST,Christian,5233000.658944198
7793,MCCOWAN RD AT EGLINTON AVE EAST,Christian,5233000.774456864
7794,DUNDAS ST WEST AT UNIVERSITY AVE (ST PATRICK STATION),Christian,5233000.8156082295
7795,STEELES AVE EAST AT BATHURST ST,Christian,5233000.667573062
7796,BATHURST ST AT CLAXTON BLVD SOUTH SIDE,Christian,5233000.77657705
7797,LESLIE ST AT TALWOOD DR (SOUTH),Christian,5233000.743511811
7798,SHEPPARD AVE EAST AT KINGSTON RD,Christian,5233000.739951292
7799,VICTORIA PARK AVE AT PEARD RD,Christian,5233000.785727978
7800,2825 ISLINGTON AVE,Christian,5233000.677358599
7801,MAPLE AVE AT GLEN RD EAST SIDE,Christian,5233000.799672026
7802,YORK MILLS RD AT DON MILLS RD,Christian,5233000.728939829
7803,ISLINGTON AVE AT BARKER AVE,Christian,5233000.695312732
7804,STEELES AVE WEST AT STEINWAY BLVD,Christian,5233000.658724673
7805,7303 WARDEN AVE,Christian,5233000.662635444
7806,YONGE ST AT LAWRENCE AVE WEST (LAWRENCE STATION),Christian,5233000.743890477
7807,ST CLAIR AVE EAST AT JEANETTE ST,Christian,5233000.790252264
7808,LESLIE ST AT TALWOOD DR (NORTH),Christian,5233000.740595098
7809,OLD WESTON RD AT ROGERS RD,Christian,5233000.768733803
7810,LAWRENCE AVE EAST AT KENNEDY RD WEST SIDE,Christian,5233000.753985312
7811,AIRPORT RD AT SILVER DART DR,Christian,5233000.712614579
7812,BRENYON WAY AT SEWELLS RD SOUTH SIDE,Christian,5233000.714065356
7813,EGLINTON AVE EAST AT THERMOS RD,Christian,5233000.771928794
7814,SCARLETT RD AT ELLINS AVE,Christian,5233000.770066947
7815,OSSINGTON AVE AT SALVADOR ALLENDE CRT SOUTH SIDE,Christian,5233000.788116438
7816,MAIN ST AT GERRARD ST EAST,Christian,5233000.810923201
7817,GERRARD ST EAST AT NORWOOD RD,Christian,5233000.81063063
7818,WOODBINE AVE AT KINGSTON RD,Christian,5233000.818538396
7819,ISLINGTON AVE AT RESOURCES RD NORTH SIDE,Christian,5233000.7207287
7820,RONCESVALLES AVE AT GARDEN AVE,Christian,5233000.810724614
7821,SENLAC RD AT ELMHURST AVE,Christian,5233000.704535572
7822,WESTON RD AT JANE ST,Christian,5233000.750755026
7823,MCCOWAN RD AT OPPOSITE WOODSIDE SQUARE MALL,Christian,5233000.697541718
7824,MARTIN GROVE RD AT SABINE RD,Christian,5233000.758732307
7825,HUNTINGWOOD DR AT HARFLEUR RD,Christian,5233000.707520052
7826,GULLIVER RD AT CULFORD RD,Christian,5233000.748887972
7827,THE BRIDLE PATH AT SUNCREST DR NORTH SIDE,Christian,5233000.753616728
7828,BRENYON WAY AT WALKWAY TO LOWRY SQ,Christian,5233000.719696883
7829,SOUTH KINGSWAY AT RIPLEY AVE,Christian,5233000.810157311
7830,EASTDALE AVE AT GOODWOOD PARK CRES NORTH SIDE,Christian,5233000.8001886895
7831,PRITCHARD AVE AT MOULD AVE,Christian,5233000.773993122
7832,CUMMER AVE AT WILLOWDALE AVE,Christian,5233000.680846748
7833,LAWRENCE AVE EAST AT CANLISH RD EAST SIDE,Christian,5233000.75387222
7834,BRIMLEY RD AT FRASERTON GATE,Christian,5233000.760589141
7835,LAWRENCE AVE WEST AT BROOKHAVEN DR WEST SIDE,Christian,5233000.7390751485
7836,BIRCHMOUNT RD AT DULVERTON RD NORTH SIDE,Christian,5233000.752234443
7837,PARKVIEW HILL CRES AT ALDER RD,Christian,5233000.785006418
7838,THE WESTWAY AT SUN ROW DR,Christian,5233000.742091802
7839,PASSMORE AVE AT STATE CROWN BLVD,Christian,5233000.682044376
7840,EGLINTON AVE WEST AT EDEN VALLEY DR,Christian,5233000.752167675
7841,LESLIE ST AT LAKE SHORE BLVD EAST,Christian,5233000.826944363
7842,O'CONNOR DR AT AMSTERDAM AVE WEST SIDE,Christian,5233000.779926259
7843,LORD SEATON RD AT THE LINKS RD,Christian,5233000.717774701
7844,CUMMER AVE AT SNOWCREST AVE (WEST),Christian,5233000.681819433
7845,TAPSCOTT RD AT BLACKWELL AVE,Christian,5233000.714471002
7846,WILSON AVE AT BELGRAVE AVE,Christian,5233000.725032911
7847,MARLEE AVE AT STAYNER AVE,Christian,5233000.752233098
7848,JANE ST AT FINCH AVE WEST NORTH SIDE,Christian,5233000.682179992
7849,77 PROGRESS AVE,Christian,5233000.732590891
7850,DUNDAS ST WEST AT ACORN AVE,Christian,5233000.792958872
7851,YORK MILLS RD AT FENN AVE,Christian,5233000.72653247
7852,FINCHDENE SQ (NORTH) AT FINCHDENE SQ (WEST) EAST SIDE,Christian,5233000.695643871
7853,HARBORD ST AT SPADINA AVE,Christian,5233000.804018703
7854,LAWRENCE AVE EAST AT BEN STANTON BLVD,Christian,5233000.756431074
7855,PAPE AVE AT COSBURN AVE,Christian,5233000.79251524
7856,PHARMACY AVE AT ST CLAIR AVE EAST,Christian,5233000.787900843
7857,LESMILL RD AT VALLEYBROOK DR,Christian,5233000.725097063
7858,PHARMACY AVE AT ST BEDES RD,Christian,5233000.793744038
7859,PRINCESS MARGARET BLVD AT DORNOCH DR,Christian,5233000.759679014
7860,DIXON RD AT KELFIELD ST,Christian,5233000.731752105
7861,LAWRENCE AVE WEST AT JEDBURGH RD,Christian,5233000.743821536
7862,KEELE ST AT THE POND RD SOUTH SIDE,Christian,5233000.675154595
7863,BURNHAMTHORPE RD AT ROYALAVON CRES WEST SIDE,Christian,5233000.780496656
7864,OAKWOOD AVE AT EARLSDALE AVE,Christian,5233000.772950549
7865,OPPOSITE 1700 WILSON AVE (SHERIDAN MALL),Christian,5233000.720011706
7866,DON MILLS RD AT GRAYDON HALL DR,Christian,5233000.723451805
7867,LAWSON RD AT IRVINE RD EAST SIDE,Christian,5233000.75017874
7868,180 CALEDONIA RD,Christian,5233000.7731756
7869,HARBORD ST AT OSSINGTON AVE EAST SIDE,Christian,5233000.802578828
7870,EGLINTON AVE WEST AT GLENHAVEN ST WEST SIDE,Christian,5233000.758785231
7871,THE QUEENSWAY AT KIPLING AVE,Christian,5233000.811588576
7872,VICTORIA PARK AVE AT LANSING SQ,Christian,5233000.718429606
7873,ISLINGTON AVE AT EGLINTON AVE WEST,Christian,5233000.751511815
7874,DUNDAS ST WEST AT ROYAL YORK RD,Christian,5233000.778067186
7875,COSBURN AVE AT WOODMOUNT AVE,Christian,5233000.794093235
7876,NEILSON RD AT ELLESMERE RD,Christian,5233000.740479282
7877,WOODSWORTH RD AT HOPPERTON DR (WEST),Christian,5233000.713574801
7878,BELLAMY RD NORTH AT BURNVIEW CRES SOUTH SIDE,Christian,5233000.760917941
7879,NORFINCH DR AT STEELES AVE WEST,Christian,5233000.66393137
7880,34 MOORE PARK AVE,Christian,5233000.673152249
7881,RATHBURN RD AT RENFORTH DR WEST SIDE,Christian,5233000.7682428975
7882,MIDDLEFIELD RD AT RICHMOND PARK BLVD,Christian,5233000.695641029
7883,BURNHAMTHORPE RD AT ROYALAVON CRES,Christian,5233000.780585091
7884,PHARMACY AVE AT NANCY AVE,Christian,5233000.792112076
7885,EVANS AVE AT CREMORNE AVE,Christian,5233000.818497652
7886,QUEEN ST EAST AT CAROLINE AVE,Christian,5233000.822586301
7887,BLOOR ST WEST AT HIGH PARK AVE,Christian,5233000.796423389
7888,LAWRENCE AVE EAST AT WEXFORD BLVD,Christian,5233000.7526692785
7889,RATHBURN RD AT MARTIN GROVE RD,Christian,5233000.769286468
7890,LITTLES RD AT GRAYSON CRES (NORTH),Christian,5233000.709112728
7891,VICTORIA PARK AVE AT YORK MILLS RD SOUTH SIDE,Christian,5233000.730163626
7892,SHEPPARD AVE WEST AT SENLAC RD,Christian,5233000.706183092
7893,100 STEELES AVE WEST,Christian,5233000.668681712
7894,NORTH SERVICE RD AT EGLINTON AVE EAST,Christian,5233000.772560651
7895,SPADINA RD AT EGLINTON AVE WEST SOUTH SIDE,Christian,5233000.761923058
7896,MCNICOLL AVE AT WARDEN AVE,Christian,5233000.687133775
7897,FINCH AVE WEST AT KIPLING AVE WEST SIDE,Christian,5233000.678900886
7898,TOBA DR AT MONTRESSOR DR EAST SIDE,Christian,5233000.715913169
7899,CALVINGTON DR AT EXBURY RD,Christian,5233000.713972288
7900,COSBURN AVE AT BINSWOOD AVE WEST SIDE,Christian,5233000.793703624
7901,WESTON RD AT MAINSHEP RD NORTH SIDE,Christian,5233000.701826908
7902,ROGERS RD AT BICKNELL AVE,Christian,5233000.766849231
7903,YORK MILLS RD AT BANBURY RD (WEST),Christian,5233000.726940843
7904,DUNCAN MILL RD AT LESMILL RD,Christian,5233000.721261012
7905,DUNDAS ST WEST AT GLENLAKE AVE,Christian,5233000.793260076
7906,MORTIMER AVE AT WOODMOUNT AVE,Christian,5233000.798303964
7907,MARTIN GROVE RD AT SMITHFIELD PARK,Christian,5233000.6700779665
7908,O'CONNOR DR AT VICTORIA PARK AVE,Christian,5233000.771847343
7909,AIRPORT RD AT HIGHWAY 427 (ON RAMP),Christian,5233000.728665868
7910,FINCH AVE EAST AT VICTORIA PARK AVE,Christian,5233000.697085691
7911,JANE ST AT COLBECK ST NORTH SIDE,Christian,5233000.791190829
7912,HORNER AVE AT KIPLING AVE,Christian,5233000.82663156
7913,LESLIE ST AT BANNATYNE DR SOUTH SIDE,Christian,5233000.722723415
7914,YORK MILLS RD AT SCARSDALE RD,Christian,5233000.728390036
7915,FINCH AVE WEST AT KIPLING AVE,Christian,5233000.679222436
7916,KIPLING AVE AT MOUNT OLIVE DR,Christian,5233000.675115663
7917,PAPE AVE AT O'CONNOR DR,Christian,5233000.788391011
7918,YONGE ST AT RICHMOND ST WEST,Christian,5233000.820950372
7919,3015 KENNEDY RD,Christian,5233000.691575143
7920,ISLINGTON AVE AT THE QUEENSWAY,Christian,5233000.812032615
7921,LAWRENCE AVE EAST AT BAYVIEW AVE WEST SIDE,Christian,5233000.746493798
7922,FINCH AVE EAST AT DON MILLS RD,Christian,5233000.691585533
7923,BIRCHMOUNT RD AT MERRYFIELD DR,Christian,5233000.748514823
7924,KINGSTON RD AT CLAREMORE AVE,Christian,5233000.803742422
7925,ST DENNIS DR AT DEAUVILLE LANE,Christian,5233000.769267806
7926,GRANTBROOK ST AT CHARLTON BLVD,Christian,5233000.682067268
7927,SIGNET DR AT FENMAR DR,Christian,5233000.676010794
7928,138 OAKDALE RD,Christian,5233000.694174921
7929,JANE ST AT SHOREHAM DR,Christian,5233000.670934288
7930,MARTIN GROVE RD AT LONGBOURNE DR NORTH SIDE,Christian,5233000.743306522
7931,DAVENPORT RD AT SYMINGTON AVE WEST SIDE,Christian,5233000.782972421
7932,ST CLAIR AVE WEST AT DUFFERIN ST,Christian,5233000.778724684
7933,SWEENEY DR AT VICTORIA PARK AVE WEST SIDE,Christian,5233000.757703136
7934,KEELE ST AT CLEARVIEW HEIGHTS SOUTH SIDE,Christian,5233000.75527082
7935,LESLIE ST AT ELSA VINEWAY SOUTH SIDE,Christian,5233000.6928418
7936,CALEDONIA RD AT LESWYN RD,Christian,5233000.73600394
7937,KIPLING AVE AT JUTLAND RD NORTH SIDE,Christian,5233000.8050948
7938,BLOOR ST WEST AT INDIAN RD,Christian,5233000.796876957
7939,ISLINGTON AVE AT ELMHURST DR SOUTH SIDE,Christian,5233000.704918793
7940,MARKHAM RD AT SCRANTON RD,Christian,5233000.751737442
7941,CHESSWOOD DR AT CHAMPAGNE DR,Christian,5233000.686887325
7942,ROYAL YORK RD AT KING GEORGES RD,Christian,5233000.78750709
7943,SHEPPARD AVE EAST AT WASHBURN WAY,Christian,5233000.721557186
7944,EGLINTON AVE WEST AT NORTHCLIFFE BLVD,Christian,5233000.759997568
7945,YORK MILLS RD AT HARRISON RD,Christian,5233000.726418274
7946,CONCORDE PL AT CONCORDE PL CUL DE SAC,Christian,5233000.758877001
7947,HUNTINGWOOD DR AT PHARMACY AVE,Christian,5233000.711140025
7948,SHERBOURNE ST AT KING ST EAST,Christian,5233000.824493941
7949,BATHURST ST AT WELLINGTON ST WEST,Christian,5233000.823763531
7950,CALVINGTON DR AT DALSBY RD,Christian,5233000.7135808
7951,GERRARD ST EAST AT LOGAN AVE,Christian,5233000.815079618
7952,LAWRENCE AVE EAST AT GALLOWAY RD,Christian,5233000.758969199
7953,BLOOR ST WEST AT CLENDENAN AVE,Christian,5233000.796321162
7954,ISLINGTON AVE AT TITAN RD,Christian,5233000.804365718
7955,135 LA ROSE AVE,Christian,5233000.750838844
7956,SENLAC RD AT FINCH AVE WEST SOUTH SIDE,Christian,5233000.68745914
7957,ISLINGTON AVE AT CORDOVA AVE NORTH SIDE,Christian,5233000.785304238
7958,ISLINGTON AVE AT DEERFOOT RD,Christian,5233000.745977375
7959,250 FINCHDENE SQ,Christian,5233000.695822943
7960,WINEVA AVE AT QUEEN ST EAST,Christian,5233000.824267076
7961,EASTERN AVE AT KNOX AVE,Christian,5233000.824868233
7962,YONGE BLVD AT FELBRIGG AVE,Christian,5233000.730856161
7963,CLARK AVE WEST AT YORK HILL BLVD,Christian,5233000.656649871
7964,COLLEGE ST AT BROCK AVE,Christian,5233000.805763245
7965,KIPLING AVE AT BEAVERBROOK AVE,Christian,5233000.76735943
7966,MORTIMER AVE AT GREENWOOD AVE,Christian,5233000.796851319
7967,BIRCHMOUNT RD AT EXFORD DR,Christian,5233000.745336177
7968,BLOOR ST WEST AT FOREST VIEW RD EAST SIDE,Christian,5233000.788018815
7969,MIDDLEFIELD RD LOOP AT STEELES AVE EAST,Christian,5233000.673336953
7970,ROSELAWN AVE AT BATHURST ST,Christian,5233000.756909271
7971,STAINES RD AT MANTIS RD,Christian,5233000.699067775
7972,SCARLETT RD AT DIXON RD EAST SIDE,Christian,5233000.734150613
7973,JANE ST AT HANEY AVE,Christian,5233000.769195687
7974,WARDEN AVE AT BURN HILL RD,Christian,5233000.801281856
7975,CALVINGTON DR AT RODING ST,Christian,5233000.713978606
7976,QUEENS PLATE DR (WEST) AT TRIPLE CROWN AVE WEST SIDE,Christian,5233000.693517612
7977,WILSON AVE AT LADY YORK AVE,Christian,5233000.721739058
7978,MILITARY TRAIL AT GLADYS RD,Christian,5233000.747075362
7979,MCLEVIN AVE AT SEWELLS RD WEST SIDE,Christian,5233000.711177503
7980,KENNEDY RD AT PERTHSHIRE ST,Christian,5233000.690317177
7981,JONES AVE AT DUNDAS ST EAST,Christian,5233000.818735646
7982,DONLANDS AVE AT SAMMON AVE,Christian,5233000.798408721
7983,QUEEN ST EAST AT SUMACH ST,Christian,5233000.821457444
7984,YONGE ST AT MELROSE AVE,Christian,5233000.735918379
7985,SENLAC RD AT YORK CEMETERY,Christian,5233000.700166953
7986,HUMBER BLVD AT WESTON RD WEST SIDE,Christian,5233000.764200495
7987,LANSDOWNE AVE AT TYCOS DR,Christian,5233000.748940778
7988,2900 JANE ST,Christian,5233000.687342269
7989,KEELE ST AT FALSTAFF AVE NORTH SIDE,Christian,5233000.72776328
7990,CHURCH ST AT JANE ST,Christian,5233000.732151475
7991,PHARMACY AVE AT ARNALL AVE,Christian,5233000.683278124
7992,BURNHAMTHORPE RD AT ECHO VALLEY RD WEST SIDE,Christian,5233000.779128874
7993,6101 BATHURST ST,Christian,5233000.672360878
7994,BRIMLEY RD AT MANDARIN RD,Christian,5233000.788956932
7995,KEELE ST AT THE POND RD,Christian,5233000.675275825
7996,800 KIPLING AVE,Christian,5233000.802781338
7997,ISLINGTON AVE AT PRINCE GEORGE DR,Christian,5233000.7597546205
7998,MCCOWAN RD AT CARLTON RD,Christian,5233000.627776445
7999,OPPOSITE 60 PARK LANE CIR,Christian,5233000.749177607
8000,FAYWOOD BLVD AT ANSFORD AVE,Christian,5233000.721904865
8001,QUEEN ST EAST AT WINEVA AVE,Christian,5233000.824410083
8002,COMMANDER BLVD AT MCCOWAN RD,Christian,5233000.712766611
8003,THE BRIDLE PATH AT PARK LANE CIR,Christian,5233000.749143428
8004,PHARMACY AVE AT OPPOSITE WALKWAY TO ECCLESFIELD DR,Christian,5233000.681564383
8005,BERRY RD AT BELL MANOR DR,Christian,5233000.806024435
8006,VICTORIA PARK AVE AT IVORDALE CRES (NORTH),Christian,5233000.73792157
8007,CALEDONIA RD AT EGLINTON AVE WEST,Christian,5233000.759502542
8008,VICTORIA PARK AVE AT WINSTON AVE,Christian,5233000.8149510175
8009,DIXON RD AT CELESTINE DR,Christian,5233000.732513033
8010,AIRPORT RD AT JETLINER RD EAST SIDE,Christian,5233000.7281580055
8011,VICTORIA PARK AVE AT PARKWOODS VILLAGE DR,Christian,5233000.735212986
8012,CHARLOTTE ST AT OXLEY ST,Christian,5233000.822032449
8013,JOHN GARLAND BLVD AT MARTIN GROVE RD,Christian,5233000.688090016
8014,MARTIN GROVE RD AT DIXON RD,Christian,5233000.731576754
8015,SLOANE AVE AT WIGMORE DR,Christian,5233000.761228902
8016,SPADINA AVE AT DUNDAS ST WEST SOUTH SIDE,Christian,5233000.815291804
8017,OPPOSITE 210 MILNER AVE,Christian,5233000.725791859
8018,WESTON RD AT IMOGENE AVE,Christian,5233000.690477536
8019,MCCOWAN RD AT MILNER AVE,Christian,5233000.724238117
8020,BROADVIEW AVE AT WITHROW AVE,Christian,5233000.81059267
8021,1125 LESLIE ST NORTH SIDE,Christian,5233000.758201308
8022,BROWN'S LINE AT HORNER AVE SOUTH SIDE,Christian,5233000.825749037
8023,OPPOSITE 7303 WARDEN AVE,Christian,5233000.66248149
8024,QUEEN ST WEST AT BATHURST ST,Christian,5233000.818750899
8025,LAWRENCE AVE WEST AT GREER RD,Christian,5233000.74366877
8026,ROYALCREST RD AT CABERNET CIR,Christian,5233000.665601904
8027,CALEDONIA RD AT KEITH AVE,Christian,5233000.7616021475
8028,BIRCHMOUNT RD AT BERTRAND AVE,Christian,5233000.766802717
8029,MARKHAM RD AT 14TH AVE,Christian,5233000.6562552815
8030,BEECHGROVE DR AT BETHLEY DR SOUTH SIDE,Christian,5233000.766501696
8031,WILSON AVE AT DUBRAY AVE,Christian,5233000.721309407
8032,PORT UNION RD AT RAVINE PARK CRES NORTH SIDE,Christian,5233000.752268113
8033,MARTIN GROVE RD AT BETHRIDGE RD,Christian,5233000.714437284
8034,STEELES AVE EAST AT JEWELL ST,Christian,5233000.669398609
8035,LANSDOWNE AVE AT WHYTOCK AVE,Christian,5233000.802835674
8036,STEELES AVE WEST AT NEW WESTMINSTER DR,Christian,5233000.666919241
8037,GLENORCHY RD AT SUNCREST DR,Christian,5233000.753558346
8038,ISLINGTON AVE AT REXDALE BLVD NORTH SIDE,Christian,5233000.713159402
8039,MCNICOLL AVE AT EAGLE POINT RD,Christian,5233000.68702211
8040,BIRCHMOUNT RD AT TIMBERBANK BLVD,Christian,5233000.7001311835
8041,AVENUE RD AT COTTINGHAM ST,Christian,5233000.789192451
8042,YORK MILLS RD AT BANBURY RD (EAST),Christian,5233000.727476627
8043,VICTORIA PARK AVE AT INNISMORE CRES,Christian,5233000.76024837
8044,DUNDAS ST WEST AT POPLAR AVE,Christian,5233000.793366459
8045,TAPSCOTT RD AT MCNICOLL AVE,Christian,5233000.688679361
8046,YONGE ST AT WILLIAM CARSON CRES,Christian,5233000.721156109
8047,SCARLETT RD AT EAST DR,Christian,5233000.763402406
8048,SLOANE AVE AT ELVASTON DR,Christian,5233000.763682045
8049,MT PLEASANT RD AT MOORE AVE,Christian,5233000.779050455
8050,VAUGHAN RD AT ARLINGTON AVE EAST SIDE,Christian,5233000.771475009
8051,ROGERS RD AT BICKNELL AVE,Christian,5233000.766831787
8052,SPADINA AVE AT KING ST WEST,Christian,5233000.822586525
8053,DUPONT ST AT DAVENPORT RD,Christian,5233000.79153589
8054,KIPLING AVE AT SNARESBROOK DR,Christian,5233000.702813751
8055,EGLINTON AVE EAST AT MASON RD,Christian,5233000.774865982
8056,SUTHERLAND DR AT MILLWOOD RD,Christian,5233000.775184511
8057,WILLOWDALE AVE AT SHEPPARD AVE EAST NORTH SIDE,Christian,5233000.706792966
8058,EGLINTON AVE EAST AT VICTORIA PARK AVE EAST SIDE,Christian,5233000.771054129
8059,HOTSPUR RD AT BATHURST ST WEST SIDE,Christian,5233000.728088977
8060,WARDEN AVE AT ELLINGTON DR,Christian,5233000.740462532
8061,WARDEN AVE AT HYMUS RD,Christian,5233000.780389241
8062,PHARMACY AVE AT HOLSWADE RD SOUTH SIDE,Christian,5233000.777833512
8063,PAPE AVE AT COSBURN AVE,Christian,5233000.792768959
8064,GRANTBROOK ST AT DREWRY AVE SOUTH SIDE,Christian,5233000.6798843695
8065,PHARMACY AVE AT CORINTHIAN BLVD (SOUTH) SOUTH SIDE,Christian,5233000.703065498
8066,VARSITY RD AT BRALORNE CRES,Christian,5233000.780366924
8067,LAWSON RD AT BRUMWELL ST,Christian,5233000.750400448
8068,RAILSIDE RD AT CODECO CRT WEST SIDE,Christian,5233000.753352027
8069,EGLINTON AVE EAST AT BRENTCLIFFE RD,Christian,5233000.765548525
8070,ROCKCLIFFE BLVD AT CORBETT AVE,Christian,5233000.773076126
8071,NIGHTSTAR RD AT CRANBERRY DR,Christian,5233000.694122515
8072,PHARMACY AVE AT PACHINO BLVD SOUTH SIDE,Christian,5233000.731408215
8073,MARLEE AVE AT ELWAY CRT,Christian,5233000.745118173
8074,FINCH AVE WEST AT MILADY RD,Christian,5233000.679773946
8075,WARDEN AVE AT ST CLAIR AVE EAST,Christian,5233000.789277598
8076,STEELES AVE EAST AT ESNA PARK DR,Christian,5233000.672839201
8077,WOODBINE AVE AT CORLEY AVE,Christian,5233000.815773777
8078,3377 BAYVIEW AVE,Christian,5233000.676790144
8079,KIPLING AVE AT GRACEY BLVD,Christian,5233000.743980742
8080,WILLOWDALE AVE AT HILLCREST AVE,Christian,5233000.7009669505
8081,RAILSIDE RD (WEST) AT LAWRENCE AVE EAST,Christian,5233000.74972121
8082,WESTON RD AT COULTER AVE,Christian,5233000.730625196
8083,THORNCLIFFE PARK DR AT MILEPOST PL,Christian,5233000.779734029
8084,OSSINGTON AVE AT HARBORD ST SOUTH SIDE,Christian,5233000.802760615
8085,CARRIER DR AT DANSK CRT,Christian,5233000.669998955
8086,DON MILLS RD AT KERN RD,Christian,5233000.734478164
8087,LAWRENCE AVE EAST AT LESLIE ST,Christian,5233000.747305139
8088,MILNER AVE AT PROGRESS AVE EAST SIDE,Christian,5233000.725838652
8089,COXWELL AVE AT FAIRFORD AVE,Christian,5233000.813515057
8090,LANSDOWNE AVE AT RIDEAU AVE SOUTH SIDE,Christian,5233000.810348209
8091,BRIMLEY RD AT FINCH AVE EAST,Christian,5233000.699103842
8092,EGLINTON AVE WEST AT OLD PARK RD,Christian,5233000.760815385
8093,RATHBURN RD AT RENFORTH DR,Christian,5233000.76852467
8094,DANFORTH RD AT SEMINOLE AVE NORTH SIDE,Christian,5233000.763674142
