,stop_name,FTH_FAITH,dist
1922,ISLINGTON AVE AT LEDUC DR SOUTH SIDE,Christian,5233000.710018551
1923,SIGNET DR AT FINCH AVE WEST SOUTH SIDE,Christian,5233000.682116014
1924,DON MILLS RD AT FARMCOTE RD NORTH SIDE,Christian,5233000.7366814595
1925,KINGSTON RD AT WHITECAP BLVD EAST SIDE,Christian,5233000.782843214
1926,DUNDAS ST EAST AT SHERBOURNE ST,Christian,5233000.816715105
1927,ELLESMERE RD AT DOLLY VARDEN BLVD,Christian,5233000.739506551
1928,THE EAST MALL AT WEST DEANE PARK DR SOUTH SIDE,Christian,5233000.7637152765
1929,SHEPPARD AVE EAST AT SCUNTHORPE RD,Christian,5233000.720822594
1930,BERMONDSEY RD AT SUNRISE AVE,Christian,5233000.7755716005
1931,THE QUEENSWAY AT HOLBROOKE AVE,Christian,5233000.81287529
1932,WELLESLEY ST EAST AT JARVIS ST,Christian,5233000.807105929
1933,YONGE ST AT CASTLEFIELD AVE,Christian,5233000.757818512
1934,SCARLETT RD AT SCARLETTWOOD CRT NORTH SIDE,Christian,5233000.74479793
1935,VICTORIA PARK AVE AT RUSCICA DR,Christian,5233000.759950589
1936,REXDALE BLVD AT FROST ST,Christian,5233000.713606349
1937,PARKSIDE DR AT GEOFFREY ST,Christian,5233000.805464724
1938,ROGERS RD AT CALEDONIA RD,Christian,5233000.769978747
1939,KIPLING AVE AT TORLAKE CRES (SOUTH),Christian,5233000.821978879
1940,RANGOON RD AT ERINGATE DR,Christian,5233000.758614758
1941,MARTIN GROVE RD AT PORTERFIELD RD,Christian,5233000.698790544
1942,EASTDALE AVE AT SECORD AVE,Christian,5233000.801648518
1943,STEELES AVE EAST AT WILLOWDALE AVE,Christian,5233000.669256072
1944,WILLOWDALE AVE AT FINCH AVE EAST,Christian,5233000.688173553
1945,OPPOSITE 4355-4363 JANE ST,Christian,5233000.675784627
1946,WYNFORD DR AT WYNFORD HEIGHTS CRES SOUTH SIDE,Christian,5233000.762744239
1947,ROCKCLIFFE BLVD AT LAMBTON AVE,Christian,5233000.761848053
1948,WESTON RD AT ROGERS RD,Christian,5233000.766825684
1949,CARLTON ST AT SHERBOURNE ST,Christian,5233000.811471031
1950,VAUGHAN RD AT ARLINGTON AVE,Christian,5233000.77132042
1951,THE LINKS RD AT LORD SEATON RD,Christian,5233000.718013963
1952,LAWRENCE AVE WEST AT PIMLICO RD WEST SIDE,Christian,5233000.739776318
1953,NEILSON RD AT OAKMEADOW BLVD (NORTH),Christian,5233000.730132704
1954,LAWRENCE AVE EAST AT BARRYMORE RD,Christian,5233000.755853798
1955,THE WESTWAY AT BROUGHAM CRES,Christian,5233000.741704259
1956,KINGSTON RD AT MIDLAND AVE WEST SIDE,Christian,5233000.7983126035
1957,EAST AVE AT TUDOR GLEN CRES,Christian,5233000.751909868
1958,COLLEGE ST AT BEVERLEY ST,Christian,5233000.809850707
1959,DUNDAS ST EAST AT ONTARIO ST,Christian,5233000.816968693
1960,SCARLETT RD AT EILEEN AVE,Christian,5233000.773431515
1961,EGLINTON AVE EAST AT HOYLE AVE,Christian,5233000.76418659
1962,EVANS AVE AT TREEVIEW DR,Christian,5233000.816388974
1963,COXWELL AVE AT QUEEN ST EAST,Christian,5233000.823848087
1964,NORFINCH DR AT FINCH AVE WEST,Christian,5233000.681886665
1965,PHARMACY AVE AT EGLINTON AVE EAST,Christian,5233000.770824778
1966,MORNINGVIEW TRAIL AT LITTLES RD,Christian,5233000.710553587
1967,LAWRENCE AVE EAST AT MCCOWAN RD SCARBOUROUGH GENERAL HOSPITAL,Christian,5233000.756236143
1968,3480 MCNICOLL AVE,Christian,5233000.689052511
1969,BROWN'S LINE AT JELLICOE AVE,Christian,5233000.831178232
1970,SENLAC RD AT ELLERSLIE AVE,Christian,5233000.695569075
1971,WESTON RD AT CORAL GABLE DR,Christian,5233000.698101561
1972,HUNTINGWOOD DR AT WARDEN AVE,Christian,5233000.709900136
1973,RUNNYMEDE RD AT BLOOR ST WEST NORTH SIDE,Christian,5233000.795608275
1974,FINCH AVE EAST AT CHEROKEE BLVD,Christian,5233000.695299751
1975,MARKHAM RD AT EDWARD JEFFREYS AVE,Christian,5233000.6150549
1976,DON MILLS RD AT CLOCK TOWER RD,Christian,5233000.75052519
1977,KIPLING AVE AT WINGROVE HILL,Christian,5233000.775869879
1978,PROGRESS AVE AT BRIMLEY RD,Christian,5233000.732557345
1979,WILSON AVE AT RIDGE RD EAST SIDE,Christian,5233000.721112031
1980,CRESCENT RD AT MT PLEASANT RD,Christian,5233000.795159477
1981,OPPOSITE 715 MILNER AVE (HONDA PLANT-EAST ENTRANCE),Christian,5233000.726477978
1982,DONLANDS AVE AT MORTIMER AVE,Christian,5233000.796799764
1983,STEELES AVE WEST AT GERRY FITZGERALD DR,Christian,5233000.666196312
1984,124 MILNER AVE,Christian,5233000.727119225
1985,JANE ST AT GILTSPUR DR NORTH SIDE,Christian,5233000.705772746
1986,GLENCAIRN STATION,Christian,5233000.748748649
1987,TOURNAMENT DR AT THE LINKS RD,Christian,5233000.719556174
1988,PINE ST AT LAWRENCE AVE WEST,Christian,5233000.739118442
1989,EGLINTON AVE WEST AT BICKNELL AVE EAST SIDE (YORK CIVIC CTR),Christian,5233000.758594937
1990,SHEPPARD AVE EAST AT GREENBRIAR RD,Christian,5233000.708006754
1991,BIRCHMOUNT RD AT RANSTONE GARDENS,Christian,5233000.763093084
1992,WARDEN AVE AT DANUBE DR,Christian,5233000.754731472
1993,OPPOSITE 3689 WESTON RD,Christian,5233000.6698031565
1994,NUGGET AVE AT SHORTING RD,Christian,5233000.715218061
1995,LAIRD DR AT COMMERCIAL RD NORTH SIDE,Christian,5233000.77026683
1996,FINCH AVE EAST AT AU LARGE BLVD (SENECA COLLEGE),Christian,5233000.6915684035
1997,FINCH AVE WEST AT WALKWAY TO FARR AVE,Christian,5233000.679341458
1998,BROOKLAWN AVE AT SLOLEY RD,Christian,5233000.793594696
1999,YONGE ST AT CHAPLIN CRES,Christian,5233000.771313488
2000,RUNNYMEDE RD AT BLOOR ST WEST SOUTH SIDE,Christian,5233000.796183349
2001,GRANTBROOK ST AT HENDON AVE,Christian,5233000.685214203
2002,MARTIN GROVE RD AT WINTERTON DR,Christian,5233000.752856913
2003,ELLESMERE RD AT MIDLAND AVE,Christian,5233000.737282502
2004,BROADVIEW AVE AT DANFORTH AVE,Christian,5233000.802539763
2005,KINGSTON RD AT WOOD GLEN RD,Christian,5233000.816972908
2006,KINGSTON RD AT CLIFFSIDE DR,Christian,5233000.804138924
2007,MARKHAM RD AT SPRINGDALE ST,Christian,5233000.62573469
2008,BRIMORTON DR AT ORTON PARK RD,Christian,5233000.750514656
2009,EGLINTON AVE EAST AT DON VALLEY PKWY WEST SIDE,Christian,5233000.764859479
2010,DANFORTH AVE AT JONES AVE,Christian,5233000.804081286
2011,MARTIN ROSS AVE AT FLINT RD,Christian,5233000.677512149
2012,MARTIN GROVE RD AT JEFFCOAT DR,Christian,5233000.702518348
2013,LAWRENCE AVE WEST AT WESTONA ST WEST SIDE,Christian,5233000.737804004
2014,SPADINA RD AT ARCHER RD,Christian,5233000.768606787
2015,HUMBER COLLEGE BLVD AT JOHN GARLAND BLVD,Christian,5233000.685389002
2016,AVENUE RD AT LYTTON BLVD,Christian,5233000.752453977
2017,SECORD AVE AT BARRINGTON AVE,Christian,5233000.8017077185
2018,BRENYON WAY AT JOHN TABOR TRAIL,Christian,5233000.7169312155
2019,BATHURST ST AT YORK DOWNS DR,Christian,5233000.713935592
2020,BRENYON WAY AT WALKWAY TO JOHN TABOR TRAIL,Christian,5233000.71969687
2021,O'CONNOR DR AT BINSWOOD AVE WEST SIDE,Christian,5233000.789841537
2022,BELFIELD RD AT MARTIN GROVE RD,Christian,5233000.72053985
2023,CHRISTIE ST AT BENSON AVE,Christian,5233000.781951026
2024,FINCH AVE EAST AT WARDEN AVE,Christian,5233000.697689597
2025,SHEPPARD AVE WEST AT OAKDALE RD,Christian,5233000.7004482765
2026,MT PLEASANT RD AT MERTON ST,Christian,5233000.774405723
2027,LITTLES RD AT MORNINGVIEW TRAIL,Christian,5233000.710338431
2028,SCARLETT RD AT CRANE AVE,Christian,5233000.743052108
2029,JANE ST AT BEVERLY HILLS DR,Christian,5233000.721798105
2030,OPPOSITE 88 PARK LAWN RD,Christian,5233000.8196089575
2031,ST REGIS CRES (SOUTH) AT BAKERSFIELD ST,Christian,5233000.694358286
2032,PARKSIDE DR AT ALGONQUIN AVE,Christian,5233000.809191029
2033,MARKHAM RD AT NASHDENE RD,Christian,5233000.69338573
2034,WEST SERVICE RD AT ST ALBANS RD NORTH SIDE,Christian,5233000.791827298
2035,SUPERTEST RD AT FLINT RD,Christian,5233000.674783507
2036,KIPLING AVE AT RATHBURN RD,Christian,5233000.769699276
2037,BLOOR ST EAST AT CHURCH ST,Christian,5233000.801375007
2038,ST CLAIR AVE EAST AT WARDEN AVE WEST SIDE,Christian,5233000.788528191
2039,BANNATYNE DR AT DUNLACE DR,Christian,5233000.7167283045
2040,PARKWOODS VILLAGE DR AT COMBERMERE DR NORTH SIDE,Christian,5233000.733850486
2041,MIDLAND AVE AT MILLBRIDGE GATE SOUTH SIDE,Christian,5233000.743283711
2042,MARTIN GROVE RD AT NOTTINGHILL GATE SOUTH SIDE,Christian,5233000.753036745
2043,AVENUE RD AT MELROSE AVE,Christian,5233000.7353011295
2044,UNDERHILL DR AT ROANOKE RD NORTH SIDE,Christian,5233000.747994139
2045,LANSDOWNE AVE AT LAPPIN AVE,Christian,5233000.790836548
2046,WARDEN AVE AT FINCH AVE EAST,Christian,5233000.697596694
2047,SHEPPARD AVE EAST AT WATER TOWER GATE,Christian,5233000.723475394
2048,MCNICOLL AVE AT KENNEDY RD,Christian,5233000.686559398
2049,ARROW RD AT DEERHIDE CRES (SOUTH),Christian,5233000.688042475
2050,SHEPPARD AVE EAST AT BUCHAN CRT,Christian,5233000.709981051
2051,PROGRESS AVE AT MIDLAND AVE,Christian,5233000.732156068
2052,DUNDAS ST WEST AT BAY ST,Christian,5233000.815971538
2053,1900 SHEPPARD AVE EAST,Christian,5233000.712804713
2054,MORNINGSIDE AVE AT JOHN STONER DR,Christian,5233000.710629435
2055,UPPER CANADA DR AT ALDERSHOT CRES,Christian,5233000.715222181
2056,PHARMACY AVE AT ALVINSTON RD NORTH SIDE,Christian,5233000.773095082
2057,BINGHAM AVE AT KINGSTON RD,Christian,5233000.817696292
2058,HENRIETTA ST AT CASTLETON AVE,Christian,5233000.774769374
2059,THE EAST MALL AT KEANE AVE,Christian,5233000.776038189
2060,GREENWOOD AVE AT ATHLETIC AVE,Christian,5233000.817337609
2061,OSSINGTON AVE AT COLLEGE ST,Christian,5233000.806812281
2062,BRIMLEY RD AT GULLY DR,Christian,5233000.766223647
2063,175 CALEDONIA RD,Christian,5233000.773217531
2064,WOODBINE AVE AT QUEEN ST EAST NORTH SIDE,Christian,5233000.823294583
2065,RANNOCK ST AT PHARMACY AVE,Christian,5233000.767744069
2066,BIRCHMOUNT RD AT FOXRIDGE DR SOUTH SIDE,Christian,5233000.781258603
2067,ELLESMERE RD AT NEILSON RD (SCARBOROUGH CENTENARY HOSPITAL),Christian,5233000.740840514
2068,COLLEGE ST AT BORDEN ST,Christian,5233000.8089980995
2069,ST CLAIR AVE WEST AT DUFFERIN ST,Christian,5233000.7789421035
2070,RATHBURN RD AT RAVENSCREST DR,Christian,5233000.769505038
2071,KIPLING AVE AT THE QUEENSWAY SOUTH SIDE,Christian,5233000.812163857
2072,GRAYDON HALL DR AT GRAYDON HALL PL,Christian,5233000.721114839
2073,ROCKCLIFFE BLVD AT ALLIANCE AVE,Christian,5233000.767452284
2074,KENNEDY RD AT CARDWELL AVE,Christian,5233000.715552889
2075,LAWRENCE AVE EAST AT MILDENHALL RD,Christian,5233000.745116618
2076,THE EAST MALL AT WEST DEANE PARK DR,Christian,5233000.763719233
2077,MIDDLEFIELD RD AT MCCOWAN RD,Christian,5233000.710028698
2078,MIDDLEFIELD RD AT INGLETON BLVD SOUTH SIDE,Christian,5233000.682129668
2079,SPADINA RD AT BURTON RD,Christian,5233000.771825447
2080,140 CHURCH ST,Christian,5233000.731689468
2081,BAYVIEW AVE AT FOREST HEIGHTS BLVD,Christian,5233000.716418944
2082,YONGE ST AT SHAFTESBURY AVE NORTH SIDE (SUMMERHILL STATION),Christian,5233000.788095025
2083,BROWN'S LINE AT COULES CRT (NORTH) NORTH SIDE,Christian,5233000.817766127
2084,FAYWOOD BLVD AT FAITH AVE,Christian,5233000.71853021
2085,OVERLEA BLVD AT LEASIDE PARK DR EAST SIDE,Christian,5233000.77828585
2086,SHEPPARD AVE EAST AT BRIAN DR WEST SIDE,Christian,5233000.714310156
2087,MCNICOLL AVE AT BIRCHMOUNT RD WEST SIDE,Christian,5233000.687489858
2088,PROGRESS AVE AT SCHICK CRT,Christian,5233000.732260801
2089,KEELE ST AT ROGERS RD NORTH SIDE,Christian,5233000.7667306345
2090,CLAYSON RD AT WILSON AVE NORTH SIDE,Christian,5233000.718674432
2091,GREENWOOD AVE AT DANFORTH AVE,Christian,5233000.8048386825
2092,215 HORNER AVE,Christian,5233000.826856279
2093,TAPSCOTT RD AT MELFORD DR (NORTH) SOUTH SIDE,Christian,5233000.705620018
2094,YORK GATE BLVD AT JANE ST WEST SIDE,Christian,5233000.677674898
2095,O'CONNOR DR AT GLEBEMOUNT AVE EAST SIDE,Christian,5233000.790133621
2096,PARK LAWN RD AT PARK LANE,Christian,5233000.809077376
2097,KIPLING AVE AT WINGROVE HILL SOUTH SIDE,Christian,5233000.776095095
2098,100 CARRIER DR,Christian,5233000.6748045245
2099,ROYAL YORK RD AT SYMONS ST,Christian,5233000.8329332005
2100,CHRISTIE ST AT LAMBERTLODGE AVE SOUTH SIDE,Christian,5233000.788570569
2101,BURNHAMTHORPE RD AT MULGROVE DR,Christian,5233000.7782624215
2102,CRAIGTON DR AT VICTORIA PARK AVE EAST SIDE,Christian,5233000.768700125
2103,WARDEN AVE AT FIRVALLEY CRT,Christian,5233000.797583382
2104,3660 MIDLAND AVE,Christian,5233000.688082236
2105,ST DENNIS DR AT DEAUVILLE LANE,Christian,5233000.76937431
2106,CHERRY ST AT POLSON ST SOUTH SIDE,Christian,5233000.837283137
2107,SPADINA RD AT STRATHEARN BLVD,Christian,5233000.774141367
2108,GREENWOOD AVE AT KERR RD,Christian,5233000.821073678
2109,ROYAL YORK RD AT EGLINTON AVE WEST,Christian,5233000.752839152
2110,LAWRENCE AVE EAST AT CROCKFORD BLVD,Christian,5233000.753237653
2111,DANFORTH RD AT MARSH RD,Christian,5233000.793717867
2112,CARLAW AVE AT EASTERN AVE,Christian,5233000.8250572765
2113,BELLAMY RD NORTH AT FARMBROOK RD,Christian,5233000.765396949
2114,OPPOSITE 29 VALLEY WOODS RD,Christian,5233000.73460238
2115,ROYAL YORK RD AT VAN DUSEN BLVD,Christian,5233000.793608854
2116,KEELE ST AT GULLIVER RD,Christian,5233000.749130989
2117,279 YORKLAND BLVD (NORTH),Christian,5233000.715455108
2118,PARLIAMENT ST AT WINCHESTER ST,Christian,5233000.810247805
2119,MORNINGSIDE AVE AT LAVINIA AVE EAST SIDE,Christian,5233000.80151192
2120,DAWES RD AT FERRIS RD SOUTH SIDE,Christian,5233000.79077335
2121,MIDDLEFIELD RD AT OPPOSITE WALKWAY TO BUSHCROFT GROVE,Christian,5233000.710203595
2122,BATHURST ST AT DEWBOURNE AVE,Christian,5233000.7632577075
2123,ALBION RD AT KIPLING AVE,Christian,5233000.683102036
2124,MT PLEASANT RD AT MOORE AVE,Christian,5233000.779310103
2125,THE QUEENSWAY AT ISLINGTON AVE,Christian,5233000.812440328
2126,TWELFTH ST AT LAKE SHORE BLVD WEST NORTH SIDE,Christian,5233000.836074897
2127,OSSINGTON AVE AT DAVENPORT RD SOUTH SIDE,Christian,5233000.785503584
2128,DUNDAS ST WEST AT RUSHOLME RD,Christian,5233000.810579132
2129,DUNDAS ST WEST AT HOWARD PARK AVE,Christian,5233000.802175043
2130,PHARMACY AVE AT RANNOCK ST,Christian,5233000.767714407
2131,DANFORTH AVE AT LINNSMORE CRES,Christian,5233000.804711367
2132,LAKE SHORE BLVD WEST AT TWENTY SEVENTH ST,Christian,5233000.835897638
2133,HOWARD PARK AVE AT INDIAN RD,Christian,5233000.802065988
2134,GUNNS LOOP AT ST CLAIR AVE WEST,Christian,5233000.777154706
2135,ROYAL YORK RD AT LAWRENCE AVE WEST,Christian,5233000.737788854
2136,MARTIN GROVE RD AT BRUNELLO GATE,Christian,5233000.66171494
2137,DIXON RD AT GOLFWOOD HEIGHTS,Christian,5233000.733255528
2138,BRIMLEY RD AT COMRIE TER (SOUTH),Christian,5233000.786503868
2139,ISLINGTON AVE AT AYLESBURY RD,Christian,5233000.766414107
2140,DUNDAS ST WEST AT WILMAR RD,Christian,5233000.794353256
2141,KINGSTON RD AT VICTORIA PARK AVE EAST SIDE,Christian,5233000.818184778
2142,GERRARD ST EAST AT BLANTYRE AVE WEST SIDE,Christian,5233000.811530002
2143,BAYVIEW AVE AT TUDOR GATE NORTH SIDE,Christian,5233000.731239647
2144,CHERRY ST AT LAKE SHORE BLVD EAST,Christian,5233000.831055589
2145,SIGNAL HILL AVE AT STEINWAY BLVD NORTH SIDE,Christian,5233000.660675973
2146,DON MILLS RD AT THE DONWAY WEST (SOUTH),Christian,5233000.75295298
2147,WOODBINE AVE AT KEWBEACH AVE,Christian,5233000.827306648
2148,GERRARD ST EAST AT SUMACH ST,Christian,5233000.814560031
2149,WILSON AVE AT WILLIAM CRAGG DR,Christian,5233000.720550082
2150,FINCH AVE EAST AT LINUS RD EAST SIDE,Christian,5233000.691404871
2151,OPPOSITE 104 LANSDOWNE AVE,Christian,5233000.812919444
2152,STEELES AVE EAST AT BRIMLEY RD,Christian,5233000.675083789
2153,THE QUEENSWAY AT ROYAL YORK RD,Christian,5233000.812950491
2154,LESLIE ST AT TANGMERE RD SOUTH SIDE,Christian,5233000.7461111415
2155,DAVENPORT RD AT PRIMROSE AVE,Christian,5233000.78390265
2156,DUNDAS ST WEST AT LANSDOWNE AVE,Christian,5233000.806515935
2157,WARDEN AVE AT BAMBURGH CIR (NORTH),Christian,5233000.676898349
2158,HUMBERLINE DR AT FINCH AVE WEST,Christian,5233000.677172937
2159,BRIMLEY RD AT ALEXMUIR BLVD SOUTH SIDE,Christian,5233000.6937906165
2160,BRIMLEY RD AT STEELES AVE EAST,Christian,5233000.674752678
2161,HUMBER COLLEGE BLVD AT CARRIER DR SOUTH SIDE,Christian,5233000.677557015
2162,HARBORD ST AT BATHURST ST,Christian,5233000.803508285
2163,COMMANDER BLVD AT NORTH WIND PL,Christian,5233000.71311298
2164,65 SKYWAY AVE,Christian,5233000.732799757
2165,BATHURST ST AT CARSCADDEN DR,Christian,5233000.694838643
2166,CALVINGTON DR AT DALSBY RD,Christian,5233000.713682061
2167,KIPLING AVE AT OLIVEWOOD RD,Christian,5233000.796228083
2168,470 CORONATION DR,Christian,5233000.767638736
2169,VICTORIA PARK AVE AT JANET BLVD,Christian,5233000.7534883935
2170,160 HORNER AVE (TORONTO SOUTH DETENTION CENTRE),Christian,5233000.825450142
2171,GARY DR AT MEADOW OAK PL WEST SIDE,Christian,5233000.726381904
2172,1610 THE QUEENSWAY,Christian,5233000.810812272
2173,AVENUE RD AT GLENCAIRN AVE,Christian,5233000.750117606
2174,SHEPPARD AVE EAST AT SHAUGHNESSY BLVD,Christian,5233000.709998561
2175,COMMANDER BLVD AT NORTH WIND PL WEST SIDE,Christian,5233000.712969429
2176,DAWES RD AT BETH ST,Christian,5233000.791878805
2177,DUNDAS ST WEST AT HIGHWAY 427,Christian,5233000.7966145035
2178,VICTORIA PARK AVE AT CONSUMERS RD,Christian,5233000.71999739
2179,UNDERHILL DR AT SHAWFIELD CRES (SOUTH),Christian,5233000.73999319
2180,KENNEDY RD AT ELLESMERE RD,Christian,5233000.737087291
2181,DANFORTH AVE AT CEDARVALE AVE,Christian,5233000.805897345
2182,MIDLAND AVE AT NORBURY CRES SOUTH SIDE,Christian,5233000.750275898
2183,BELLAMY RD NORTH AT LAWRENCE AVE EAST,Christian,5233000.756487475
2184,LAURENTIDE DR AT SILVERDALE CRES,Christian,5233000.731339483
2185,DRIFTWOOD AVE AT HOOVER CRES,Christian,5233000.67726341
2186,KIPLING AVE AT BETHRIDGE RD,Christian,5233000.716247002
2187,MARKHAM RD AT EASTPARK BLVD,Christian,5233000.761561662
2188,ST CLAIR AVE EAST AT WESTBOURNE AVE EAST SIDE,Christian,5233000.78824509
2189,ST CLAIR AVE EAST AT KINGSTON RD WEST SIDE,Christian,5233000.790752799
2190,WESTON RD AT FENMAR DR NORTH SIDE,Christian,5233000.674976362
2191,LAWSON RD AT HIGHWAY 2A OVERPASS EAST SIDE,Christian,5233000.750750153
2192,WELLESLEY ST WEST AT YONGE ST,Christian,5233000.806858967
2193,WESTON RD AT MCCORMACK ST,Christian,5233000.771785738
2194,LAWRENCE AVE EAST AT WALKWAY TO RIDGEWOOD RD,Christian,5233000.758273474
2195,BLOOR ST WEST AT DUFFERIN ST,Christian,5233000.798365945
2196,CRESCENT RD AT SOUTH DR (EAST),Christian,5233000.796486526
2197,O'CONNOR DR AT DOHME AVE,Christian,5233000.782622344
2198,LESLIE ST AT NYMARK AVE,Christian,5233000.702392137
2199,MARTIN GROVE RD AT SEDGELEY DR,Christian,5233000.745294118
2200,EGLINTON AVE WEST AT WINCOTT DR,Christian,5233000.751278371
2201,KING ST WEST AT NIAGARA ST,Christian,5233000.822023469
2202,DANFORTH RD AT NESTON AVE WEST SIDE,Christian,5233000.776788143
2203,STEELES AVE WEST AT ROSSDEAN DR,Christian,5233000.662933566
2204,EGLINTON AVE EAST AT MCCOWAN RD,Christian,5233000.7739773635
2205,CHURCH ST AT WESTON RD EAST SIDE,Christian,5233000.732743958
2206,MURISON BLVD AT SPLIT MAPLE CRT SOUTH SIDE,Christian,5233000.724764654
2207,CHURCH ST AT ROSEMOUNT AVE,Christian,5233000.731904789
2208,KIPLING AVE AT PRINCESS MARGARET BLVD,Christian,5233000.758647329
2209,KIPLING AVE AT NORTH QUEEN ST,Christian,5233000.80751607
2210,JONES AVE AT DUNDAS ST EAST,Christian,5233000.819031327
2211,BATHURST ST AT NEPTUNE DR,Christian,5233000.729778124
2212,CLONMORE DR AT WARDEN AVE WEST SIDE,Christian,5233000.809136761
2213,YORK MILLS RD AT CHIPSTEAD RD,Christian,5233000.727168162
2214,LAWRENCE AVE EAST AT ELLINGTON DR,Christian,5233000.753063446
2215,EGLINTON AVE WEST AT BLACK CREEK DR,Christian,5233000.758401192
2216,VICTORIA PARK AVE AT FINCH AVE EAST,Christian,5233000.697453279
2217,CALEDONIA RD AT RAITHERM RD SOUTH SIDE,Christian,5233000.750368357
2218,LESLIE ST AT MOSLEY ST,Christian,5233000.826357654
2219,QUEEN ST EAST AT GREENWOOD AVE,Christian,5233000.823028403
2220,PHARMACY AVE AT FINCH AVE EAST NORTH SIDE,Christian,5233000.69663515
2221,KIPLING AVE AT BETHRIDGE RD,Christian,5233000.716642078
2222,EGLINTON AVE EAST AT LEBOVIC AVE,Christian,5233000.771441038
2223,STEELES AVE EAST AT WOODBINE AVE,Christian,5233000.67273347
2224,YONGE ST AT RANLEIGH AVE,Christian,5233000.74140601
2225,FINCH AVE WEST AT SILVERSTONE DR,Christian,5233000.682617589
2226,GRANDRAVINE DR AT DRIFTWOOD AVE,Christian,5233000.692380335
2227,AVENUE RD AT RIDLEY BLVD,Christian,5233000.726881814
2228,COLLEGE ST AT HAVELOCK ST,Christian,5233000.806467157
2229,FINCH AVE EAST AT PHARMACY AVE,Christian,5233000.697350886
2230,KIPLING AVE AT REXDALE BLVD,Christian,5233000.713378195
2231,SHERBOURNE ST AT QUEEN ST EAST,Christian,5233000.821078761
2232,CHRISTIE ST AT ESSEX ST SOUTH SIDE,Christian,5233000.794300208
2233,ELLESMERE RD AT MORRISH RD,Christian,5233000.741903898
2234,LINKWOOD LANE AT ST DENNIS DR,Christian,5233000.769385425
2235,BRIMLEY RD AT WALKWAY TO AUDRELANE CRT,Christian,5233000.680773726
2236,DAWES RD AT FERRIS RD,Christian,5233000.790778402
2237,SCARLETT RD AT LAWRENCE AVE WEST SOUTH SIDE,Christian,5233000.738639143
2238,GILLEY RD AT GARRATT BLVD,Christian,5233000.716953088
2239,MCCOWAN RD AT WILFRED MURISON AVE,Christian,5233000.614286175
2240,ANNETTE ST AT INDIAN ROAD CRES,Christian,5233000.787764728
2241,MILNER AVE AT CINEMART DR,Christian,5233000.726183053
2242,ELLESMERE RD AT ZAPH AVE,Christian,5233000.7421074025
2243,LAWSON RD AT HIGHWAY 2A OVERPASS,Christian,5233000.7509697825
2244,THISTLE DOWN BLVD AT BARKWIN DR WEST SIDE,Christian,5233000.691036065
2245,GRAND AVE AT DALESFORD RD SOUTH SIDE,Christian,5233000.815898605
2246,DUNDAS ST EAST AT CHURCH ST,Christian,5233000.81685932
2247,SHEPPARD AVE EAST AT MARKHAM RD,Christian,5233000.720850027
2248,KIPLING AVE AT GREENSBORO DR,Christian,5233000.723835983
2249,KIPLING AVE AT HORNER AVE,Christian,5233000.8267744575
2250,DAVENPORT RD AT OAKWOOD AVE,Christian,5233000.784685251
2251,YONGE ST AT BALMORAL AVE,Christian,5233000.78422839
2252,BATHURST ST AT ROSELAWN AVE,Christian,5233000.757110323
2253,BIRCHMOUNT RD AT STALEY TER,Christian,5233000.689580759
2254,WHITEHORSE RD AT RIMROCK RD,Christian,5233000.69566191
2255,HUMBERWOOD BLVD AT PINECONE DR,Christian,5233000.682736113
2256,KINGSTON RD AT COLLINSGROVE RD,Christian,5233000.755828769
2257,BROADVIEW AVE AT FERNWOOD GARDENS SOUTH SIDE,Christian,5233000.788556931
2258,THE WEST MALL AT BLOOR ST WEST,Christian,5233000.788628647
2259,CALEDONIA RD AT SCHELL AVE,Christian,5233000.75535796
2260,KIPLING AVE AT OLIVEWOOD RD,Christian,5233000.795879426
2261,WARDEN AVE AT EGLINTON AVE EAST,Christian,5233000.772123319
2262,RUNNYMEDE RD AT GLENWOOD AVE NORTH SIDE,Christian,5233000.789488713
2263,SHEPPARD AVE WEST AT BATHURST ST WEST SIDE,Christian,5233000.705014337
2264,MCNICOLL AVE AT MCCOWAN RD,Christian,5233000.688987311
2265,WOODBINE AVE AT O'CONNOR DR SOUTH SIDE,Christian,5233000.790645664
2266,OVERLEA BLVD AT DON MILLS RD WEST SIDE,Christian,5233000.776505076
2267,BIRCHMOUNT RD AT 14TH AVE SOUTH SIDE,Christian,5233000.655587113
2268,ROYAL YORK RD AT DUNDAS ST WEST SOUTH SIDE,Christian,5233000.779374639
2269,MARKHAM RD AT VERNE CRES NORTH SIDE,Christian,5233000.718505959
2270,MT PLEASANT RD AT BOWOOD AVE,Christian,5233000.740733193
2271,BIRCHMOUNT RD AT CHELWOOD RD,Christian,5233000.77698997
2272,TRITON RD AT BOROUGH DR,Christian,5233000.734611446
2273,ROYAL YORK RD AT NORTH DR NORTH SIDE,Christian,5233000.75806622
2274,SPADINA RD AT KENDAL AVE,Christian,5233000.796131425
2275,LINKWOOD LANE AT WINDY GOLFWAY (SOUTH),Christian,5233000.773033555
2276,YONGE ST AT MCGLASHAN RD,Christian,5233000.727006243
2277,EGLINTON AVE WEST AT ISLINGTON AVE,Christian,5233000.751579286
2278,OPPOSITE 3501 FINCH AVE EAST (ST AIDAN),Christian,5233000.698016578
2279,SPADINA RD AT OLD FOREST HILL RD,Christian,5233000.765549164
2280,EGLINTON AVE WEST AT VESTA DR,Christian,5233000.761420453
