,stop_name,closest_station,dist
0,DANFORTH RD AT KENNEDY RD,ST CLAIR AVE EAST AT LINDEN AVE - SCARBOROUGH GO STATION,0.005689856940200344
1,DAVENPORT RD AT BEDFORD RD,ST GEORGE STATION,0.006011496070027065
2,DAVENPORT RD AT DUPONT ST,DUPONT ST AT SPADINA RD (DUPONT STATION) EAST SIDE,0.004882781584300049
3,DAVISVILLE AVE AT CLEVELAND ST,DAVISVILLE STATION,0.019278519133997772
4,DISCO RD AT ATTWELL DR,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.028337305447052145
5,DISCO RD AT ATTWELL DR,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.02932721892712409
6,DISCO RD AT CARLINGVIEW DR EAST SIDE,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.034398306528077974
7,DISCO RD AT CARLINGVIEW DR,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.03478786354462316
8,DON MILLS RD AT EGLINTON AVE EAST,MILLWOOD RD AT VILLAGE STATION RD,0.026428184292529428
9,DON MILLS RD AT EGLINTON AVE EAST NORTH SIDE,MILLWOOD RD AT VILLAGE STATION RD,0.0270634742965494
10,DON MILLS RD AT LAWRENCE AVE EAST SOUTH SIDE,LESLIE ST AT ORIOLE GO STATION SOUTH SIDE,0.03628737786063655
11,DON MILLS RD AT LEITH HILL RD,DON MILLS STATION,0.001544663717447692
12,DON MILLS RD AT STEELES AVE EAST,FINCH AVE EAST AT OLD CUMMER GO STATION,0.023332580868823068
13,DON MILLS RD AT VAN HORNE AVE,DON MILLS STATION,0.012426536162589765
14,DON MILLS RD AT WYNFORD DR,MILLWOOD RD AT VILLAGE STATION RD,0.027877163575227338
15,DONCASTER AVE AT MAIN ST WEST SIDE,MAIN STREET STATION - WESTBOUND PLATFORM,0.003054864972469674
16,DONCASTER AVE AT MAIN ST,MAIN STREET STATION - WESTBOUND PLATFORM,0.002891761573845763
17,DONCASTER AVE AT MAIN ST,MAIN STREET STATION - WESTBOUND PLATFORM,0.0029552966010205034
18,DREWRY AVE AT GARDENIA CRT,YONGE ST AT HENDON AVE (FINCH STATION),0.015634188498277406
19,DREWRY AVE AT GRANTBROOK ST,YONGE ST AT HENDON AVE (FINCH STATION),0.017502994486653795
20,DUFFERIN ST AT YORKDALE RD,YORKDALE RD AT GO TERMINAL (YORKDALE STATION),0.008616874723476229
21,DUFFERIN ST AT SPRINGHURST AVE,DUFFERIN ST AT BLOOR ST WEST (DUFFERIN STATION),0.026992327224607843
22,DUFFERIN ST AT JANE OSLER BLVD - YORKDALE SHOPPING CENTRE,YORKDALE RD AT GO TERMINAL (YORKDALE STATION),0.008269470902056673
23,DUFFERIN MALL,DUFFERIN ST AT BLOOR ST WEST (DUFFERIN STATION),0.004416581709879627
24,DUNDAS ST WEST AT BLOOR ST WEST,DUNDAS WEST STATION - WESTBOUND PLATFORM,0.0007401418782898256
25,DUNDAS ST WEST AT JANE ST EAST SIDE,OLD MILL STATION,0.015947427629555127
26,DUNDAS ST WEST AT JANE ST WEST SIDE,OLD MILL STATION,0.01573463065978463
27,DUNDAS ST WEST AT RUNNYMEDE RD WEST SIDE,RUNNYMEDE STATION - WESTBOUND PLATFORM,0.015232801515150675
28,DUPLEX AVE AT EGLINTON AVE WEST,EGLINTON STATION,0.0006296229030161984
29,EAST YORK TOWN CENTRE,MILLWOOD RD AT VILLAGE STATION RD,0.011348799584094465
30,EASTERN AVE AT QUEEN ST EAST SOUTH SIDE,WOODBINE STATION - WESTBOUND PLATFORM,0.019600771030756137
31,EDNA AVE AT DUNDAS ST WEST,DUNDAS WEST STATION,0.0001745422584856067
32,EGLINTON AVE EAST AT BAYVIEW AVE EAST SIDE,MILLWOOD RD AT VILLAGE STATION RD,0.02074480910975001
33,EGLINTON AVE EAST AT BRIMLEY RD WEST SIDE,KENNEDY STATION,0.014980064786241955
34,EGLINTON AVE EAST AT EGLINTON SQ,WARDEN STATION,0.024754436612447157
35,EGLINTON AVE EAST AT KENNEDY STATION,EGLINTON AVE EAST AT KENNEDY STATION,0.0
36,EGLINTON AVE EAST AT LAIRD DR,MILLWOOD RD AT VILLAGE STATION RD,0.013726892037167072
37,EGLINTON AVE EAST AT MARKHAM RD WEST SIDE,BELLAMY RD NORTH AT EGLINTON AVE EAST NORTH SIDE - EGLINTON GO STATION,0.012663792875759366
38,EGLINTON AVE EAST AT MIDLAND AVE WEST SIDE,KENNEDY STATION,0.00468289226868031
39,EGLINTON AVE WEST AT AVENUE RD EAST SIDE,EGLINTON STATION,0.008156648637767204
40,EGLINTON AVE WEST AT GLENARDEN RD,EGLINTON WEST STATION,0.0033103842677206416
41,EGLINTON AVE WEST AT JANE ST EAST SIDE,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.018770203621697117
42,EGLINTON AVE WEST AT MARLEE AVE,EGLINTON WEST STATION,0.0030152812472515017
43,EGLINTON AVE WEST AT MARLEE AVE,EGLINTON WEST STATION,0.002776483567395921
44,EGLINTON AVE WEST AT OAKWOOD AVE,EGLINTON WEST STATION,0.00683401119402671
45,EGLINTON AVE WEST AT WESTON RD,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.02391326454083445
46,EGLINTON AVE WEST AT WESTON RD,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.024195050609576527
47,EIGHTH ST AT BIRMINGHAM ST,KIPLING STATION - SUBWAY PLATFORM,0.044908808690498764
48,EIGHTH ST AT LAKE SHORE BLVD WEST NORTH SIDE,KIPLING STATION,0.04699287857750109
49,ELLESMERE RD AT MIRROW CRT,KINGSTON RD AT CELESTE DR EAST SIDE - GUILDWOOD GO STATION,0.03305594851157831
50,ELLESMERE RD AT EAST SERVICE RD,MIDLAND STATION - WESTBOUND PLATFORM,0.0031756285991945505
51,ELLESMERE RD AT EAST SERVICE RD,MIDLAND STATION - WESTBOUND PLATFORM,0.0027235113364919
52,ELLESMERE RD AT MCCOWAN RD EAST SIDE,MCCOWAN STATION - PLATFORM,0.002784776651723846
53,ELLESMERE RD AT PHARMACY AVE,ELLESMERE STATION,0.03394042088720577
54,ELLESMERE RD AT VICTORIA PARK AVE,DON MILLS STATION,0.03525086916659043
55,ELLESMERE RD AT WEST SERVICE RD EAST SIDE,ELLESMERE STATION,0.0017147857008981652
56,ELLESMERE RD AT WEST SERVICE RD,ELLESMERE STATION,0.0012974686894177436
57,THE ESPLANADE AT LOWER JARVIS ST EAST SIDE,KING ST WEST AT YONGE ST EAST SIDE (KING STATION),0.00687365244975799
58,EVANS AVE AT BROWN'S LINE,KIPLING STATION,0.029394046829248947
59,FARNBORO RD AT ATTWELL DR EAST SIDE,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.023790867344424548
60,FINCH AVE EAST AT FINCHDENE SQ WEST SIDE,MCCOWAN STATION - PLATFORM,0.04486188057805814
61,FINCH AVE EAST AT NEILSON RD WEST SIDE,MCCOWAN STATION - PLATFORM,0.047022448107255685
62,FINCH AVE EAST AT YONGE ST EAST SIDE,FINCH STATION,0.0005106162942974878
63,AIRPORT RD AT BEVERLEY ST,RENFORTH STATION,0.072149513297047
64,AIRPORT RD AT BRESLER DR WEST SIDE,RENFORTH STATION,0.028125263109883746
65,AIRPORT RD AT BRESLER DR,RENFORTH STATION,0.02750719153240017
66,AIRPORT RD AT VICTORY CRES,RENFORTH STATION,0.0717240646505821
67,ALBION RD AT ELMHURST DR,KIPLING AVE AT BELFIELD RD - ETOBICOKE NORTH GO STATION,0.024048704289419454
68,ALBION RD AT HUMBERLINE DR,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.06978269574184535
69,ALBION RD AT ISLINGTON AVE,KIPLING AVE AT BELFIELD RD - ETOBICOKE NORTH GO STATION,0.03229737425859809
70,ATTWELL DR AT BELFIELD RD NORTH SIDE,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.027223825098608344
71,ATTWELL DR AT DISCO RD,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.028420658155635447
72,ATTWELL DR AT MARMAC DR SOUTH SIDE,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.0245271875680776
73,ATTWELL DR AT MCLACHLAN DR,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.024452565836738056
74,AUKLAND RD AT DUNDAS ST WEST,KIPLING STATION,0.0035713416246483057
75,AVENUE RD AT OLD ORCHARD GROVE,YONGE ST AT WILSON AVE (YORK MILLS STATION),0.017634603511270944
76,3174 BATHURST ST,LAWRENCE WEST STATION,0.014618532381882382
77,BATHURST ST AT ELM RIDGE DR,EGLINTON WEST STATION,0.011054001673600699
78,BATHURST ST AT GLENCAIRN AVE,GLENCAIRN STATION - SOUTHBOUND PLATFORM,0.01291471052715167
79,BATHURST ST AT ST CLAIR AVE WEST,ST CLAIR WEST STATION,0.0030239378300399612
80,BATHURST ST AT STEELES AVE WEST,YONGE ST AT HENDON AVE (FINCH STATION),0.031055335451410395
81,BAYCREST HOME FOR AGED,RANEE AVE AT YORKDALE STATION,0.013333112839854952
82,WAGMAN CENTRE,RANEE AVE AT YORKDALE STATION,0.008189448088855253
83,BAYVIEW AVE AT VALLYANNA DR,LAWRENCE AVE AT YONGE ST (LAWRENCE STATION),0.022478630296346624
84,BELFIELD RD AT BROCKPORT DR WEST SIDE,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.02278396458037435
85,BELFIELD RD AT BROCKPORT DR,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.02362831267779323
86,BERRY RD AT PARK LAWN RD,OLD MILL STATION - EASTBOUND PLATFORM,0.01355062987466159
87,BIRCHMOUNT RD AT FINCH AVE EAST,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.02605206596414029
88,BIRCHMOUNT RD AT HIGHVIEW AVE SOUTH SIDE,WARDEN STATION - WESTBOUND PLATFORM,0.01781195110031298
89,BIRCHMOUNT RD AT HIGHVIEW AVE,WARDEN STATION - WESTBOUND PLATFORM,0.018138888223922026
90,BIRCHMOUNT RD AT STEELES AVE SOUTH SIDE,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.048725473994612654
91,BLOOR ST WEST AT ISLINGTON AVE WEST SIDE,ISLINGTON STATION,0.0003048097767462938
92,BLOOR ST WEST AT ISLINGTON AVE,ISLINGTON AVE AT ISLINGTON STATION,0.0006749236994001919
93,BLOOR ST WEST AT JANE ST,JANE STATION - WESTBOUND PLATFORM,0.0006318108894261606
94,BRENTCLIFFE RD AT VANDERHOOF AVE,MILLWOOD RD AT VILLAGE STATION RD,0.010694104918132368
95,BROADVIEW AVE AT ERINDALE AVE,BROADVIEW STATION,0.00046596244483811615
96,CHURCH ST AT UPHILL AVE,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.01072714430778451
97,CORDOVA AVE AT DUNDAS ST WEST,ISLINGTON STATION - WESTBOUND PLATFORM,0.00487852036994119
98,COXWELL AVE AT MORTIMER AVE (MICHAEL GARRON HOSPITAL),COXWELL STATION - WESTBOUND PLATFORM,0.007174262401110074
99,COXWELL AVE AT PLAINS RD,COXWELL STATION - WESTBOUND PLATFORM,0.012911357984350509
100,3450 DANFORTH AVE,VICTORIA PARK STATION - EASTBOUND PLATFORM,0.012890622832125368
101,DANFORTH AVE AT MAIN ST,MAIN STREET STATION,0.0005954091030588488
102,KEELE ST AT KEELEGATE DR,DOWNSVIEW PARK STATION - SOUTHBOUND PLATFORM,0.021010234577457515
103,KEELE ST AT ST CLAIR AVE WEST,HIGH PARK STATION,0.01820017252665301
104,KEELE ST AT ST CLAIR AVE WEST,HIGH PARK STATION,0.01798506341384644
105,KEELE ST AT TORO RD,KEELE ST AT FINCH AVE WEST NORTH SIDE (FINCH WEST STATION),0.0042183983927542015
106,KEELE ST AT WILSON AVE NORTH SIDE,DOWNSVIEW PARK STATION - SOUTHBOUND PLATFORM,0.026335552718710294
107,WILSON AVE AT KEELE ST NORTH SIDE,DOWNSVIEW PARK STATION - SOUTHBOUND PLATFORM,0.026231040943886605
108,KENNEDY RD AT PROGRESS AVE,ELLESMERE STATION,0.0050943118279098455
109,KING ST WEST AT SHAW ST EAST SIDE,CHRISTIE STATION,0.023029946808445292
110,KING ST WEST AT STRACHAN AVE,CHRISTIE STATION - EASTBOUND PLATFORM,0.023104614127914914
111,KIPLING AVE AT BELFIELD RD - ETOBICOKE NORTH GO STATION,KIPLING AVE AT BELFIELD RD - ETOBICOKE NORTH GO STATION,0.0
112,KIPLING AVE AT BLOOR ST WEST NORTH SIDE,KIPLING STATION,0.003908121415720728
113,LANSDOWNE AVE AT DAVENPORT RD SOUTH SIDE,LANSDOWNE AVE AT WADE AVE (LANSDOWNE STATION),0.012872259553010119
114,LANSDOWNE AVE AT DUNDAS ST WEST SOUTH SIDE,LANSDOWNE AVE AT WADE AVE (LANSDOWNE STATION),0.010050809171401885
115,LANSDOWNE AVE AT ST CLAIR AVE WEST,LANSDOWNE AVE AT WADE AVE (LANSDOWNE STATION),0.018293649171229474
116,LAWRENCE AVE EAST AT EAST AVE - ROUGE HILL GO STATION,LAWRENCE AVE EAST AT EAST AVE - ROUGE HILL GO STATION,0.0
117,LAWRENCE AVE EAST AT ORTON PARK RD,KINGSTON RD AT CELESTE DR WEST SIDE - GUILDWOOD GO STATION,0.009319842112389261
118,LAWRENCE AVE WEST AT CULFORD RD,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.024745120347255668
119,LAWRENCE AVE WEST AT SCARLETT RD EAST SIDE,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.01142160956257775
120,LAWRENCE AVE WEST AT VARNA DR WEST SIDE,LAWRENCE WEST STATION,0.0060591096705724734
121,LAWRENCE AVE WEST AT WESTON RD,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.005523080662101984
122,LAWRENCE PLAZA AT CANADA TRUST,LAWRENCE WEST STATION,0.011788281511742278
123,LAWRENCE SQ AT NORTHWEST ENTRANCE,LAWRENCE WEST STATION,0.004025370790373809
124,LESLIE ST AT EASTERN AVE,GREENWOOD STATION - EASTBOUND PLATFORM,0.02100972843708239
125,LESLIE ST AT KIRKWOOD RD NORTH SIDE,LESLIE ST AT ORIOLE GO STATION SOUTH SIDE,0.010133144230696053
126,LESLIE ST AT LAWRENCE AVE EAST,MILLWOOD RD AT VILLAGE STATION RD,0.03241074786240057
127,LESLIE ST AT QUEEN ST EAST SOUTH SIDE,DONLANDS STATION - EASTBOUND PLATFORM,0.019940927786842273
128,LONSDALE RD AT AVENUE RD EAST SIDE,DAVISVILLE STATION - SOUTHBOUND PLATFORM,0.008241017230903366
129,EXHIBITION LOOP AT MANITOBA DR,CHRISTIE STATION,0.02788107275554693
130,EXHIBITION LOOP,CHRISTIE STATION,0.02797592688366382
131,TORONTO ZOO,LAWRENCE AVE EAST AT EAST AVE - ROUGE HILL GO STATION,0.06224446485432657
132,TORONTO ZOO,LAWRENCE AVE EAST AT EAST AVE - ROUGE HILL GO STATION,0.062105312759863564
133,TORONTO ZOO,LAWRENCE AVE EAST AT EAST AVE - ROUGE HILL GO STATION,0.061732712049620136
134,ROUGE HILL GO STATION LOOP AT LAWRENCE AVE EAST,ROUGE HILL GO STATION LOOP AT LAWRENCE AVE EAST,0.0
135,HUMBER LOOP AT THE QUEENSWAY,JANE STATION - EASTBOUND PLATFORM,0.01945100318749993
136,HUMBER LOOP AT THE QUEENSWAY,JANE STATION - EASTBOUND PLATFORM,0.01959412802346509
137,EARLSCOURT LOOP AT ST CLAIR AVE WEST,LANSDOWNE AVE AT WADE AVE (LANSDOWNE STATION),0.0184219066331393
138,LONG BRANCH LOOP,KIPLING STATION,0.045731077977668295
139,QUEENS QUAY LOOP AT LOWER SPADINA AVE,KING ST WEST AT UNIVERSITY AVE WEST SIDE (ST ANDREW STATION),0.01084507418139696
140,WESTWOOD SQUARE BUS TERMINAL AT MORNING STAR DR,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.07615201491752291
141,LUMSDEN AVE AT WESTLAKE AVE,MAIN STREET STATION - WESTBOUND PLATFORM,0.00782835282802957
142,PROGRESS AVE AT MARKHAM RD EAST SIDE,MCCOWAN STATION - PLATFORM,0.0191655063329852
143,QUEEN ELIZABETH HOSPITAL AT 130 DUNN AVE,DUFFERIN ST AT BLOOR ST WEST (DUFFERIN STATION),0.024886064715021056
144,QUEEN ST EAST AT KINGSTON RD,WOODBINE STATION - WESTBOUND PLATFORM,0.019347864068160213
145,QUEEN ST EAST AT KINGSTON RD,WOODBINE STATION - WESTBOUND PLATFORM,0.0192612075426236
146,QUEEN ST WEST AT SHAW ST,CHRISTIE STATION,0.019699793146119055
147,QUEEN'S PARK CRES WEST AT HOSKIN AVE,MUSEUM STATION - SOUTHBOUND PLATFORM,0.0008340671435825112
148,QUEEN'S PARK CRES EAST AT ST JOSEPH ST NORTH SIDE,MUSEUM STATION - SOUTHBOUND PLATFORM,0.0018892352950297937
149,THE QUEENSWAY AT MORGAN AVE,ROYAL YORK STATION - EASTBOUND PLATFORM,0.023170598201166556
150,THE QUEENSWAY AT STEPHEN DR,JANE STATION - WESTBOUND PLATFORM,0.019240534114210395
151,THE QUEENSWAY AT WINDERMERE AVE WEST SIDE,RUNNYMEDE STATION,0.015371253332106377
152,55 RANKIN AVE,LANSDOWNE AVE AT WADE AVE (LANSDOWNE STATION),0.003559230956261043
153,RATHBURN RD AT LLOYD MANOR RD,KIPLING STATION,0.023797503146341784
154,RENFORTH DR AT EGLINTON AVE WEST,RENFORTH STATION,0.004142601235940145
155,ROGERS RD AT KEELE ST,HIGH PARK STATION,0.028636681930696392
156,ROYAL YORK RD AT DIXON RD,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.02316166895972838
157,ROYAL YORK RD AT EGLINTON AVE WEST SOUTH SIDE,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.022757375331961923
158,SENTINEL RD AT FINCH AVE WEST,KEELE ST AT FINCH AVE WEST NORTH SIDE (FINCH WEST STATION),0.009675813195800046
159,SENTINEL RD AT THE POND RD,PIONEER VILLAGE STATION,0.009327220003843657
160,SEWELLS RD AT BRENYON WAY EAST SIDE,MCCOWAN STATION - PLATFORM,0.04889295386862176
161,SEWELLS RD AT BRENYON WAY,MCCOWAN STATION - PLATFORM,0.0485034293220612
162,SEWELLS RD AT MCLEVIN AVE,MCCOWAN STATION - PLATFORM,0.051414569919427056
163,SHEPPARD AVE EAST AT COMMONS DR,DON MILLS STATION,0.02460692766276209
164,SHEPPARD AVE EAST AT COMMONS DR,DON MILLS STATION,0.024215454259630946
165,SHEPPARD AVE EAST AT MEADOWVALE RD,LAWRENCE AVE EAST AT EAST AVE - ROUGE HILL GO STATION,0.04823926716898333
166,SHEPPARD AVE EAST AT VICTORIA PARK AVE EAST SIDE,DON MILLS STATION,0.022926561211832275
167,SHEPPARD AVE WEST AT JANE ST EAST SIDE,KEELE ST AT FINCH AVE WEST NORTH SIDE (FINCH WEST STATION),0.03282186382581625
168,SHEPPARD AVE WEST AT SENTINEL RD,SHEPPARD AVE WEST AT VITTI ST (DOWNSVIEW PARK STATION),0.01525315275606554
169,SHEPPARD AVE WEST AT WILLIAM R ALLEN RD WEST SIDE,SHEPPARD WEST STATION - SUBWAY PLATFORM,0.0011240253555788468
170,SHERWAY GARDENS RD AT SHERWAY GATE (MALL),KIPLING STATION,0.03540307106734434
171,SHERWAY GARDENS RD AT SHERWAY GATE (MALL) WEST SIDE,KIPLING STATION,0.03504169724770142
172,SHERWAY GARDENS RD AT SHERWAY GATE (MALL),KIPLING STATION,0.03509850140674591
173,SHERWAY GARDENS RD AT SHERWAY GATE MALL),KIPLING STATION,0.03489500508668123
174,MAIN ST AT DANFORTH AVE,MAIN STREET STATION,0.0008411521859939108
175,MAIN ST AT DANFORTH AVE,MAIN STREET STATION,0.0010991856076268166
176,MAIN ST AT DONCASTER AVE,MAIN STREET STATION - WESTBOUND PLATFORM,0.002749916726009805
177,MAIN ST AT GERRARD ST EAST,MAIN STREET STATION,0.005025646326598045
178,MAIN ST AT GERRARD ST EAST,MAIN STREET STATION,0.004944031755565515
179,MARKHAM RD AT PASSMORE AVE NORTH SIDE,MARKHAM RD AT STATION ST - MARKHAM GO STATION,0.05247851504186702
180,MARTIN GROVE RD AT FINCH AVE WEST NORTH SIDE,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.04158770089821682
181,MARTIN GROVE RD AT JOHN GARLAND BLVD,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.035825069015984506
182,MARTIN GROVE RD AT MERCURY RD,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.029945982869156507
183,WESTHUMBER BLVD AT MARTIN GROVE RD NORTH SIDE,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.02999340629204394
184,2061 MCCOWAN RD,SCARBOROUGH CENTRE STATION,0.021136719825927346
185,MCCOWAN RD AT BUSHBY DR NORTH SIDE,BUSHBY DR AT MCCOWAN RD (MCCOWAN RT STATION),0.0003154076726926754
186,MCCOWAN RD AT ELSON ST,MCCOWAN RD AT BULLOCK DR - CENTENNIAL GO STATION,0.038754205616938986
187,MCCOWAN RD AT STEELES AVE EAST NORTH SIDE,MCCOWAN RD AT BULLOCK DR - CENTENNIAL GO STATION,0.04205275422608987
188,MCCOWAN RD AT STEELES AVE EAST SOUTH SIDE,MCCOWAN RD AT BULLOCK DR - CENTENNIAL GO STATION,0.04349349313402709
189,MCCOWAN RD AT TOWN CENTRE CRT,BUSHBY DR AT MCCOWAN RD (MCCOWAN RT STATION),0.0006658055271626249
190,1020 MCNICOLL AVE,DON MILLS STATION,0.029823126680477048
191,MCNICOLL AVE AT SILVER SPRINGS BLVD,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.03364313007138813
192,MCNICOLL AVE AT SILVER SPRINGS BLVD,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.0336977792294945
193,MCNICOLL AVE AT VICTORIA PARK AVE,DON MILLS STATION,0.029181183337898334
194,MEADOWVALE RD AT SHEPPARD AVE EAST,LAWRENCE AVE EAST AT EAST AVE - ROUGE HILL GO STATION,0.04842816306654925
195,MILITARY TRAIL AT MORNINGSIDE AVE,KINGSTON RD AT CELESTE DR EAST SIDE - GUILDWOOD GO STATION,0.03226925843585616
196,MILLWOOD RD AT OVERLEA BLVD NORTH SIDE,MILLWOOD RD AT VILLAGE STATION RD,0.004523309518482678
197,MILLWOOD RD AT OVERLEA BLVD,MILLWOOD RD AT VILLAGE STATION RD,0.005336513093771756
198,MORNINGSIDE AVE AT CASEBRIDGE CRT NORTH SIDE,KINGSTON RD AT CELESTE DR EAST SIDE - GUILDWOOD GO STATION,0.052149996605944514
199,MORNINGSIDE AVE AT JOHN STONER DR SOUTH SIDE,KINGSTON RD AT CELESTE DR EAST SIDE - GUILDWOOD GO STATION,0.05623905398386928
200,NIGHTSTAR RD AT MORNINGSIDE AVE NORTH SIDE,MCCOWAN STATION - PLATFORM,0.052654267253471276
201,MORNINGSIDE AVE AT WALKWAY SOUTH OF OASIS,MCCOWAN STATION - PLATFORM,0.05471757569556566
202,MORNING STAR DR AT CATALPA RD,RENFORTH STATION,0.07696945931991686
203,MORNING STAR DR AT CATALPA RD,RENFORTH STATION,0.0771418638742926
204,MORNING STAR DR AT AIRPORT RD EAST SIDE,RENFORTH STATION,0.0752092126072396
205,MORNING STAR DR AT LANCASTER AVE,RENFORTH STATION,0.0751589090194984
206,MORNING STAR DR AT MANION RD,RENFORTH STATION,0.07527942584797719
207,MORNING STAR DR AT REINDEER DR WEST SIDE,RENFORTH STATION,0.07572682106097076
208,MORNING STAR DR AT REINDEER DR,RENFORTH STATION,0.07572555542880181
209,MORTIMER AVE AT COXWELL AVE WEST SIDE (MICHAEL GARRON HOSPITAL),COXWELL STATION - WESTBOUND PLATFORM,0.0071544126942736175
210,NEILSON RD AT FINCH AVE EAST SOUTH SIDE,MCCOWAN STATION - PLATFORM,0.04695817713668103
211,NEILSON RD AT FINCH AVE EAST SOUTH SIDE,MCCOWAN STATION - PLATFORM,0.04707804461741876
212,OAKWOOD AVE AT EGLINTON AVE WEST SOUTH SIDE,EGLINTON WEST STATION,0.0067225936215103786
213,OAKWOOD AVE AT ROGERS RD,EGLINTON WEST STATION - SOUTHBOUND PLATFORM,0.012525702295684027
214,O'CONNOR DR AT PAPE AVE,MILLWOOD RD AT VILLAGE STATION RD,0.011466356395998432
215,OLD WESTON RD AT ST CLAIR AVE WEST NORTH SIDE,KEELE STATION,0.018624906040033237
216,OLD WESTON RD AT ST CLAIR AVE WEST,KEELE STATION,0.017901244789119898
217,OLD WESTON RD AT ST CLAIR AVE WEST,KEELE STATION,0.01832553377121582
218,OSSINGTON AVE AT BLOOR ST WEST,OSSINGTON STATION - EASTBOUND PLATFORM,0.0008266075247634164
219,OSSINGTON AVE AT BLOOR ST WEST,OSSINGTON STATION - EASTBOUND PLATFORM,0.00042836082921367805
220,OVERLEA BLVD AT MILLWOOD RD EAST SIDE,MILLWOOD RD AT VILLAGE STATION RD,0.005559258943412994
221,OVERLEA BLVD AT MILLWOOD RD,MILLWOOD RD AT VILLAGE STATION RD,0.005054930464404756
222,OVERLEA BLVD AT THORNCLIFFE PARK DR (EAST),MILLWOOD RD AT VILLAGE STATION RD,0.014727059448516728
223,PAPE AVE AT LIPTON AVE NORTH SIDE,PAPE STATION,0.00024052026942185313
224,PAPE AVE AT O'CONNOR DR NORTH SIDE,MILLWOOD RD AT VILLAGE STATION RD,0.011106106653548895
225,PARLIAMENT ST AT CARLTON ST,CASTLE FRANK STATION,0.009650449315963597
226,PARLIAMENT ST AT GERRARD ST EAST,CASTLE FRANK STATION,0.011572394091109583
227,PETER KAISER GATE AT STEELES AVE WEST,HIGHWAY 407 STATION - NORTHBOUND PLATFORM,0.00987565395302896
228,PHARMACY AVE AT ELLESMERE RD,ELLESMERE STATION,0.033541297008312
229,PORT UNION RD AT ADENMORE RD NORTH SIDE,LAWRENCE AVE EAST AT EAST AVE - ROUGE HILL GO STATION,0.006173825799290606
230,FINCH AVE WEST AT DUFFERIN ST,SHEPPARD AVE WEST AT DUFFERIN ST (SHEPPARD WEST STATION),0.01867961568127205
231,FINCH AVE WEST AT JANE ST,PIONEER VILLAGE STATION,0.021507065304217907
232,FINCH AVE WEST AT MARTIN GROVE RD WEST SIDE,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.04161392250196943
233,FINCH AVE WEST AT RUMIKE RD EAST SIDE,HIGHWAY 407 STATION - NORTHBOUND PLATFORM,0.043684823279941214
234,FINCH AVE WEST AT SENLAC RD,FINCH AVE WEST AT YONGE ST (FINCH STATION),0.01410884559417028
235,FINCH AVE WEST AT SENTINEL RD EAST SIDE,KEELE ST AT FINCH AVE WEST NORTH SIDE (FINCH WEST STATION),0.008757263613709793
236,FINCH AVE WEST AT WILMINGTON AVE,OPPOSITE 1042 SHEPPARD AVE WEST- SHEPPARD WEST STATION,0.01955744372355427
237,FLEET ST AT BATHURST ST,KING ST WEST AT UNIVERSITY AVE WEST SIDE (ST ANDREW STATION),0.017983028109855387
