,stop_name,closest_station,dist
4445,PRINCE EDWARD DR AT ASHTON MANOR,ROYAL YORK STATION - EASTBOUND PLATFORM,0.004899066033428886
4446,ROGERS RD AT BOON AVE,EGLINTON WEST STATION,0.01970296203619777
4447,OPPOSITE 2002-2012 SHEPPARD AVE WEST,KEELE ST AT FINCH AVE WEST NORTH SIDE (FINCH WEST STATION),0.036271869541014835
4448,ST CLAIR AVE WEST AT DEER PARK CRES WEST SIDE,YONGE ST AT ST CLAIR AVE WEST (ST CLAIR STATION),0.004515043299915546
4449,ST CLAIR AVE WEST AT VAUGHAN RD,ST CLAIR WEST STATION,0.005094831596826027
4450,8800 SHEPPARD AVE EAST,KINGSTON RD AT CELESTE DR EAST SIDE - GUILDWOOD GO STATION,0.04917436098212656
4451,DON MILLS RD AT DUNCAN MILL RD SOUTH SIDE,DON MILLS STATION - WESTBOUND PLATFORM,0.01392762424104846
4452,2265 JANE ST,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.0292757887169582
4453,GULLIVER RD AT KEELE ST,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.03465955997988852
4454,KENNEDY RD AT ELLESMERE RD,ELLESMERE STATION,0.003931756986398308
4455,WESTON RD AT MCCORMACK ST,HIGH PARK STATION - EASTBOUND PLATFORM,0.023740268616849868
4456,ALBION RD AT ARMEL CRT,KIPLING AVE AT BELFIELD RD - ETOBICOKE NORTH GO STATION,0.02421781437289247
4457,ISLINGTON AVE AT BYWOOD DR,ISLINGTON STATION - WESTBOUND PLATFORM,0.014870971723455934
4458,LANSDOWNE AVE AT RIDEAU AVE,LANSDOWNE AVE AT WADE AVE (LANSDOWNE STATION),0.013067950910528115
4459,WESTON RD AT CARDELL AVE,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.02650728000003901
4460,395 PASSMORE AVE,MCCOWAN RD AT BULLOCK DR - CENTENNIAL GO STATION,0.05205312972338618
4461,MORNINGVIEW TRAIL AT RANGELEY DR,KINGSTON RD AT CELESTE DR EAST SIDE - GUILDWOOD GO STATION,0.06031600368890635
4462,1300 ELLESMERE RD,MIDLAND STATION - EASTBOUND PLATFORM,0.007193662280093399
4463,MARTIN GROVE RD AT EGLINTON AVE WEST,RENFORTH STATION,0.029604297255626896
4464,ST CLAIR AVE WEST AT DUNVEGAN RD WEST SIDE,ST CLAIR WEST STATION,0.009892711357366342
4465,110 MORNINGVIEW TRAIL,KINGSTON RD AT CELESTE DR EAST SIDE - GUILDWOOD GO STATION,0.0577447931505544
4466,OSSINGTON AVE AT LEEDS ST,OSSINGTON AVE AT NORTHUMBERLAND ST (OSSINGTON STATION),0.0013041142588003135
4467,WILSON HEIGHTS BLVD AT BRIGHTON AVE,OPPOSITE 1042 SHEPPARD AVE WEST- SHEPPARD WEST STATION,0.006164672416278105
4468,LAWRENCE AVE EAST AT MIDLAND AVE WEST SIDE,LAWRENCE EAST STATION - NORTHBOUND PLATFORM,0.00454054842501779
4469,ROYAL YORK RD AT YORK VIEW DR,ROYAL YORK STATION - EASTBOUND PLATFORM,0.018094012103450546
4470,ROSSDEAN DR AT STEELES AVE WEST SOUTH SIDE,HIGHWAY 407 STATION - NORTHBOUND PLATFORM,0.021045372365441715
4471,VICTORIA PARK AVE AT STEELES AVE EAST,FINCH AVE EAST AT OLD CUMMER GO STATION,0.03867866866892373
4472,SHEPPARD AVE EAST AT GRAND RIVER BLVD SOUTH SIDE,LAWRENCE AVE EAST AT EAST AVE - ROUGE HILL GO STATION,0.038467803329539224
4473,LAIRD DR AT LEA AVE,MILLWOOD RD AT VILLAGE STATION RD,0.005981233484833849
4474,WESTON RD AT ORMONT DR,HIGHWAY 407 STATION - NORTHBOUND PLATFORM,0.028588420960236907
4475,MCNICOLL AVE AT HAROLD EVANS CRES,DON MILLS STATION,0.027786298961893125
4476,WELLESLEY ST WEST AT QUEEN'S PARK CRES EAST,QUEEN'S PARK STATION - NORTHBOUND PLATFORM,0.003170163718162571
4477,MIDLAND AVE AT FINCH AVE EAST,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.01974694368757279
4478,FINCH AVE WEST AT WESTMORE DR,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.045854403190971546
4479,THE EAST MALL AT BURNHAMTHORPE RD SOUTH SIDE,KIPLING STATION,0.025417912778194413
4480,ANGLESEY BLVD AT THE KINGSWAY,ISLINGTON STATION - EASTBOUND PLATFORM,0.018715631648440662
4481,DAVENPORT RD AT CALEDONIA PARK RD,DUNDAS WEST STATION - EASTBOUND PLATFORM,0.013764513867190202
4482,VICTORIA PARK AVE AT STAMFORD SQ,WARDEN STATION,0.01646751104446777
4483,GUILDWOOD PKWY AT SCARCLIFF GARDENS,KINGSTON RD AT CELESTE DR EAST SIDE - GUILDWOOD GO STATION,0.017044696829215965
4484,HUNTINGWOOD RD AT RIDGECREST DR,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.029913131898876254
4485,LAWRENCE AVE AT YONGE ST (LAWRENCE STATION),LAWRENCE AVE AT YONGE ST (LAWRENCE STATION),0.0
4486,KEELE ST AT HUMBERSIDE AVE,KEELE ST AT BLOOR ST WEST (KEELE STATION),0.006902627108574257
4487,MCCOWAN RD AT CASTLEMORE AVE,MCCOWAN RD AT BULLOCK DR - CENTENNIAL GO STATION,0.026129233436901458
4488,BIRCHMOUNT RD AT FLORA DR,LAWRENCE EAST STATION,0.014879105483867191
4489,BURNHAMTHORPE RD AT DUNDAS ST WEST NORTH SIDE,ISLINGTON STATION - WESTBOUND PLATFORM,0.0055577786929567235
4490,FINCHDENE SQ (EAST) AT FINCHDENE SQ (SOUTH),MCCOWAN STATION - PLATFORM,0.046426283127124664
4491,SUTHERLAND DR AT BAYVIEW AVE EAST SIDE,MILLWOOD RD AT VILLAGE STATION RD,0.014668088696209284
4492,CORDOVA AVE AT MABELLE AVE,ISLINGTON STATION - WESTBOUND PLATFORM,0.00239361818174368
4493,WESTON RD AT DENNIS AVE,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.02892199522853917
4494,SHEPPARD AVE EAST AT PARKWAY FOREST DR WEST SIDE,DON MILLS STATION,0.000188042548373048
4495,AMEER AVE AT RANEE AVE,RANEE AVE AT YORKDALE STATION,0.006572975734029581
4496,KINGSTON RD AT PINE RIDGE DR,EGLINTON AVE EAST AT BELLAMY RD NORTH - EGLINTON GO STATION,0.011080552919417718
4497,THE WESTWAY AT FULFORD PL,KIPLING AVE AT BELFIELD RD - ETOBICOKE NORTH GO STATION,0.021366518715035726
4498,BAYVIEW AVE AT GARNIER CRT,FINCH STATION,0.026650560707052146
4499,EGLINTON AVE EAST AT CREDIT UNION DR,WOODBINE STATION - EASTBOUND PLATFORM,0.03976758223729265
4500,ST CLAIR AVE EAST AT VICTORIA PARK AVE EAST SIDE,VICTORIA PARK STATION - WESTBOUND PLATFORM,0.01531315529210124
4501,MEADOWVALE RD AT SHEPPARD AVE EAST,LAWRENCE AVE EAST AT EAST AVE - ROUGE HILL GO STATION,0.0476930597991027
4502,CALEDONIA RD AT KITCHENER AVE,EGLINTON WEST STATION,0.026275074062700503
4503,ALBION RD AT ISLINGTON AVE,KIPLING AVE AT BELFIELD RD - ETOBICOKE NORTH GO STATION,0.03216841862758901
4504,STEELES AVE WEST AT DUFFERIN ST,FINCH WEST STATION,0.029869182596781417
4505,ST CLAIR AVE WEST AT OAKWOOD AVE,DUFFERIN STATION - EASTBOUND PLATFORM,0.018945817506772347
4506,ST CLAIR AVE EAST AT BRIMLEY RD,ST CLAIR AVE EAST AT LINDEN AVE - SCARBOROUGH GO STATION,0.01428726093413987
4507,WARDEN AVE AT MAJOR MACKENZIE DR EAST,MCCOWAN RD AT BULLOCK DR - CENTENNIAL GO STATION,0.06010788687851276
4508,ST CLAIR AVE EAST AT NORTH WOODROW BLVD,ST CLAIR AVE EAST AT LINDEN AVE - SCARBOROUGH GO STATION,0.010516671384041153
4509,COXWELL AVE AT DUNDAS ST EAST,COXWELL STATION,0.015885048315953727
4510,INTERNATIONAL BLVD AT CARLINGVIEW DR EAST SIDE,RENFORTH STATION,0.013311012170381475
4511,LAWRENCE AVE EAST AT PORT UNION RD WEST SIDE,LAWRENCE AVE EAST AT EAST AVE - ROUGE HILL GO STATION,0.006139138864705719
4512,CROW TRAIL AT MCGINTY PL,MCCOWAN STATION - PLATFORM,0.04480369585201627
4513,AIRPORT RD AT AMERICAN DR NORTH SIDE,RENFORTH STATION,0.04068758732095196
4514,AIRPORT RD AT NORTHWEST DR,RENFORTH STATION,0.05781643857936299
4515,EVANS AVE AT NORTH CARSON ST,KIPLING STATION,0.02448902793088988
4516,LAWRENCE AVE EAST AT MARKHAM RD,BELLAMY RD NORTH AT EGLINTON AVE EAST NORTH SIDE - EGLINTON GO STATION,0.020485802693573814
4517,ST CLAIR AVE EAST AT SQUIRES AVE,VICTORIA PARK AVE AT VICTORIA PARK STATION,0.017490600961656243
4518,MARTIN GROVE RD AT REXDALE BLVD,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.01704645564333184
4519,SLOANE AVE AT EGLINTON AVE EAST NORTH SIDE,WARDEN STATION,0.0364836013162003
4520,ROYAL YORK RD AT EVANS AVE NORTH SIDE,ROYAL YORK STATION - EASTBOUND PLATFORM,0.028275123907773043
4521,PHARMACY AVE AT SURREY AVE,LAWRENCE EAST STATION,0.03452715806434119
4522,ANNETTE ST AT DUNDAS ST WEST,KEELE STATION - EASTBOUND PLATFORM,0.008677194938459035
4523,JOHN GARLAND BLVD AT COLLINGDALE RD (EAST) WEST SIDE,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.03327573482284121
4524,FINCH AVE EAST AT MIDLAND AVE,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.019402682288799863
4525,MT PLEASANT RD AT SOUDAN AVE,EGLINTON STATION - NORTHBOUND PLATFORM,0.009317635000376228
4526,KODIAK CRES AT WHITEHORSE RD,SHEPPARD AVE WEST AT DUFFERIN ST (SHEPPARD WEST STATION),0.007556104419607718
4527,JOHN GARLAND BLVD AT COLLINGDALE RD (EAST) EAST SIDE,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.03308859250557464
4528,SHEPPARD AVE EAST AT PROVOST DR EAST SIDE,LESLIE STATION,0.002881816267565139
4529,QUEEN ST WEST AT ABELL ST,OSSINGTON STATION - WESTBOUND PLATFORM,0.019377902492279466
4530,VAUGHAN RD AT WINONA DR EAST SIDE,EGLINTON WEST STATION,0.009722710990258909
4531,FINCH AVE EAST AT GASPE RD,SHEPPARD AVE EAST AT BAYVIEW AVE (BAYVIEW STATION),0.019026303739823988
4532,SHEPPARD AVE EAST AT MARKHAM RD WEST SIDE,MCCOWAN STATION - PLATFORM,0.02209091697960773
4533,BRIMLEY RD AT LAWRENCE AVE EAST,LAWRENCE EAST STATION - NORTHBOUND PLATFORM,0.015299800292812079
4534,JANE ST AT BLOOR ST WEST NORTH SIDE,JANE STATION - WESTBOUND PLATFORM,0.00010568348972751327
4535,WARDEN AVE AT BOEM AVE,LAWRENCE EAST STATION,0.02538250746084157
4536,KENNEDY RD AT BERTRAND AVE,EGLINTON AVE EAST AT KENNEDY STATION,0.00626796872998365
4537,BIRCHMOUNT RD AT MODERN AVE,LAWRENCE EAST STATION,0.014416895435555875
4538,BAYVIEW AVE AT BAYVIEW MEWS LANE,BAYVIEW AVE AT SHEPPARD AVE EAST (BAYVIEW STATION),0.0024883761773476024
4539,EGLINTON AVE EAST AT WYNFORD DR,MILLWOOD RD AT VILLAGE STATION RD,0.03915872808200367
4540,BATHURST ST AT OLIVE AVE,BATHURST STATION,0.004375945612089724
4541,FINCH AVE EAST AT BRIMLEY RD,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.02238070463591578
4542,ISLINGTON AVE AT AMBLESIDE AVE,ISLINGTON STATION,0.017209742386221336
4543,BANNATYNE DR AT SILVERGROVE RD,BESSARION STATION - EASTBOUND PLATFORM,0.006059800161722592
4544,WESTON RD AT VEROBEACH BLVD,KIPLING AVE AT BELFIELD RD - ETOBICOKE NORTH GO STATION,0.04103109925409965
4545,ATKINSON AVE AT CAMPBELL CRES,YONGE ST AT BISHOP AVE NORTH SIDE (FINCH STATION),0.03979623501035862
4546,HUMBER COLLEGE BLVD AT HIGHWAY 27 WEST SIDE,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.0443317155093288
4547,YONGE ST AT COLLEGE ST (COLLEGE STATION),YONGE ST AT COLLEGE ST (COLLEGE STATION),0.0
4548,BAYVIEW AVE AT HEATHCOTE AVE,SHEPPARD AVE EAST AT BAYVIEW AVE EAST SIDE (BAYVIEW STATION),0.014524121350366313
4549,ELLESMERE RD AT CLAUDIUS GATE,ELLESMERE STATION,0.03144857289289823
4550,SHEPPARD AVE EAST AT MEADOWVALE RD EAST SIDE,LAWRENCE AVE EAST AT EAST AVE - ROUGE HILL GO STATION,0.04738099595830136
4551,FINCH AVE EAST AT PAGE AVE,FINCH AVE EAST AT OLD CUMMER GO STATION,0.014766298825360463
4552,BRIMLEY RD AT MCNICOLL AVE,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.031664749312129155
4553,DONLANDS AVE AT PLAINS RD,DONLANDS STATION - WESTBOUND PLATFORM,0.012332460135760781
4554,KEELE ST AT FALSTAFF AVE SOUTH SIDE,YORKDALE RD AT GO TERMINAL (YORKDALE STATION),0.03252155575922559
4555,SPADINA AVE AT SUSSEX AVE,SPADINA STATION,0.002906249989248713
4556,ISLAND RD AT PORT UNION RD,LAWRENCE AVE EAST AT EAST AVE - ROUGE HILL GO STATION,0.019272631371977822
4557,DIXON RD AT RIVERVIEW HEIGHTS WEST SIDE,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.017361574237377143
4558,MARLEE AVE AT GLENCAIRN AVE,GLENCAIRN STATION,0.0026395274198257644
4559,DENTON AVE AT MACEY AVE,VICTORIA PARK STATION,0.0013039896472048483
4560,ST CLAIR AVE EAST AT BIRCHMOUNT RD EAST SIDE,WARDEN STATION - EASTBOUND PLATFORM,0.008499711642165082
4561,PARK ST AT KENNEDY RD,ST CLAIR AVE EAST AT LINDEN AVE - SCARBOROUGH GO STATION,0.008019344861023393
4562,COXWELL AVE AT ROBBINS AVE,COXWELL STATION,0.015075746681340733
4563,WILSON AVE AT DUFFERIN ST,WILSON STATION,0.008946363283472163
4564,RANGOON RD AT HAGERSVILLE CRT,RENFORTH STATION,0.012839798518663976
4565,LAWRENCE AVE EAST AT BRIMLEY RD WEST SIDE,LAWRENCE EAST STATION - NORTHBOUND PLATFORM,0.014641639013438618
4566,CHERRY ST AT UNWIN AVE,QUEENS QUAY/FERRY DOCKS STATION,0.03035785568844179
4567,ISLINGTON AVE AT GREAT OAK DR,ISLINGTON STATION - WESTBOUND PLATFORM,0.01663733575425796
4568,SHERBOURNE ST AT KING ST EAST,KING ST WEST AT YONGE ST EAST SIDE (KING STATION),0.009126148146950354
4569,BAY ST AT DUNDAS ST WEST,DUNDAS ST WEST AT YONGE ST (DUNDAS STATION),0.002444606512294639
4570,KINGSTON RD AT GLEN EVEREST RD,ST CLAIR AVE EAST AT LINDEN AVE - SCARBOROUGH GO STATION,0.019532943300999518
4571,SHEPPARD AVE EAST AT BIRCHMOUNT RD,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.012975447737942026
4572,COLLEGE ST AT QUEEN'S PARK (QUEEN'S PARK STATION),COLLEGE ST AT QUEEN'S PARK (QUEEN'S PARK STATION),0.0
4573,EVANS AVE AT SHELDON AVE,KIPLING STATION,0.02768845080533986
4574,FINCH AVE EAST AT WARDEN AVE,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.033384828964659385
4575,ISLINGTON AVE AT NEW TORONTO ST SOUTH SIDE,ROYAL YORK STATION,0.04193838568662035
4576,BATHURST ST AT BLOOR ST WEST,BATHURST STATION,0.001049000000001854
4577,UNDERHILL DR AT KELLYTHORNE DR,DON MILLS STATION,0.03165821252060707
4578,BAY ST AT BLOOR ST WEST (BAY STATION),BAY ST AT BLOOR ST WEST (BAY STATION),0.0
4579,OLD WESTON RD AT ROCKWELL AVE,KEELE STATION,0.021230766590020204
4580,ARROW RD AT LIDO RD SOUTH SIDE,PIONEER VILLAGE STATION,0.04114146844729821
4581,ISLINGTON AVE AT FINCH AVE WEST,KIPLING AVE AT BELFIELD RD - ETOBICOKE NORTH GO STATION,0.04167417849220081
4582,1816 LAKE SHORE BLVD EAST,WOODBINE STATION,0.022775721854638307
4583,BELFIELD RD AT KIPLING AVE WEST SIDE,KIPLING AVE AT BELFIELD RD - ETOBICOKE NORTH GO STATION,0.0003540903839505363
4584,LAWRENCE AVE WEST AT ROXALINE ST,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.01871226918361674
4585,GRENOBLE DR AT SPANBRIDGE RD,COXWELL STATION - EASTBOUND PLATFORM,0.029015922266921835
4586,PENWORTH RD AT CROSLAND DR,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.031475896317659756
4587,NEILSON RD AT MCLEVIN AVE,MCCOWAN STATION - PLATFORM,0.044881403298025375
4588,BIRCHMOUNT RD AT CROUSE RD,LAWRENCE EAST STATION,0.015240906698743142
4589,EGLINTON AVE EAST AT BIRCHMOUNT RD,EGLINTON AVE EAST AT KENNEDY STATION,0.010649752344537838
4590,WARDEN AVE AT 16TH AVE,MCCOWAN RD AT BULLOCK DR - CENTENNIAL GO STATION,0.05282566999101481
4591,MIDLAND AVE AT MCNICOLL AVE,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.03143083556000092
4592,KENNEDY RD AT CRAIGLEE DR,ST CLAIR AVE EAST AT LINDEN AVE - SCARBOROUGH GO STATION,0.011917279974892584
4593,WESTON RD AT STEELES AVE WEST,HIGHWAY 407 STATION - NORTHBOUND PLATFORM,0.026398508215420825
4594,ST CLAIR AVE EAST AT KINGSTON RD,EGLINTON AVE EAST AT BELLAMY RD NORTH - EGLINTON GO STATION,0.01887029453930871
4595,MARKHAM RD AT PRINCESS ST,MARKHAM RD AT STATION ST - MARKHAM GO STATION,0.016106611965278426
4596,MORTIMER AVE AT WOODBINE AVE WEST SIDE,WOODBINE STATION - WESTBOUND PLATFORM,0.006590184822904518
4597,STEELES AVE WEST AT KIPLING AVE,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.060086494397659396
4598,BATHURST ST AT BRIAR HILL AVE,EGLINTON WEST STATION - NORTHBOUND PLATFORM,0.012107015899872293
4599,LAWRENCE AVE EAST AT MOSSBANK DR WEST SIDE,KINGSTON RD AT CELESTE DR WEST SIDE - GUILDWOOD GO STATION,0.01280905937217375
4600,ORIOLE PKWY AT TRANMER AVE,DAVISVILLE STATION - NORTHBOUND PLATFORM,0.006825195455083129
4601,FINCH AVE WEST AT DUFFERIN ST,SHEPPARD AVE WEST AT DUFFERIN ST (SHEPPARD WEST STATION),0.01895953504176677
4602,AVENUE RD AT HEATH ST WEST,YONGE ST AT ST CLAIR AVE WEST (ST CLAIR STATION),0.008209612232017374
4603,GREENWOOD AVE AT QUEEN ST EAST,GREENWOOD STATION - WESTBOUND PLATFORM,0.01892242006192597
4604,DAWES RD AT BETH ST,VICTORIA PARK STATION - WESTBOUND PLATFORM,0.012084544592167465
4605,OPPOSITE 350 STEELES AVE WEST,YONGE ST AT HENDON AVE (FINCH STATION),0.021417833807362688
4606,DUNDAS ST EAST AT PARLIAMENT ST,CASTLE FRANK STATION,0.014451802171349908
4607,HUNTINGWOOD DR AT DAVISBROOK BLVD,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.02325418725734697
4608,ELMHURST DR AT DRUMHELLER RD SOUTH SIDE,KIPLING AVE AT BELFIELD RD - ETOBICOKE NORTH GO STATION,0.018647445642767546
4609,ORTON PARK RD AT NORTHFIELD RD,KINGSTON RD AT CELESTE DR WEST SIDE - GUILDWOOD GO STATION,0.009799394726199798
4610,SHEPPARD AVE EAST AT TWYN RIVERS DR NORTH SIDE,LAWRENCE AVE EAST AT EAST AVE - ROUGE HILL GO STATION,0.04525129135174204
4611,BIRCHMOUNT RD AT ROLARK DR,ELLESMERE STATION,0.014549248365467128
4612,SHEPPARD AVE WEST AT FAYWOOD BLVD,OPPOSITE 1042 SHEPPARD AVE WEST- SHEPPARD WEST STATION,0.009829820802031129
4613,LESLIE ST AT OVERLAND DR,MILLWOOD RD AT VILLAGE STATION RD,0.028128870951394547
4614,SIGNET DR AT STEELES AVE WEST,HIGHWAY 407 STATION - NORTHBOUND PLATFORM,0.023441599134863756
4615,REDDINS RD AT CROSLAND DR,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.031855730096798665
4616,MORTIMER AVE AT GLEBEMOUNT AVE,COXWELL STATION - EASTBOUND PLATFORM,0.006886974734965023
4617,3450 MIDLAND AVE,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.02800087330781447
4618,JANE ST AT ST CLAIR AVE WEST NORTH SIDE,OLD MILL STATION,0.017589752130147282
4619,ELLESMERE RD AT MILITARY TRAIL (WEST),KINGSTON RD AT CELESTE DR WEST SIDE - GUILDWOOD GO STATION,0.02886113112820951
4620,WILSON AVE AT WENDELL AVE,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.024651466690652216
4621,YORKLAND BLVD (NORTH) AT CONSUMERS RD,DON MILLS STATION,0.012864280197507254
4622,OSSINGTON AVE AT DEWSON ST,OSSINGTON STATION - EASTBOUND PLATFORM,0.00619919752871559
4623,JANE ST AT TROUTBROOKE DR,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.03383185271308914
4624,THE EAST MALL AT VALHALLA INN RD NORTH SIDE,KIPLING STATION,0.022059034249023654
4625,MIDDLEFIELD RD AT FINCH AVE EAST,SCARBOROUGH CENTRE STATION,0.035105077994502513
4626,KINGSTON RD AT BIRCHMOUNT RD EAST SIDE,WARDEN STATION - WESTBOUND PLATFORM,0.024689821971813863
4627,QUEENS PLATE DR AT HIGHWAY 27,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.03609197376148687
4628,DUPONT ST AT OSSINGTON AVE,OSSINGTON AVE AT NORTHUMBERLAND ST (OSSINGTON STATION),0.008141882399055307
4629,AVENUE RD AT BALMORAL AVE,YONGE ST AT ST CLAIR AVE WEST (ST CLAIR STATION),0.00749087211211491
4630,DRIFTWOOD AVE AT COBBLER CRES (SOUTH),PIONEER VILLAGE STATION - NORTHBOUND PLATFORM,0.011356517952260371
4631,SPADINA RD AT HAWARDEN CRES NORTH SIDE,ST CLAIR WEST STATION - NORTHBOUND PLATFORM,0.009405428751523911
4632,PRINCESS MARGARET BLVD AT CRAMOND CRT,RENFORTH STATION,0.03380206174184226
4633,DUFFERIN ST AT GORDON ST,DUFFERIN ST AT BLOOR ST WEST (DUFFERIN STATION),0.01399838922876941
4634,GERRARD ST EAST AT GOLFVIEW AVE,WOODBINE STATION,0.005870947112690771
4635,MILNER AVE AT CINEMART DR,KINGSTON RD AT CELESTE DR EAST SIDE - GUILDWOOD GO STATION,0.04072497457335503
4636,ROGERS RD AT NORTHCLIFFE BLVD,EGLINTON WEST STATION,0.015482936801529007
4637,73 FIFESHIRE RD,SHEPPARD AVE EAST AT BAYVIEW AVE EAST SIDE (BAYVIEW STATION),0.008275907019782239
4638,MCCOWAN RD AT CREE AVE,EGLINTON AVE EAST AT BELLAMY RD NORTH - EGLINTON GO STATION,0.009697897607214009
4639,KINGSTON RD AT COLUMBINE AVE,WOODBINE STATION,0.014900428785776671
4640,DUNDAS ST WEST AT PRINCE EDWARD DR NORTH,ROYAL YORK STATION - EASTBOUND PLATFORM,0.01236539206819396
4641,STEELES AVE WEST AT ALNESS ST EAST SIDE,FINCH WEST STATION,0.022238469596623844
4642,COSBURN AVE AT COXWELL AVE,COXWELL STATION - WESTBOUND PLATFORM,0.01075820547303334
4643,DUFFERIN ST AT BRIAR HILL AVE,GLENCAIRN STATION,0.013052551091639598
4644,ISLINGTON AVE AT EVANS AVE SOUTH SIDE,ISLINGTON STATION,0.02996270084621716
4645,PAPE AVE AT DANFORTH AVE,PAPE STATION,0.001161349645883742
4646,FISHERVILLE RD AT BATHURST ST WEST SIDE,YONGE ST AT HENDON AVE (FINCH STATION),0.031186623174040685
4647,MARKHAM RD AT PARKWAY AVE,MARKHAM RD AT STATION ST - MARKHAM GO STATION,0.001267511341167468
4648,MT PLEASANT RD AT LAWRENCE CRES,LAWRENCE AVE AT YONGE ST (LAWRENCE STATION),0.005330035084300163
4649,EAST AVE AT ISLAND RD,LAWRENCE AVE EAST AT EAST AVE - ROUGE HILL GO STATION,0.018507159533545436
4650,RAILSIDE RD (EAST) AT LAWRENCE AVE EAST,DON MILLS STATION,0.0436326995383058
4651,KINGSTON RD AT DEEP DENE DR,LAWRENCE AVE EAST AT EAST AVE - ROUGE HILL GO STATION,0.036932047492662406
4652,PRINCE EDWARD DR SOUTH AT EDWALTER AVE,OLD MILL STATION - WESTBOUND PLATFORM,0.014275019194381986
4653,BLOOR ST WEST AT EAGLE RD EAST SIDE,ISLINGTON STATION - EASTBOUND PLATFORM,0.003541437561208894
4654,SHEPPARD AVE WEST AT CHESSWOOD DR,DOWNSVIEW PARK STATION - SOUTHBOUND PLATFORM,0.005404322436720792
4655,EGLINTON AVE WEST AT LLOYD MANOR RD,BELFIELD RD AT SHAFT RD - ETOBICOKE NORTH GO STATION,0.029646125311753802
4656,YONGE ST AT GLENFOREST RD NORTH SIDE,LAWRENCE STATION - NORTHBOUND PLATFORM,0.0042226295125190145
4657,DUNDAS ST WEST AT SPADINA AVE,DUNDAS ST WEST AT UNIVERSITY AVE (ST PATRICK STATION),0.009785816777365059
4658,BURNHAMTHORPE RD AT HOLLOWAY RD,ISLINGTON STATION - WESTBOUND PLATFORM,0.010738685301281612
4659,LAWRENCE AVE EAST AT GOLDBERRY SQ,LAWRENCE AVE EAST AT EAST AVE - ROUGE HILL GO STATION,0.021700976982618757
4660,MEADOWVALE RD AT SHEPPARD AVE EAST NORTH SIDE,LAWRENCE AVE EAST AT EAST AVE - ROUGE HILL GO STATION,0.04856208333669977
4661,YONGE ST AT HILLCREST AVE (MEL LASTMAN SQUARE),NORTH YORK CENTRE STATION - NORTHBOUND PLATFORM,0.00039892355157285974
4662,WARDEN AVE AT BRIDLETOWNE CIR (NORTH),DON MILLS STATION,0.036775140108501705
4663,COXWELL AVE AT DANFORTH AVE,COXWELL STATION - WESTBOUND PLATFORM,0.00072190373319614
4664,ARLETA AVE AT MEDAL LANE,KEELE ST AT FINCH AVE WEST NORTH SIDE (FINCH WEST STATION),0.02279456919970325
4665,BATHURST ST AT SHEPPARD AVE WEST,WILSON STATION TEMPORARY BUS BAY 5,0.02226245199882257
4666,VICTORIA PARK AVE AT STEELES AVE EAST SOUTH SIDE,FINCH AVE EAST AT OLD CUMMER GO STATION,0.038310570721410676
4667,1450 SHEPPARD AVE WEST,SHEPPARD AVE WEST AT VITTI ST (DOWNSVIEW PARK STATION),0.012862166574880885
4668,1515 ALBION RD (ALBION LIBRARY),BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.03986018544863862
4669,KENNEDY RD AT MCNICOLL AVE,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.03252149187844697
