date,max_temperature,avg_temperature,min_temperature,min_windchill,max_relative_humidity,avg_relative_humidity,min_relative_humidity,max_wind_speed,avg_wind_speed,min_wind_speed,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,precipitation,rain,snow,snow_on_ground
4/9/21,19.5,15.55,11.6,,85,72.5,60,18,11.5,5,24100,24100,24100,24100,0.2,0.2,0,
4/8/21,20.6,14.55,8.5,,76,58,40,28,17.5,7,24100,24100,24100,24100,0,0,0,
4/7/21,17.4,11.1,4.8,,49,34.5,20,26,15,4,24100,24100,24100,24100,0,0,0,
4/6/21,14.1,7.95,1.8,,76,48,20,19,10,1,24100,24100,24100,24100,0,0,0,
4/5/21,13.5,7.75,2,,62,48.5,35,17,9,1,24100,24100,24100,24100,0,0,0,
4/4/21,15.1,6.8,-1.5,-4,93,62.5,32,17,10.5,4,24100,23166.7,20100,16100,0,0,0,
4/3/21,9.5,2.2,-5.1,-8,78,53.5,29,36,21,6,24100,23700,21700,19300,0,0,0,
4/2/21,4.7,0.25,-4.2,-11,47,34,21,37,21.5,6,24100,24100,24100,24100,0,0,0,
4/1/21,2.6,-0.14,-2.9,-10,68,49,30,44,31,18,24100,24100,24100,24100,0,0,0,
3/31/21,14.7,7.4,0.1,,92,62.5,33,34,20.5,7,24100,24100,24100,24100,0,0,0,
3/30/21,20.3,10.4,0.5,,85,54.5,24,41,24,7,24100,24100,24100,24100,0,0,0,
3/29/21,7.1,3.2,-0.7,-6,76,59.5,43,44,26,8,24100,24100,24100,24100,0,0,0,
3/28/21,10.1,6.19,2.3,,98,83,68,48,25,2,24100,21233.3,16100,8100,6.2,6.2,0,
3/27/21,8.2,5.75,3.3,,87,77.5,68,16,8.5,1,24100,22433.3,20100,16100,0.2,0.2,0,
3/26/21,10.5,6.9,3.3,,99,84,69,50,27,4,24100,18816.7,14450,4800,34.6,34.6,0,
3/25/21,21.5,14.5,7.5,,96,67,38,31,17,3,24100,23900,21700,19300,1,1,0,
3/24/21,17.6,12.1,6.6,,95,66,37,20,11.5,3,24100,23900,21700,19300,0.8,0.8,0,
3/23/21,15.5,8.15,0.8,,68,46.5,25,14,8,2,24100,24100,24100,24100,0,0,0,
3/22/21,16.1,7.55,-1,-2,69,48,27,21,11,1,24100,24100,24100,24100,0,0,0,
3/21/21,14.9,6.45,-2,-1,65,43,21,17,9,1,24100,24100,24100,24100,0,0,0,
3/20/21,14.9,6.25,-2.4,-4,60,39.5,19,18,10.5,3,24100,24100,24100,24100,0,0,0,
3/19/21,3.7,-0.79,-5.3,-12,53,37,21,28,15.5,3,24100,24100,24100,24100,0,0,0,
3/18/21,6.8,2.25,-2.3,-8,91,57.5,24,35,19.5,4,24100,21433.3,18500,12900,0.4,0.4,0,
3/17/21,9,5.09,1.2,,80,65.5,51,17,9,1,24100,22900,20100,16100,0,0,0,
3/16/21,3.5,0.8,-1.9,-7,70,52.5,35,27,15.5,4,24100,24100,24100,24100,0,0,0,
3/15/21,-1,-5,-9,-17,51,35,19,24,14.5,5,24100,24100,24100,24100,0,0,0,
3/14/21,3.5,-1.29,-6.1,-12,78,55.5,33,47,28,9,24100,24100,24100,24100,0,0,0,
3/13/21,5.6,-0.7,-7,-12,68,52.5,37,34,22,10,24100,24100,24100,24100,0,0,0,
3/12/21,11.3,3.25,-4.8,-12,77,55.5,34,53,28,3,24100,24100,24100,24100,0,0,0,
3/11/21,19.3,12.4,5.5,,78,59,40,50,31,12,24100,22900,21700,19300,2,2,0,
3/10/21,15.3,6.5,-2.3,-2,92,66.5,41,18,9.5,1,24100,23433.3,20100,16100,0,0,0,
3/9/21,10.6,4.15,-2.3,-7,92,62,32,18,10.5,3,24100,24100,24100,24100,0,0,0,
3/8/21,9.6,0.2,-9.2,-12,76,58,40,23,13,3,24100,23766.7,20100,16100,0.2,0,0.2,
3/7/21,-0.4,-5.35,-10.3,-16,74,52,30,17,11,5,24100,24100,24100,24100,0,0,0,
3/6/21,-0.2,-4.69,-9.2,-15,71,54,37,35,21,7,24100,23700,21700,19300,0,0,0,
3/5/21,1.6,-4.35,-10.3,-17,66,48,30,48,30.5,13,24100,24100,24100,24100,0,0,0,
3/4/21,0.8,-3.6,-8,-17,76,58,40,41,28.5,16,24100,23633.3,18500,12900,0,0,0,0
3/3/21,7.2,2.2,-2.8,-7,74,64,54,28,16,4,24100,24100,24100,24100,0,0,0,
3/2/21,0.2,-6.7,-13.6,-19,75,60,45,28,15,2,24100,24100,24100,24100,0,0,0,
3/1/21,5.4,-2.2,-9.8,-20,87,62.5,38,61,41.5,22,24100,23500,16900,9700,0,0,0,0
2/28/21,6.5,2.4,-1.7,-3,100,88,76,20,11,2,24100,11716.7,12150,200,1,1,0,
2/27/21,5.8,2.54,-0.7,-2,99,83.5,68,36,19,2,24100,21158.3,15250,6400,6.2,6.2,0,0
2/26/21,3.8,-1.55,-6.9,-12,84,66,48,17,11,5,24100,24100,24100,24100,0,0,0,0
2/25/21,0.9,-1.4,-3.7,-10,76,58.5,41,41,27.5,14,24100,23900,21700,19300,0,0,0,1
2/24/21,8.4,3.9,-0.6,-4,88,72.5,57,43,24.5,6,24100,22633.3,18500,12900,0,0,0,6
2/23/21,4.3,1.79,-0.7,-7,94,83.5,73,36,23.5,11,24100,18741.7,13850,3600,0.2,0,0.2,10
2/22/21,2.8,0.54,-1.7,-7,98,81,64,43,26.5,10,24100,16087.5,12350,600,4.8,0.6,5.4,14
2/21/21,-1.5,-6.95,-12.4,-18,89,69.5,50,16,10.5,5,24100,20966.7,20100,16100,0,0,0,12
2/20/21,-1.8,-6.6,-11.4,-15,88,69.5,51,34,21.5,9,24100,22833.3,16100,8100,0.4,0,0.4,16
2/19/21,-2.5,-4.84,-7.2,-13,90,80.5,71,19,10.5,2,24100,10170.8,12850,1600,7.8,0,7.8,18
2/18/21,-3.6,-6.4,-9.2,-15,90,74.5,59,22,14.5,7,24100,12566.7,12850,1600,,,,10
2/17/21,-4.6,-10.3,-16,-22,82,64.5,47,21,13.5,6,24100,24100,24100,24100,,,,12
2/16/21,-7,-11.15,-15.3,-21,90,76,62,37,21,5,24100,13379.2,12350,600,8.8,0,8.8,12
2/15/21,-4.2,-6.94,-9.7,-19,87,74.5,62,33,18.5,4,24100,18512.5,12850,1600,3.2,0,3.2,2
2/14/21,-4,-9.4,-14.8,-22,85,68.5,52,17,8.5,0,24100,22162.5,15250,6400,0.4,0,0.4,6
2/13/21,-9.1,-11.5,-13.9,-22,86,67,48,24,18,12,24100,16537.5,12850,1600,2.2,0,4.8,2
2/12/21,-8.3,-11.25,-14.2,-22,80,69,58,20,14.5,9,24100,16416.7,13450,2800,1.8,0,2.2,1
2/11/21,-4.7,-7.94,-11.2,-19,80,65,50,23,16.5,10,24100,24100,24100,24100,0,0,0,1
2/10/21,-5.3,-9.25,-13.2,-20,76,63,50,23,15,7,24100,24100,24100,24100,0,0,0,1
2/9/21,-2.7,-7.05,-11.4,-18,87,69.5,52,22,12,2,24100,19079.2,13250,2400,1,0,1.2,2
2/8/21,-6.5,-9.94,-13.4,-22,85,66,47,22,13,4,24100,21620.8,13650,3200,0.2,0,0.4,1
2/7/21,-6.2,-9.75,-13.3,-23,84,70,56,35,18,1,24100,21958.3,15250,6400,0.6,0,0.6,2
2/6/21,-6,-7.7,-9.4,-18,77,66.5,56,37,21,5,24100,21900,16100,8100,0,0,0,1
2/5/21,1.7,-3.15,-8,-17,98,78.5,59,49,32.5,16,24100,17512.5,12650,1200,5.2,2.8,2.4,2
2/4/21,4.3,-1.45,-7.2,-12,81,60.5,40,23,13.5,4,24100,23500,16900,9700,1.4,0,1.4,2
2/3/21,0.6,-2.85,-6.3,-15,75,59.5,44,45,33.5,22,24100,24100,24100,24100,0,0,0,2
2/2/21,-0.9,-5.25,-9.6,-18,70,61.5,53,46,32.5,19,24100,24100,24100,24100,0,0,0,3
2/1/21,-3.7,-7.5,-11.3,-19,66,57.5,49,25,20,15,24100,24100,24100,24100,0,0,0,4
1/31/21,-5.2,-7.9,-10.6,-16,87,67,47,26,19,12,24100,22766.7,20100,16100,0,0,0,5
1/30/21,-2.2,-8,-13.8,-17,84,68.5,53,11,6,1,24100,24100,24100,24100,0,0,0,
1/29/21,-7.1,-10.85,-14.6,-22,79,71,63,26,14,2,24100,21900,16900,9700,0.2,0,0.2,5
1/28/21,-7.8,-10.8,-13.8,-20,79,65.5,52,44,26.5,9,24100,24100,24100,24100,0,0,0,6
1/27/21,-3.3,-6.75,-10.2,-16,84,73,62,28,21,14,24100,24100,24100,24100,0,0,0,8
1/26/21,-0.5,-2.54,-4.6,-11,94,84.5,75,30,20,10,24100,15445.8,12250,400,7.4,0.2,9.2,6
1/25/21,1.9,-0.9,-3.7,-6,84,71.5,59,14,7.5,1,24100,24100,24100,24100,0,0,0,
1/24/21,-2.7,-4.95,-7.2,-11,78,67,56,11,6,1,24100,24100,24100,24100,0,0,0,
1/23/21,-4.8,-8.69,-12.6,-19,78,62,46,34,21.5,9,24100,24100,24100,24100,0,0,0,
1/22/21,1,-3.4,-7.8,-15,90,73,56,43,26.5,10,24100,22579.2,13850,3600,0.4,0,0.4,0
1/21/21,3.1,0.65,-1.8,-8,79,71,63,31,23,15,24100,23233.3,20100,16100,0.2,0,0.2,0
1/20/21,-2.2,-4.95,-7.7,-14,79,67.5,56,33,21,9,24100,24100,24100,24100,0,0,0,0
1/19/21,-0.1,-1.8,-3.5,-9,92,74.5,57,41,23,5,24100,20891.7,15250,6400,0.6,0,0.6,0
1/18/21,0.9,-1.85,-4.6,-8,93,79.5,66,13,8.5,4,24100,22162.5,15250,6400,0,0,0,0
1/17/21,4.2,0.75,-2.7,-6,89,75,61,31,19.5,8,24100,21233.3,16900,9700,0.6,0,0.6,
1/16/21,4.7,1.05,-2.6,-7,95,79.5,64,32,18.5,5,24100,22900,20100,16100,0,0,0,
1/15/21,5.6,3.4,1.2,,96,85.5,75,31,19.5,8,24100,16158.3,15250,6400,5,5,0,0
1/14/21,4.6,1.9,-0.8,,91,80,69,22,12,2,16100,13700,12900,9700,0,0,0,1
1/13/21,3.1,0.85,-1.4,-6,93,83.5,74,25,13,1,24100,14166.7,16900,9700,0,0,0,1
1/12/21,-1.2,-1.65,-2.1,-8,91,82.5,74,21,16.5,12,19300,11966.7,13700,8100,0,0,0,1
1/11/21,0.2,-2.95,-6.1,-10,89,79.5,70,28,15.5,3,24100,18700,16900,9700,0,0,0,2
1/10/21,1.9,-1.85,-5.6,-10,89,79,69,21,12.5,4,24100,23900,21700,19300,0,0,0,2
1/9/21,3.3,-0.5,-4.3,-10,77,54.5,32,25,18,11,24100,24100,24100,24100,0,0,0,2
1/8/21,-3.5,-6.4,-9.3,-17,90,73.5,57,22,15,8,24100,23900,21700,19300,0,0,0,2
1/7/21,-0.6,-3.84,-7.1,-13,79,68.5,58,25,17.5,10,24100,24100,24100,24100,0,0,0,2
1/6/21,2,0.4,-1.2,-7,85,76,67,33,23,13,24100,23900,21700,19300,0.2,0,0.2,2
1/5/21,1,0.45,-0.1,,94,87.5,81,13,9,5,24100,15483.3,14450,4800,0.2,0,0.2,2
1/4/21,1.1,0.15,-0.8,-4,91,86.5,82,13,7,1,24100,19900,18500,12900,0,0,0,2
1/3/21,1.1,0.15,-0.8,-5,98,91,84,18,10.5,3,24100,17579.2,12850,1600,1.6,0,1.4,4
1/2/21,1.2,-0.65,-2.5,-8,98,85,72,26,14.5,3,24100,19987.5,12850,1600,6.8,3.8,4,7
1/1/21,1.6,-1.24,-4.1,-6,98,80.5,63,28,14.5,1,24100,17954.2,13250,2400,8,5.4,3,1
